"sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed","Profile_Type","R_naught"
0.241523448275862,0.0588235294117647,1.14089847197709,0.577180368476744,0.0259833166776083,0.0683697937793514,0.621009874479551,3.68e-05,5281842,159374.515078177,0,0,0,0.01721420632104,0,-167.085377731164,370572824,"sigma_P",1.16539883574942
0.241523448275862,0.0588235294117647,1.13490670476082,0.56519507651624,0.0256340287018495,0.0685714616201114,0.618875438858998,3.68e-05,5281842,159375.14176086,0,0,0,0.01721420632104,0,-167.088280603703,320767413,"sigma_P",1.16883418464115
0.241523448275862,0.0588235294117647,1.13546797594907,0.576221455756232,0.0260021619446331,0.0683986542048301,0.621448022954141,3.68e-05,5281842,159375.845545721,0,0,0,0.01721420632104,0,-167.077897560681,207431007,"sigma_P",1.16590352265457
0.241523448275862,0.0588235294117647,1.13317737709335,0.574955825350441,0.0257855539567552,0.0683337341924453,0.618960581708747,3.68e-05,5281842,159374.875498649,0,0,0,0.01721420632104,0,-167.063921685627,971107182,"sigma_P",1.16478568438395
0.241523448275862,0.0588235294117647,1.13704604796416,0.577007986113466,0.0257836386193405,0.0683405624976863,0.618901141713429,3.68e-05,5281842,159374.472539651,0,0,0,0.01721420632104,0,-167.063327067709,781717786,"sigma_P",1.16489463905923
0.241523448275862,0.0588235294117647,1.1572330953561,0.576286842923913,0.0278891982545136,0.0688127776787777,0.647884939362477,3.68e-05,5281842,215624.889744904,0,0,0,0.01721420632104,0,-166.683092930771,695538233,"sigma_P",1.173084564442
0.241523448275862,0.0588235294117647,1.1500904411298,0.576752057197374,0.0303286865185268,0.0686989744252527,0.673040740283268,3.68e-05,5281842,215628.055112072,0,0,0,0.01721420632104,0,-166.822326961561,35236972,"sigma_P",1.17131432969466
0.241523448275862,0.0588235294117647,1.15251793044258,0.576806655206382,0.0314260900878198,0.0684295536691978,0.679185478014812,3.68e-05,5281842,215626.360297089,0,0,0,0.01721420632104,0,-166.91177947962,524869370,"sigma_P",1.16675352807797
0.241523448275862,0.0588235294117647,1.15692280685968,0.571554105439763,0.0292747774543806,0.0686374195175858,0.661383615795988,3.68e-05,5281842,215626.494073273,0,0,0,0.01721420632104,0,-166.712696512421,850533475,"sigma_P",1.17017888688778
0.241523448275862,0.0588235294117647,1.17364894286615,0.587190388470255,0.0309304994311839,0.0699105175496162,0.676555879350961,3.67999999999999e-05,5281842,290626.879462855,0,0,0,0.01721420632104,0,-167.146301237663,92836237,"sigma_P",1.19194238208075
0.241523448275862,0.0588235294117647,1.17830991229494,0.583198954999865,0.0312801130419127,0.0698882987033102,0.678566793629577,3.68e-05,5281842,290625.578754943,0,0,0,0.01721420632104,0,-167.163743226478,889008391,"sigma_P",1.19156570030738
0.241523448275862,0.0588235294117647,1.17217383733281,0.584278682100007,0.031062778795901,0.0697859171626498,0.677148935759909,3.68e-05,5281842,290625.671597486,0,0,0,0.01721420632104,0,-167.131941671509,49127681,"sigma_P",1.18982493135177
0.241523448275862,0.0588235294117647,1.17355541392295,0.582974298189742,0.0307125678336009,0.0697363769773753,0.67674566106465,3.67999999999999e-05,5281842,290626.754002337,0,0,0,0.01721420632104,0,-167.108143503205,149907143,"sigma_P",1.18897474790333
0.241523448275862,0.0588235294117647,1.17462840457676,0.582585302353718,0.0306211719345195,0.0698255152410327,0.674363113458185,3.68e-05,5281842,290623.76875799,0,0,0,0.01721420632104,0,-167.125151587653,539130362,"sigma_P",1.19047736007107
0.241523448275862,0.0588235294117647,1.12469332681687,0.572625435328979,0.0256888553723132,0.0682032415429347,0.616390502051235,3.68e-05,5281842,140625.150430364,0,0,0,0.01721420632104,0,-167.432978514619,440332773,"sigma_P",1.16256066632931
0.241523448275862,0.0588235294117647,1.1229836760887,0.578663911911944,0.0252511712944711,0.0681108187855653,0.61415089988951,3.68e-05,5281842,140624.767023482,0,0,0,0.01721420632104,0,-167.431703065129,759838635,"sigma_P",1.16097438847971
0.241523448275862,0.0588235294117647,1.16526418929873,0.5804855360703,0.0293327046027678,0.069283646418368,0.661227619987571,3.68000000000001e-05,5281842,253126.068634807,0,0,0,0.01721420632104,0,-166.825846944311,626889974,"sigma_P",1.18117784398873
0.241523448275862,0.0588235294117647,1.16490070231624,0.574712643640295,0.0290953894797638,0.0693663540797296,0.663304884404318,3.68e-05,5281842,253125.949050946,0,0,0,0.01721420632104,0,-166.792050871161,790595381,"sigma_P",1.18260151914366
0.241523448275862,0.0588235294117647,1.16626792389835,0.574242453411578,0.0290154545843302,0.0692708549580578,0.659421578178362,3.68000000000001e-05,5281842,253123.94450847,0,0,0,0.01721420632104,0,-166.80793397831,689422356,"sigma_P",1.18094648713942
0.241523448275862,0.0588235294117647,1.16310835028314,0.570550287946055,0.0291205396818028,0.0694681142199222,0.660653065653426,3.67999999999999e-05,5281842,253123.604491868,0,0,0,0.01721420632104,0,-166.818570105637,253683465,"sigma_P",1.18432369954331
0.241523448275862,0.0588235294117647,1.1646090762028,0.578224122390456,0.0291509400719132,0.069368575977893,0.660121347864255,3.67999999999999e-05,5281842,253126.432889567,0,0,0,0.01721420632104,0,-166.8314787125,374952423,"sigma_P",1.18262028173214
0.241523448275862,0.0588235294117647,1.14357873323544,0.570352397369742,0.0274117193284268,0.0683185898178266,0.639872829972661,3.68e-05,5281842,178127.651862002,0,0,0,0.01721420632104,0,-166.831928253617,538290776,"sigma_P",1.1646374215398
0.241523448275862,0.0588235294117647,1.17987309338973,0.592505275750285,0.0323102997616531,0.0706512995206061,0.685180979228038,3.68e-05,5281842,328125.868394229,0,0,0,0.01721420632104,0,-167.613783879541,648506215,"sigma_P",1.20461243023698
0.241523448275862,0.0588235294117647,1.17826792526228,0.596452737851983,0.0323640548115014,0.0705210285515812,0.686924197270719,3.68000000000001e-05,5281842,328125.174972147,0,0,0,0.01721420632104,0,-167.590606194251,749199451,"sigma_P",1.20240585922749
0.241523448275862,0.0588235294117647,1.17822776548924,0.588892531020728,0.0324366928051164,0.070718291242801,0.688963751862806,3.68e-05,5281842,328125.389099932,0,0,0,0.01721420632104,0,-167.608935839233,891977095,"sigma_P",1.20578213932467
0.241523448275862,0.0588235294117647,1.17707476039066,0.597353483296924,0.0323490306332069,0.070550089744865,0.687578977790987,3.68000000000001e-05,5281842,328124.479259822,0,0,0,0.01721420632104,0,-167.591708208281,566534517,"sigma_P",1.20290818166271
0.241523448275862,0.0588235294117647,1.18172992916171,0.594617962478968,0.0324515376556714,0.0705045096833922,0.687090443509608,3.68e-05,5281842,328123.458255801,0,0,0,0.01721420632104,0,-167.602646296264,646104279,"sigma_P",1.20211732705665
0.241523448275862,0.0588235294117647,1.12655563025336,0.575698993141727,0.0260116142226399,0.0682884112927139,0.618446791095509,3.68e-05,5281842,145313.329954594,0,0,0,0.01721420632104,0,-167.351227669528,254468058,"sigma_P",1.16402189472024
0.241523448275862,0.0588235294117647,1.12600589366451,0.578847053406007,0.0253328813051591,0.0683133776614398,0.611673863150846,3.67999999999999e-05,5281842,145313.248133595,0,0,0,0.01721420632104,0,-167.364253624312,71863507,"sigma_P",1.16440631641005
0.241523448275862,0.0588235294117647,1.11725424120596,0.575639623077569,0.025462340794202,0.0682906308227674,0.614835619749082,3.68e-05,5281842,145313.025223742,0,0,0,0.01721420632104,0,-167.336140943938,863805141,"sigma_P",1.16405368012476
0.241523448275862,0.0588235294117647,1.1250989868198,0.57800847234723,0.0255612791719545,0.0681994773503066,0.614824041651086,3.68e-05,5281842,145312.628845145,0,0,0,0.01721420632104,0,-167.329670352084,409692126,"sigma_P",1.16248605064435
0.241523448275862,0.0588235294117647,1.13236236832361,0.572792085140198,0.0253473319507197,0.0681978512438358,0.615587484479419,3.68e-05,5281842,145311.737160064,0,0,0,0.01721420632104,0,-167.329028230803,374136985,"sigma_P",1.16245007972621
0.241523448275862,0.0588235294117647,1.17742088260687,0.583075262076519,0.0312215139715693,0.0698407991782128,0.678755784775265,3.68000000000001e-05,5281842,295312.238537024,0,0,0,0.01721420632104,0,-167.173881195927,301182712,"sigma_P",1.19075900699789
0.241523448275862,0.0588235294117647,1.17441286877089,0.583685742801807,0.0307048850415041,0.0701551888697179,0.678324794321478,3.68e-05,5281842,295312.342843138,0,0,0,0.01721420632104,0,-167.200142103024,248545941,"sigma_P",1.19612325584234
0.241523448275862,0.0588235294117647,1.17536179763491,0.57930831852577,0.030986343705862,0.0700693138785719,0.677206050507757,3.68000000000001e-05,5281842,295314.751897849,0,0,0,0.01721420632104,0,-167.211949945541,1062811094,"sigma_P",1.19465003998002
0.241523448275862,0.0588235294117647,1.16706321670652,0.582358791046318,0.0308605746350818,0.0701488229973251,0.676398552319827,3.68e-05,5281842,295312.159958311,0,0,0,0.01721420632104,0,-167.210805251057,382762460,"sigma_P",1.19601888887706
0.241523448275862,0.0588235294117647,1.16041213302051,0.571733711148048,0.0283332700358119,0.0688193241090512,0.651148906847657,3.68000000000001e-05,5281842,220312.712268637,0,0,0,0.01721420632104,0,-166.673468058863,616136599,"sigma_P",1.17320985287175
0.241523448275862,0.0588235294117647,1.16236675879876,0.569123384558392,0.0280256545721662,0.0689660644199157,0.648367191234326,3.68e-05,5281842,220312.479792093,0,0,0,0.01721420632104,0,-166.70397717913,614102572,"sigma_P",1.17569027286389
0.241523448275862,0.0588235294117647,1.15697566343712,0.562280258962487,0.0276398971587975,0.0691203299641276,0.647822926291111,3.68e-05,5281842,220313.422383086,0,0,0,0.01721420632104,0,-166.704092528728,653441090,"sigma_P",1.17832769277203
0.241523448275862,0.0588235294117647,1.16249670111095,0.568082124741306,0.0279642839457265,0.0687487166789082,0.650125556626657,3.68e-05,5281842,220311.902088917,0,0,0,0.01721420632104,0,-166.659131429138,577991597,"sigma_P",1.17199561378768
0.241523448275862,0.0588235294117647,1.15719355541286,0.572921921739415,0.0277771364792657,0.0689580853434466,0.646816814870873,3.68e-05,5281842,220313.867275403,0,0,0,0.01721420632104,0,-166.694224889222,1063571805,"sigma_P",1.17555516754306
0.275999655172414,0.0588235294117647,1.14725646347039,0.562092774217258,0.0271203558051798,0.0688453113615483,0.639876494824748,3.67999999999999e-05,5281842,196874.365863662,0,0,0,0.01721420632104,0,-166.79512393845,636133909,"sigma_P",1.17360939678206
0.275999655172414,0.0588235294117647,1.14340085273849,0.559914774971175,0.0270357244674259,0.0688609120547524,0.643602020772653,3.68e-05,5281842,196874.1696357,0,0,0,0.01721420632104,0,-166.785610177233,168101292,"sigma_P",1.17390600684138
0.275999655172414,0.0588235294117647,1.17131494649702,0.571995979187967,0.0297612376385497,0.0696322100448402,0.667698355176762,3.68e-05,5281842,271875.250357202,0,0,0,0.01721420632104,0,-167.06050535124,298968363,"sigma_P",1.18714756419526
0.275999655172414,0.0588235294117647,1.17404186898182,0.579200252101485,0.0300465574028862,0.0697251702276661,0.670286315409777,3.67999999999999e-05,5281842,271876.3112255,0,0,0,0.01721420632104,0,-167.098607195765,1020264005,"sigma_P",1.18874255871774
0.275999655172414,0.0588235294117647,1.16838758607411,0.573290538792291,0.0299509032168957,0.0697758511042689,0.668607689939579,3.68e-05,5281842,271875.018242089,0,0,0,0.01721420632104,0,-167.095261264503,377594199,"sigma_P",1.18960845224089
0.275999655172414,0.0588235294117647,1.16324128117251,0.574184348772294,0.0298998817481405,0.0696619385408292,0.666885138740162,3.68e-05,5281842,271874.577141656,0,0,0,0.01721420632104,0,-167.084649071273,98528534,"sigma_P",1.1876666443227
0.275999655172414,0.0588235294117647,1.16985658376791,0.577641906289149,0.0298930265477876,0.0695848028247778,0.66765792337315,3.68e-05,5281842,271874.731137962,0,0,0,0.01721420632104,0,-167.070312930261,270322882,"sigma_P",1.18634221916051
0.275999655172414,0.0588235294117647,1.16152780448543,0.571022028877339,0.0281786419707056,0.0692900409156306,0.654612005514712,3.68e-05,5281842,234376.251741088,0,0,0,0.01721420632104,0,-166.830368583437,295647486,"sigma_P",1.18125366636103
0.275999655172414,0.0588235294117647,1.16089196927204,0.572179516399725,0.0284680001577236,0.0691274130744623,0.652449401188607,3.68e-05,5281842,234375.500323229,0,0,0,0.01721420632104,0,-166.831266078182,1053946500,"sigma_P",1.17846912075173
0.275999655172414,0.0588235294117647,1.14904839165506,0.595420626184434,0.0335603533778894,0.0687142554945157,0.703367163175155,3.68e-05,5281842,234377.173981927,0,0,0,0.01721420632104,0,-167.346532408355,797688897,"sigma_P",1.17176468633824
0.275999655172414,0.0588235294117647,1.15967900677685,0.566555805709751,0.028551524960004,0.0691573790155226,0.658478870816776,3.68000000000001e-05,5281842,234374.507307951,0,0,0,0.01721420632104,0,-166.811463361381,111985197,"sigma_P",1.17901981599702
0.275999655172414,0.0588235294117647,1.13403523797884,0.564930295869391,0.0259286489505683,0.0683712673838846,0.622534388436863,3.68e-05,5281842,159375.773984478,0,0,0,0.01721420632104,0,-167.130539312382,970228574,"sigma_P",1.16544606082434
0.275999655172414,0.0588235294117647,1.12304728148683,0.567862979396355,0.0256689494201455,0.0685192315581262,0.62229558911112,3.68e-05,5281842,159374.731500215,0,0,0,0.01721420632104,0,-167.140009780571,481110598,"sigma_P",1.16798671143312
0.275999655172414,0.0588235294117647,1.13198595804596,0.566289491390102,0.0261061738953783,0.0684365985429473,0.625448899030829,3.68e-05,5281842,159376.650683308,0,0,0,0.01721420632104,0,-167.137116095595,1000968271,"sigma_P",1.16658155254748
0.275999655172414,0.0588235294117647,1.13025871815728,0.564354263777185,0.0258837594869529,0.068555103124267,0.622792221961783,3.68e-05,5281842,159375.516758868,0,0,0,0.01721420632104,0,-167.123878927741,271370302,"sigma_P",1.16858822221654
0.275999655172414,0.0588235294117647,1.132042140923,0.567186560351624,0.0258528590508924,0.0683075581293296,0.620273535002595,3.68000000000001e-05,5281842,159374.952043557,0,0,0,0.01721420632104,0,-167.107105787558,987762652,"sigma_P",1.16434970530739
0.275999655172414,0.0588235294117647,1.14911909405349,0.56189214012493,0.0283982186008272,0.0689942547599098,0.656894641457298,3.68000000000001e-05,5281842,215625.233688134,0,0,0,0.01721420632104,0,-166.806219199834,1012232936,"sigma_P",1.17625053213805
0.275999655172414,0.0588235294117647,1.15242937008737,0.569696331820202,0.0277050254841637,0.0689726693274165,0.648247499838564,3.68e-05,5281842,215627.133373563,0,0,0,0.01721420632104,0,-166.787905716869,864665285,"sigma_P",1.17582221810114
0.275999655172414,0.0588235294117647,1.14757201719449,0.568300263075347,0.0293168548250238,0.0688807315337857,0.662435048007863,3.68e-05,5281842,215626.590759976,0,0,0,0.01721420632104,0,-166.816528775796,117086973,"sigma_P",1.17435262996644
0.275999655172414,0.0588235294117647,1.17027170600592,0.582197526138237,0.0303834949977634,0.0700727794906931,0.673466377792912,3.68e-05,5281842,290625.142968923,0,0,0,0.01721420632104,0,-167.266960506294,335672599,"sigma_P",1.1946970326678
0.275999655172414,0.0588235294117647,1.1706185927404,0.582258507656719,0.0308695462585794,0.0700196547725433,0.675296883595475,3.68e-05,5281842,290626.109213709,0,0,0,0.01721420632104,0,-167.279392405753,912264183,"sigma_P",1.19380194826094
0.275999655172414,0.0588235294117647,1.16618147562256,0.580138036611915,0.0304290648000114,0.0700111463640056,0.67597605232751,3.68000000000001e-05,5281842,290626.13772348,0,0,0,0.01721420632104,0,-167.261706628798,165624310,"sigma_P",1.19367081989689
0.275999655172414,0.0588235294117647,1.17061380797508,0.585584124679917,0.0306330944331878,0.0700870882188141,0.673643060717408,3.68e-05,5281842,290624.662959567,0,0,0,0.01721420632104,0,-167.292585803628,148756179,"sigma_P",1.19494134174702
0.275999655172414,0.0588235294117647,1.17280964727264,0.578357497110068,0.0305087503908604,0.0700743303634491,0.672212423267659,3.68e-05,5281842,290626.750446816,0,0,0,0.01721420632104,0,-167.280695423738,350923289,"sigma_P",1.19471008934478
0.275999655172414,0.0588235294117647,1.12638578866647,0.579521967615282,0.0263184969608324,0.0680869005128245,0.622360106557032,3.67999999999999e-05,5281842,140626.693780487,0,0,0,0.01721420632104,0,-167.484336281449,684398674,"sigma_P",1.16061156941304
0.275999655172414,0.0588235294117647,1.12194044403504,0.578793690643216,0.0255519754693024,0.0682972608806232,0.615181668450959,3.68e-05,5281842,140626.406164359,0,0,0,0.01721420632104,0,-167.521235154884,730780458,"sigma_P",1.16416062631802
0.275999655172414,0.0588235294117647,1.11913955267304,0.578859164846449,0.0252790460556552,0.0684517449170374,0.617217616708498,3.68e-05,5281842,140626.172802761,0,0,0,0.01721420632104,0,-167.507200176581,801667401,"sigma_P",1.16681155284278
0.275999655172414,0.0588235294117647,1.11814484789092,0.576007905244085,0.0256667836405034,0.0683036928497714,0.614680697672248,3.68e-05,5281842,140625.308594807,0,0,0,0.01721420632104,0,-167.508824325645,281547035,"sigma_P",1.16427380646983
0.275999655172414,0.0588235294117647,1.16393928477711,0.571827210111469,0.0291970874086682,0.0693056983435416,0.663244468960413,3.68e-05,5281842,253124.465737896,0,0,0,0.01721420632104,0,-166.887357514303,786037865,"sigma_P",1.18156907342127
0.275999655172414,0.0588235294117647,1.1618974335011,0.57417317005355,0.0287791240779935,0.0694433264261108,0.659075773845386,3.68e-05,5281842,253124.371996841,0,0,0,0.01721420632104,0,-166.913527485788,909501439,"sigma_P",1.18389384209447
0.275999655172414,0.0588235294117647,1.17043902351569,0.573078182345094,0.0288018290083957,0.0694856664699437,0.661668758844603,3.68e-05,5281842,253126.201116227,0,0,0,0.01721420632104,0,-166.940168713747,689321440,"sigma_P",1.18461372921868
0.275999655172414,0.0588235294117647,1.16549611009404,0.572770780009049,0.029249436669711,0.0693336062564441,0.661974448780057,3.68e-05,5281842,253125.271786036,0,0,0,0.01721420632104,0,-166.916604322309,505751624,"sigma_P",1.18203371761579
0.275999655172414,0.0588235294117647,1.16715653142122,0.573098079343816,0.0290720362853184,0.0694520603908696,0.661862184355687,3.68e-05,5281842,253125.72074306,0,0,0,0.01721420632104,0,-166.934640891402,358821224,"sigma_P",1.18404897439745
0.275999655172414,0.0588235294117647,1.13291877084711,0.562827388832735,0.0262991095081609,0.0686330369329775,0.634379077961064,3.68e-05,5281842,178127.882148154,0,0,0,0.01721420632104,0,-166.912050093243,988762500,"sigma_P",1.16998398357903
0.275999655172414,0.0588235294117647,1.13255788155045,0.567481306286871,0.0292856289813843,0.0684797653638174,0.657186914399178,3.68e-05,5281842,178123.863457679,0,0,0,0.01721420632104,0,-167.077745567301,759648050,"sigma_P",1.16751363158599
0.275999655172414,0.0588235294117647,1.14389624376412,0.56544532513188,0.0263059364508753,0.0684297453518491,0.629048705961477,3.68e-05,5281842,178127.475919078,0,0,0,0.01721420632104,0,-166.90175235283,906869820,"sigma_P",1.16646482062764
0.275999655172414,0.0588235294117647,1.14357448958749,0.567909843551303,0.0264349069806663,0.0685985801018473,0.633710046975848,3.68e-05,5281842,178128.643036586,0,0,0,0.01721420632104,0,-166.893498635199,245448287,"sigma_P",1.16937229129278
0.275999655172414,0.0588235294117647,1.17881788348644,0.590203898588905,0.0321707643435886,0.0706764735216821,0.684503377342921,3.68e-05,5281842,328125.856252794,0,0,0,0.01721420632104,0,-167.714313769731,781969677,"sigma_P",1.20503981228459
0.275999655172414,0.0588235294117647,1.17651500327999,0.593893740733445,0.0324908049307516,0.0706867392605225,0.688092412052133,3.68e-05,5281842,328124.050919559,0,0,0,0.01721420632104,0,-167.726446211187,846349985,"sigma_P",1.20524261240218
0.275999655172414,0.0588235294117647,1.17341950565639,0.59022270916437,0.0327151033663385,0.0707736058178666,0.689929186686054,3.68000000000001e-05,5281842,328125.882917983,0,0,0,0.01721420632104,0,-167.7299506986,915362678,"sigma_P",1.2067423433115
0.275999655172414,0.0588235294117647,1.17355121429914,0.588656378811179,0.0323044092489088,0.0706603742574442,0.689352451029186,3.68e-05,5281842,328125.366510749,0,0,0,0.01721420632104,0,-167.719224961836,972239653,"sigma_P",1.20480773728675
0.275999655172414,0.0588235294117647,1.17657346919175,0.595072717824108,0.0324206317367711,0.0705366076376802,0.687648965149167,3.68e-05,5281842,328125.615504385,0,0,0,0.01721420632104,0,-167.714964848724,644288735,"sigma_P",1.20267988586082
0.275999655172414,0.0588235294117647,1.1301405165953,0.569745460796392,0.0257739458659097,0.0681489062167159,0.61856772595381,3.68e-05,5281842,145313.441172113,0,0,0,0.01721420632104,0,-167.371092905555,931603776,"sigma_P",1.16163825156002
0.275999655172414,0.0588235294117647,1.12719042877891,0.574581432512378,0.0256887281346058,0.0682221431548107,0.616770343379509,3.68e-05,5281842,145313.544974415,0,0,0,0.01721420632104,0,-167.373411101062,680677097,"sigma_P",1.16288076393572
0.275999655172414,0.0588235294117647,1.12795901858656,0.571750766059643,0.0255312232628075,0.0682180888283844,0.613637982439222,3.68e-05,5281842,145313.041027356,0,0,0,0.01721420632104,0,-167.380326135507,558629924,"sigma_P",1.16279084080052
0.275999655172414,0.0588235294117647,1.12138216767647,0.573031319300526,0.0257751181116422,0.0683685693527403,0.620408542364859,3.68e-05,5281842,145313.484729664,0,0,0,0.01721420632104,0,-167.397199407304,786474974,"sigma_P",1.165409710314
0.275999655172414,0.0588235294117647,1.126074025566,0.578935809106243,0.0256121836968639,0.0685652471133655,0.618351714003271,3.68e-05,5281842,145314.290763311,0,0,0,0.01721420632104,0,-167.41520223659,463310012,"sigma_P",1.16874101977224
0.275999655172414,0.0588235294117647,1.15520469322712,0.571396344920461,0.0275566632873484,0.0691441059678556,0.64704070472418,3.68e-05,5281842,220311.792781208,0,0,0,0.01721420632104,0,-166.808034695961,566108981,"sigma_P",1.17873173485921
0.275999655172414,0.0588235294117647,1.15399215568082,0.564555662670671,0.0279081238227429,0.0690672666205665,0.649989095754575,3.68e-05,5281842,220311.916457127,0,0,0,0.01721420632104,0,-166.788216199611,1034391955,"sigma_P",1.17744254937729
0.275999655172414,0.0588235294117647,1.15358432642253,0.558941394271455,0.0276833179997541,0.0691789064911652,0.648978724973313,3.68000000000001e-05,5281842,220312.623146605,0,0,0,0.01721420632104,0,-166.79782921465,695842535,"sigma_P",1.17934030218125
0.275999655172414,0.0588235294117647,1.15645624951632,0.567642268978466,0.0276506889935283,0.069115547717724,0.644734681505106,3.68e-05,5281842,220312.502671186,0,0,0,0.01721420632104,0,-166.823793493896,223108266,"sigma_P",1.17822806561948
0.275999655172414,0.0588235294117647,1.15813010906281,0.564751240186023,0.0281124384814254,0.0690578577931564,0.651447374860924,3.68e-05,5281842,220311.847167049,0,0,0,0.01721420632104,0,-166.796842448202,278761832,"sigma_P",1.17728280327624
0.310475862068966,0.0588235294117647,1.14257528669741,0.563456133314153,0.027390524867572,0.0687614750156206,0.643550957811004,3.68e-05,5281842,196876.520366545,0,0,0,0.01721420632104,0,-166.892150877638,82573478,"sigma_P",1.1722121416527
0.310475862068966,0.0588235294117647,1.13853827905961,0.571315043603189,0.0273687646337297,0.0687065177335317,0.643982155333023,3.68e-05,5281842,196875.10765248,0,0,0,0.01721420632104,0,-166.910637187702,549075021,"sigma_P",1.17128573777259
0.310475862068966,0.0588235294117647,1.167497311098,0.569595973250186,0.0300348101253927,0.0697924130105716,0.670304534595592,3.68e-05,5281842,271875.736209673,0,0,0,0.01721420632104,0,-167.194295429411,162192378,"sigma_P",1.18990330001224
0.310475862068966,0.0588235294117647,1.16016153519052,0.573507268958887,0.0303316097268737,0.0697733796743058,0.670475131636948,3.68e-05,5281842,271874.978911347,0,0,0,0.01721420632104,0,-167.211134514031,336544112,"sigma_P",1.18959557199118
0.310475862068966,0.0588235294117647,1.16535341812638,0.57648779176561,0.0299011007572613,0.069887201135613,0.668618334180131,3.68e-05,5281842,271875.666582798,0,0,0,0.01721420632104,0,-167.215212722051,362463072,"sigma_P",1.19151345527516
0.310475862068966,0.0588235294117647,1.16413278768108,0.57551059012146,0.0302244445241253,0.0696158523123188,0.66852946168592,3.68e-05,5281842,271875.491988572,0,0,0,0.01721420632104,0,-167.181612991154,15526667,"sigma_P",1.18688925674493
0.310475862068966,0.0588235294117647,1.16325925773471,0.57565517932407,0.0296884206117494,0.0697532558025764,0.670080651225156,3.68e-05,5281842,271875.918715702,0,0,0,0.01721420632104,0,-167.190801386879,888980086,"sigma_P",1.1892434054856
0.310475862068966,0.0588235294117647,1.15491655576891,0.563625178425902,0.0284306095706536,0.0692113001205134,0.656102929695382,3.68000000000001e-05,5281842,234377.468054218,0,0,0,0.01721420632104,0,-166.916518255617,177557603,"sigma_P",1.17993412668283
0.310475862068966,0.0588235294117647,1.15603951160016,0.570004849667608,0.0286654343364286,0.0691508348449424,0.655566703100112,3.68e-05,5281842,234376.124065594,0,0,0,0.01721420632104,0,-166.933849751507,863115146,"sigma_P",1.17889767484976
0.310475862068966,0.0588235294117647,1.15280808717496,0.569042199067073,0.0285335143733356,0.0692282515955153,0.656850939553591,3.68e-05,5281842,234377.014533961,0,0,0,0.01721420632104,0,-166.933087703429,317312141,"sigma_P",1.18023207448624
0.310475862068966,0.0588235294117647,1.14431670994916,0.573106303734342,0.0295591937714233,0.0691781778957433,0.664372502486278,3.68e-05,5281842,234376.523040725,0,0,0,0.01721420632104,0,-166.974772293759,614077782,"sigma_P",1.17944250405959
0.310475862068966,0.0588235294117647,1.17380234505706,0.584983919153597,0.0318212651636745,0.0702245415570316,0.685993547386691,3.68e-05,5281842,309376.242949016,0,0,0,0.01721420632104,0,-167.572030705846,733459181,"sigma_P",1.19735494735944
0.310475862068966,0.0588235294117647,1.17188296291529,0.587117657317135,0.0321237681402545,0.0703195344145958,0.685212413435157,3.68e-05,5281842,309374.929013893,0,0,0,0.01721420632104,0,-167.606471863518,603739318,"sigma_P",1.19897403533289
0.310475862068966,0.0588235294117647,1.12504545761218,0.560995782367295,0.0260514261386099,0.0686899754215339,0.625102655823004,3.67999999999999e-05,5281842,159375.792348221,0,0,0,0.01721420632104,0,-167.192176805896,554507225,"sigma_P",1.17091119273282
0.310475862068966,0.0588235294117647,1.1300957538927,0.565213358929618,0.0258056177520297,0.0684975095404682,0.624045019722024,3.68e-05,5281842,159375.623801976,0,0,0,0.01721420632104,0,-167.175858823431,249191930,"sigma_P",1.16761458013971
0.310475862068966,0.0588235294117647,1.12901086489581,0.56297587445409,0.0259367581991168,0.0685882215608483,0.621526665969694,3.68e-05,5281842,159374.260321323,0,0,0,0.01721420632104,0,-167.224095298108,859174537,"sigma_P",1.169147141235
0.310475862068966,0.0588235294117647,1.12628877096121,0.561705443925023,0.0259461430047514,0.0685786275543389,0.624171787124306,3.68e-05,5281842,159375.227974886,0,0,0,0.01721420632104,0,-167.181428583783,775319468,"sigma_P",1.16900505246906
0.310475862068966,0.0588235294117647,1.13102695402124,0.561984044783288,0.026237267821126,0.068414615841026,0.623189149816832,3.68e-05,5281842,159376.077552981,0,0,0,0.01721420632104,0,-167.190249224857,87742471,"sigma_P",1.16619454639008
0.310475862068966,0.0588235294117647,1.14886395118844,0.562418350866331,0.0277199009619701,0.0692064151239403,0.646887810052317,3.68e-05,5281842,215626.275381702,0,0,0,0.01721420632104,0,-166.91631035299,92851351,"sigma_P",1.17980569492711
0.310475862068966,0.0588235294117647,1.14084371405459,0.573765017793656,0.0305323618856032,0.0689873927372143,0.681051992860001,3.68e-05,5281842,215623.404366993,0,0,0,0.01721420632104,0,-167.098573015431,1025581436,"sigma_P",1.17630077149004
0.310475862068966,0.0588235294117647,1.14851941053778,0.564414365472568,0.0284757399503185,0.0689568247556874,0.65367030300861,3.68e-05,5281842,215624.594132119,0,0,0,0.01721420632104,0,-166.872809377008,489933427,"sigma_P",1.17559358381531
0.310475862068966,0.0588235294117647,1.14810655379648,0.565080302499791,0.0290285970470719,0.0689252191680177,0.660553500923461,3.68e-05,5281842,215624.002153604,0,0,0,0.01721420632104,0,-166.913626498094,844756151,"sigma_P",1.17509833563597
