"sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","LL","seed","Profile_Type","R_naught"
0.01581203125,0.0588235294117647,1.16752429158645,0.577882925948236,0.0280094855521592,0.0687549713245419,0.651651895167917,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-165.872796490114,699285680,"I_0",1.1721012901119
0.89064578125,0.0588235294117647,1.07993564549665,0.478789493604401,0.0281144380276762,0.0712305655182699,0.659921548738067,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.750717408294,840215810,"I_0",1.21453012224559
0.89064578125,0.0588235294117647,1.07704270820767,0.482833533163841,0.0292537773881508,0.0712357767242409,0.663681334021691,3.68000000000001e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.783487623313,989555010,"I_0",1.21464905957023
0.89064578125,0.0588235294117647,1.08457134967898,0.488082386522264,0.0289396470654194,0.0707143909669041,0.663036289377861,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.748328311839,948740216,"I_0",1.20574112094141
0.89064578125,0.0588235294117647,1.08670875473503,0.475077580615494,0.0285481097752739,0.0712461008553,0.66094951400851,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.729367771075,172087225,"I_0",1.21478955226257
0.89064578125,0.0588235294117647,1.0918271977306,0.482135253508939,0.0292941981540644,0.070839993204875,0.662120370703856,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.728631409275,551198887,"I_0",1.20786349072377
0.14078828125,0.0588235294117647,1.16343534622036,0.580035917618383,0.0281398235331336,0.0688638952983617,0.651620368808166,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.31626918448,996727105,"I_0",1.17396640734501
0.14078828125,0.0588235294117647,1.16356398122768,0.568843303353833,0.0280956678584721,0.0688526178901807,0.650212479409905,3.67999999999999e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.295647228773,667874496,"I_0",1.17376522358863
0.14078828125,0.0588235294117647,1.16635906579401,0.575864919120779,0.0279127500198596,0.0687951812377083,0.650475564149968,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.290663518678,581300164,"I_0",1.1727819506797
0.14078828125,0.0588235294117647,1.16666463537259,0.572575453836058,0.0280886283788207,0.0687999260855576,0.650917473168217,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.305544717883,886672455,"I_0",1.17286492265847
0.14078828125,0.0588235294117647,1.16729315037591,0.577106071131036,0.0284555500369138,0.068623818770306,0.653810974169273,3.68000000000001e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.272756456888,234873752,"I_0",1.1698791628943
0.07830015625,0.0588235294117647,1.17286124725488,0.582642555424049,0.0279872331115829,0.0685639914181153,0.64698800431949,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.022312464441,88612423,"I_0",1.16880605237856
0.07830015625,0.0588235294117647,1.16874681907939,0.578528061840735,0.0279055555902271,0.0687344120934199,0.65035292540768,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.034887047033,523180841,"I_0",1.17174031705703
0.07830015625,0.0588235294117647,1.16627160307049,0.579193428859868,0.0280745215751853,0.0687115619060232,0.649421268633863,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.028819060816,254055200,"I_0",1.17135016707049
0.07830015625,0.0588235294117647,1.16985728000033,0.575258859459934,0.0280555252849528,0.0687408605683214,0.647513814805778,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.045465228681,257164376,"I_0",1.17183055744006
0.57820515625,0.0588235294117647,1.12689385337149,0.53806660452161,0.0287285039459778,0.0698208218996284,0.660156846015663,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.473108672876,854146876,"I_0",1.19040732089357
0.57820515625,0.0588235294117647,1.13368364145718,0.540211198041763,0.0283257782850343,0.0700699355150054,0.65938397122201,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.465750221255,320034759,"I_0",1.19463622928434
0.57820515625,0.0588235294117647,1.12518119501641,0.535499161224131,0.0290104275384878,0.0696835119124585,0.653272565571401,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.516653446422,677180022,"I_0",1.18802589845235
0.57820515625,0.0588235294117647,1.1313010947858,0.540870107695256,0.0297963189883556,0.0694730903348355,0.664587434190981,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.504748271224,379383083,"I_0",1.18449802300933
0.32825265625,0.0588235294117647,1.15209684376498,0.563234244369387,0.0282990697014881,0.0692758441724076,0.653217119198559,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.964012584875,641549382,"I_0",1.18102226450908
0.32825265625,0.0588235294117647,1.15120815280701,0.56426878387986,0.0289523756068455,0.0687732527228559,0.655407660174102,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.960478172027,396510636,"I_0",1.17246936710872
0.32825265625,0.0588235294117647,1.1522599244746,0.559543753171465,0.0277212053815653,0.0692811209666349,0.652240289572745,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.940220931101,355833461,"I_0",1.18110580854669
0.32825265625,0.0588235294117647,1.15576956091716,0.564836017671367,0.0281407834896571,0.068973803603265,0.651016715139106,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.937701058365,759113846,"I_0",1.17585199118023
0.32825265625,0.0588235294117647,1.15052687771169,0.566044150066865,0.02804376422368,0.0693024086357957,0.652576683862864,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.948755936919,30163114,"I_0",1.18147431849566
0.70318140625,0.0588235294117647,1.11740820440005,0.529692927339228,0.0299355293968666,0.0697340360662027,0.664285026723478,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.640897463958,48323395,"I_0",1.1889723366715
0.70318140625,0.0588235294117647,1.11262743018307,0.514770200008468,0.0288930880647433,0.07015020094349,0.662569461681066,3.68000000000001e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.600627809695,618806695,"I_0",1.19606618021302
0.70318140625,0.0588235294117647,1.10786453132331,0.525396793696518,0.0282776021837966,0.0706465328787532,0.654820580041827,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.68476712092,429815301,"I_0",1.204487541072
0.70318140625,0.0588235294117647,1.11083671262169,0.529045063866722,0.0287079325662719,0.0702541867368044,0.659240290455934,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.622325325833,403755881,"I_0",1.19782112344087
0.70318140625,0.0588235294117647,1.11237887848028,0.518387757842961,0.0287808100959431,0.0706141489986844,0.660237428297544,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.641460672103,695955445,"I_0",1.20396191883554
0.20327640625,0.0588235294117647,1.16290753013821,0.575798116691662,0.0285529154122111,0.0687979968672949,0.653897818469984,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.547868903884,77914703,"I_0",1.1728580899984
0.20327640625,0.0588235294117647,1.15080981033128,0.589375386634727,0.0313182598137824,0.0688304895286088,0.687091082602341,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.82544205791,297853578,"I_0",1.17364218978867
0.45322890625,0.0588235294117647,1.14230205414157,0.554577135678555,0.0302572739647811,0.0694118497605602,0.671024501427151,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.321367124724,285932427,"I_0",1.18347225870813
0.45322890625,0.0588235294117647,1.14397544271307,0.555928211089765,0.0292918646002422,0.0693742268074253,0.662274550203071,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.271339738404,510622759,"I_0",1.18277256142283
0.45322890625,0.0588235294117647,1.14262523049458,0.56024768321848,0.0285629231003317,0.0697476796972351,0.657473479160642,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.285734644973,1065367630,"I_0",1.18911210902376
0.45322890625,0.0588235294117647,1.14394581623214,0.549953825216413,0.0289241305763308,0.0693807463851671,0.656460124071346,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.269753777197,651454206,"I_0",1.18284735297303
0.945322890625,0.0588235294117647,1.07916397342038,0.462176264258029,0.0291398601002197,0.071171375144851,0.664180243225801,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.722786079332,485488798,"I_0",1.2135504374852
0.945322890625,0.0588235294117647,1.08307197610784,0.476449904200916,0.029166716148247,0.0710724595903333,0.661211463638676,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.737135587063,701690393,"I_0",1.21183718357504
0.945322890625,0.0588235294117647,1.06926880278262,0.4692023477234,0.0284749702005015,0.0717549727295171,0.664651236403666,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.734142660487,483444578,"I_0",1.2235223063046
0.945322890625,0.0588235294117647,1.07261976635693,0.459775020990411,0.02903813376872,0.0708613573002654,0.656354554064347,3.67999999999999e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.767741601635,641956158,"I_0",1.20822424296362
0.945322890625,0.0588235294117647,1.07089236267239,0.461384404435702,0.0284682675955,0.0717915416417142,0.664578895776451,3.67999999999999e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.720624963039,544215590,"I_0",1.22414248971544
0.195465390625,0.0588235294117647,1.16203998780368,0.571808501923532,0.0281752872593107,0.0689247653752231,0.648583590715846,3.67999999999999e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.539079390929,1033574383,"I_0",1.17498823362989
0.195465390625,0.0588235294117647,1.15969578703628,0.575822236366053,0.0282943947132525,0.0688677041535824,0.651813497135725,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.525670527081,552458023,"I_0",1.17404018035341
0.195465390625,0.0588235294117647,1.16200623181632,0.576222585178711,0.0280553528879712,0.068860071155791,0.649183333073986,3.68000000000001e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.509657643232,305486180,"I_0",1.17388912918235
0.195465390625,0.0588235294117647,1.16069335851649,0.572807792841918,0.0283389657329393,0.0688759813729153,0.652151499398674,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.520157962211,265183894,"I_0",1.17418133684052
0.195465390625,0.0588235294117647,1.1626024252321,0.572049972538268,0.0281836206598885,0.0690534796851054,0.653091992174142,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.552556544457,886170406,"I_0",1.17720917544615
0.820346640625,0.0588235294117647,1.0933854432486,0.496798643414583,0.0277897348773488,0.0717126675374303,0.662886523190242,3.67999999999999e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.733134122143,753630438,"I_0",1.2227452685706
0.820346640625,0.0588235294117647,1.08873152275253,0.50432411492029,0.027972178088155,0.0710538803177617,0.657349446723072,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.737191282187,878317733,"I_0",1.21148470281134
0.820346640625,0.0588235294117647,1.0983690874543,0.485772121032686,0.0292059057835331,0.07080183927706,0.660496512676498,3.68000000000001e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.77035692039,1019361999,"I_0",1.20719021822254
0.820346640625,0.0588235294117647,1.08098229101725,0.500179764392744,0.0286575814022325,0.0708888699602876,0.666205797257562,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.753074795535,992229764,"I_0",1.20874348244568
0.820346640625,0.0588235294117647,1.09569855357975,0.49918562494986,0.0290204498036252,0.0707496300801258,0.66289936695976,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-167.701544872517,750748039,"I_0",1.20632068537398
0.320441640625,0.0588235294117647,1.15335942530299,0.567161445998817,0.0285718675603952,0.0690934213200807,0.655917235224397,3.68000000000001e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.928627563199,459923505,"I_0",1.17792651267815
0.320441640625,0.0588235294117647,1.15467737027474,0.561457337412667,0.0283343602756514,0.0689958438404562,0.655633870557089,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.900575559361,185205505,"I_0",1.17625854666628
0.320441640625,0.0588235294117647,1.15365500466261,0.563177536856034,0.0282789212874437,0.0692818951587983,0.654137609369484,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.953355670662,796653648,"I_0",1.18112799321433
0.070489140625,0.0588235294117647,1.16341069394399,0.578838785391645,0.0276433080288088,0.0688224866693838,0.645700547993316,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.022343392095,278568318,"I_0",1.17322411117539
0.070489140625,0.0588235294117647,1.16625013517712,0.572854001740271,0.027844833480585,0.0689113395586917,0.647326194780223,3.68000000000001e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.058341495434,70119282,"I_0",1.17474300130642
0.070489140625,0.0588235294117647,1.16159153181986,0.577066308446151,0.028030623068203,0.0689150638260067,0.649679825380327,3.67999999999999e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.050417213461,417718066,"I_0",1.17483052260593
0.070489140625,0.0588235294117647,1.16346179227183,0.573857479941985,0.0278832576455764,0.0688470806047809,0.649118243540456,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.023314986148,161724999,"I_0",1.17366430040214
0.070489140625,0.0588235294117647,1.16838708879596,0.579898619310528,0.0279328412289253,0.0686821604809987,0.647707431090954,3.68e-05,5281842,227586.827586207,0,0,0,0.01721420632104,0,-166.000883360568,271530268,"I_0",1.17083410317067
0.60944921875,0.0588235294117647,1.1354939698564,0.540277873055144,0.0295243588891463,0.0701738289321964,0.660193256498049,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.699950089014,407314267,"I_0",1.1964090622517
0.60944921875,0.0588235294117647,1.12605268048752,0.542833395716053,0.029386654189478,0.0701920291288056,0.667727309456466,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.687701945146,411698194,"I_0",1.19678624374954
0.10954421875,0.0588235294117647,1.16378727249678,0.573876051049028,0.0287400099293201,0.069251579781006,0.658911629441801,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.274905684417,468504417,"I_0",1.18061992110854
0.10954421875,0.0588235294117647,1.16959101518354,0.575940425637725,0.0289943161439195,0.0690173922356694,0.661573293571937,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.224181283573,924261083,"I_0",1.17663164846283
0.10954421875,0.0588235294117647,1.17016173405224,0.579952899742315,0.0287525007136988,0.069107419965561,0.657552247744891,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.249126781064,156555719,"I_0",1.17814050304039
0.10954421875,0.0588235294117647,1.16923276176823,0.57593438108675,0.0287973729886985,0.0691113374738087,0.658014263185091,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.235599177527,737106257,"I_0",1.1782120899924
0.10954421875,0.0588235294117647,1.17260163844545,0.573045526284688,0.0287416418643714,0.0691365335133509,0.656813884972795,3.68000000000001e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.265342978756,940789616,"I_0",1.17862713370064
0.35949671875,0.0588235294117647,1.15922432865379,0.573193478656461,0.0290155763973596,0.0694750205007395,0.65876125978783,3.68000000000001e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.16869413459,960504395,"I_0",1.18443778415334
0.35949671875,0.0588235294117647,1.15394221790162,0.565778376147488,0.0292297754414061,0.0695537034697934,0.663572553201093,3.67999999999999e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.158447325613,55663852,"I_0",1.18582019136963
0.35949671875,0.0588235294117647,1.15541846193081,0.564934449043329,0.0289664538739429,0.0694487286930856,0.659532285324737,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.138763963482,780752682,"I_0",1.18400222880701
0.35949671875,0.0588235294117647,1.15779121239305,0.568991721318197,0.0290748268220642,0.0693078391503558,0.659147786074347,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.120587299284,639725000,"I_0",1.18159297681991
0.35949671875,0.0588235294117647,1.15656505634591,0.560833297469123,0.0290223896386135,0.0692649639717516,0.658280325478757,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.129309230706,997496378,"I_0",1.1808591592828
0.23452046875,0.0588235294117647,1.16277046293378,0.573704107364497,0.0290899693511385,0.0690722331905628,0.660198578428304,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.739084650041,716748833,"I_0",1.1775724384296
0.23452046875,0.0588235294117647,1.16967373789589,0.57876963120538,0.0287733123322477,0.0692514225547534,0.658825301007045,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.751925569736,1037702514,"I_0",1.18060434002351
0.23452046875,0.0588235294117647,1.16724319205186,0.571118350824366,0.0291167427764964,0.069224632982658,0.659198939114588,3.67999999999999e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.745594461782,714923108,"I_0",1.18015505829254
0.23452046875,0.0588235294117647,1.17193330456781,0.569485741498686,0.0288751877064981,0.0690531453364095,0.658512435865911,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.726429059206,214815773,"I_0",1.17721739877857
0.23452046875,0.0588235294117647,1.16217313354413,0.574102110024224,0.0288861568209995,0.0692283227611995,0.659369179157127,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.745986497503,321350739,"I_0",1.18022962859683
0.48447296875,0.0588235294117647,1.14176042426669,0.558975601629649,0.03126974805356,0.0691918955864648,0.673944661019797,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.523717881202,397767018,"I_0",1.17974140301912
0.48447296875,0.0588235294117647,1.14242742462573,0.553972534735597,0.0291539442514847,0.0696312401001909,0.659834210226988,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.444412489535,614186719,"I_0",1.18714220649611
0.48447296875,0.0588235294117647,1.14494414683006,0.554196441836251,0.029731801963363,0.0696085402599295,0.66627577042746,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.440387319832,546086686,"I_0",1.18679057667653
0.48447296875,0.0588235294117647,1.1453667071252,0.552896986516837,0.0298469466342537,0.0696009440947873,0.670195771662775,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.437439569681,481940089,"I_0",1.18668481737328
0.29700859375,0.0588235294117647,1.16051208779256,0.574112382370269,0.0290143198501471,0.0693664124443166,0.662132712397615,3.68000000000001e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.959878448143,239821967,"I_0",1.18260445850922
0.29700859375,0.0588235294117647,1.16366694134613,0.571155693294089,0.0289405801138195,0.0694061900869154,0.660802869368601,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.957860686838,378495959,"I_0",1.18326774682769
0.29700859375,0.0588235294117647,1.15810805058101,0.570764782196013,0.0290283944400724,0.0693616691960767,0.661374897372658,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.96360098504,50128510,"I_0",1.1825238905869
0.29700859375,0.0588235294117647,1.15892035584728,0.574556027509524,0.0288938147307129,0.0693443041647557,0.65902516768551,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.971853130523,997523765,"I_0",1.18221154994484
0.29700859375,0.0588235294117647,1.15851048738898,0.567988535690241,0.0290836637438727,0.0694053517293039,0.659025603407608,3.67999999999999e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.967743842478,521146686,"I_0",1.18325316760086
0.04705609375,0.0588235294117647,1.14967775177885,0.617820201012042,0.0390473545654974,0.0687591054031469,0.740682884633897,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.539978395021,767260739,"I_0",1.17275914627423
0.54696109375,0.0588235294117647,1.13062222796906,0.544547607627925,0.0292688555419967,0.0699053206749576,0.663516654678661,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.571003180387,561557121,"I_0",1.19186198651304
0.54696109375,0.0588235294117647,1.132591029632,0.546229394291186,0.0291991896686048,0.0700836128949394,0.662466434257122,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.600945305515,817368329,"I_0",1.19489120076452
0.54696109375,0.0588235294117647,1.13765208583669,0.549038451696355,0.0293392434558561,0.0701395573941444,0.663440021458207,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.606465538513,209752742,"I_0",1.1958410517739
0.54696109375,0.0588235294117647,1.13957246610256,0.549709201146803,0.0291683609317521,0.0698230631463124,0.661115737309689,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.560239130025,781239074,"I_0",1.1904264436015
0.54696109375,0.0588235294117647,1.13353740785334,0.543406737004969,0.029029998019822,0.0701848826852132,0.666363622728448,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.576992725904,687148598,"I_0",1.19664072719726
0.67193734375,0.0588235294117647,1.1245700628419,0.532640780058826,0.0294129644750585,0.0702955098361819,0.664150026853058,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.754839291729,950333161,"I_0",1.19853063837938
0.67193734375,0.0588235294117647,1.12293082509874,0.536835422714889,0.0290121042545457,0.0705109192767634,0.6638513396979,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.763461696749,858065031,"I_0",1.20220466190777
0.67193734375,0.0588235294117647,1.12501238324681,0.53195404681298,0.0291629901203172,0.0705597352745174,0.666769462266044,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.732647603008,767051723,"I_0",1.20305161475028
0.67193734375,0.0588235294117647,1.120959188361,0.533922113103902,0.0297248077438773,0.0700775032611431,0.665768512036196,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.753340708298,254405989,"I_0",1.19483107395562
0.67193734375,0.0588235294117647,1.11764851472955,0.531539798797879,0.029495163359116,0.0705293466997847,0.666048323962651,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.782462564517,731140696,"I_0",1.20254336288077
0.17203234375,0.0588235294117647,1.17017508058316,0.573096404859712,0.0289258765125272,0.0690600141983531,0.656055968673217,3.68000000000001e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.497627600946,239166147,"I_0",1.17732309639565
0.17203234375,0.0588235294117647,1.16964654120535,0.574108145699146,0.0291757683266755,0.0691016541761868,0.658639600909884,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.507363125107,244026187,"I_0",1.17804998921472
0.17203234375,0.0588235294117647,1.16822058731785,0.571419409552479,0.0291034778344623,0.0691401690437831,0.660311459559081,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.521085253951,473892599,"I_0",1.17871990591831
0.17203234375,0.0588235294117647,1.1706901665083,0.57450063390228,0.0289705788049145,0.069119707824162,0.663281040264274,3.67999999999999e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.506960198124,819217996,"I_0",1.17838414375449
0.17203234375,0.0588235294117647,1.17397525837179,0.577464312871699,0.0291825430984685,0.069046138531726,0.658466652719954,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.513828605367,358319504,"I_0",1.17709333927189
0.26576453125,0.0588235294117647,1.16207244515203,0.572855122318148,0.0293455761590306,0.0693441985021231,0.663626777262014,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.865598469884,343007612,"I_0",1.18223174627013
0.26576453125,0.0588235294117647,1.15126658489543,0.602799697532989,0.0343692736200409,0.0688893302083198,0.709155927988439,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.402156963795,872283939,"I_0",1.17478127109332
0.26576453125,0.0588235294117647,1.16085225241663,0.570168563553536,0.0292651962226954,0.0692756469424107,0.661376671948721,3.68000000000001e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.867861462777,125108007,"I_0",1.1810516291634
0.26576453125,0.0588235294117647,1.16230014302074,0.569460733066136,0.0296660230369243,0.0694357912491353,0.667740597381818,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.891859314968,862228581,"I_0",1.18381836354654
0.51571703125,0.0588235294117647,1.14008434247355,0.551336057631837,0.0293467653581203,0.0700974478486848,0.663095153837218,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.521409532332,194427331,"I_0",1.19511599539277
0.51571703125,0.0588235294117647,1.15005875835408,0.575229141550824,0.0324040917139364,0.0687693162151095,0.678001492193512,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.642531372967,491278923,"I_0",1.17254442736699
0.01581203125,0.0588235294117647,1.16936351851284,0.572396659331626,0.0288248742405875,0.0691226145701511,0.661241726879059,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-165.955685994075,785897063,"I_0",1.17842395276426
0.01581203125,0.0588235294117647,1.16764060198399,0.579314673623338,0.0290450745714329,0.0690669827341344,0.659733226203048,3.68000000000001e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-165.941094303438,531719654,"I_0",1.17746986405116
0.01581203125,0.0588235294117647,1.1698495393575,0.573257134505821,0.0287327164800865,0.0691123947899975,0.660245073957624,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-165.947370774425,789873397,"I_0",1.17824255601748
0.01581203125,0.0588235294117647,1.1653507830149,0.573439576613954,0.0287730841459321,0.0691809681473556,0.660731150027653,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-165.961528688259,751276830,"I_0",1.1794240902307
0.39074078125,0.0588235294117647,1.15079465051299,0.562955311529436,0.0287663151036629,0.0697301345813207,0.660980145741225,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.244133905814,687967574,"I_0",1.18881841596663
0.39074078125,0.0588235294117647,1.15008950907778,0.575787092874295,0.031390158587376,0.0693061150421045,0.679790823084089,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.3291453675,86576598,"I_0",1.1817081609397
0.14078828125,0.0588235294117647,1.17072580772326,0.575292881164295,0.0290331014582962,0.0691055202336321,0.659161350339714,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.386130179948,1005279985,"I_0",1.17811683264193
0.14078828125,0.0588235294117647,1.16764710140092,0.582277984549834,0.0286085958020473,0.0691025021438675,0.656445272515852,3.67999999999999e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.385086483963,180020782,"I_0",1.17805512294036
0.14078828125,0.0588235294117647,1.16741023828914,0.581330395562522,0.0289599676826465,0.0691150021793796,0.661251761722631,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.373600053743,349708228,"I_0",1.17829835979345
0.14078828125,0.0588235294117647,1.1701460691116,0.577790724059144,0.029014738328761,0.0692454510600307,0.661253106895496,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.416163825776,146439912,"I_0",1.1805165183484
0.14078828125,0.0588235294117647,1.17133188134406,0.579019213529658,0.0285723881914215,0.0691543411558581,0.654276098653728,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-166.392994221793,71029925,"I_0",1.17891777022575
0.64069328125,0.0588235294117647,1.12239330836661,0.542918731141546,0.0291453166247053,0.0703595705717354,0.661744982363014,3.68e-05,5281842,248276.448275862,0,0,0,0.01721420632104,0,-167.722097814761,730560255,"I_0",1.1996117188122
