"I_0","gamma","mu_EI","b_3","sigma_P","sigma_M","rho","b_1","b_2","mu_H","N_0","E_0","R_0","C_0","r","g","epsilon","LL","seed"
10345.7931034483,0.142857142857143,0.1,-11.1795086807414,0.92188984375,0.0313186050853324,0.0272455312549256,2.92121621920547,1.74787256132156,3.67999999999999e-05,5301405,14063.3363159424,0,0,0,0,0,-898.144379877871,944892429
10345.7931034483,0.142857142857143,0.1,-11.4390999659704,0.92188984375,10.4375872588485,0.64671100888095,2.99959225091228,2.60985517479285,3.68000000000001e-05,5301405,14066.4354276048,0,0,0,0,0,-291.99339567616,567488414
10345.7931034483,0.142857142857143,0.1,-10.1600250624131,0.92188984375,10.2321919319256,0.589597355849742,2.09794887828453,2.12754932947958,3.68000000000001e-05,5301405,14064.1104569258,0,0,0,0,0,-290.274850995492,626783386
10345.7931034483,0.142857142857143,0.1,-12.6266181904832,0.92188984375,10.8637553120149,0.325247462462024,2.59077807453819,1.95943082688691,3.68e-05,5301405,14064.6463578625,0,0,0,0,0,-297.763035613779,515834144
10345.7931034483,0.142857142857143,0.1,-12.008465384154,0.92188984375,0.0239612595282479,0.121214481844875,3.07656853953249,0.303824775234003,3.68e-05,5301405,14064.6476009267,0,0,0,0,0,-936.940611645121,137643754
10345.7931034483,0.142857142857143,0.1,-2.85093284059746,0.17203234375,0.603752464486174,0.0315320686410483,-0.456300258545014,-2.62288517389252,3.68e-05,5301405,239062.001660272,0,0,0,0,0,-167.64633027177,336477111
10345.7931034483,0.142857142857143,0.1,-2.84831264587778,0.17203234375,0.599867449729488,0.0316373228108189,-0.46069026773178,-2.62302727447406,3.68000000000001e-05,5301405,239063.290169788,0,0,0,0,0,-167.652199739117,742470560
10345.7931034483,0.142857142857143,0.1,-2.85417122523752,0.17203234375,0.607688888177133,0.0329118835630602,-0.438927105379895,-2.65982313258764,3.68e-05,5301405,239060.183076773,0,0,0,0,0,-167.669665529145,708780755
10345.7931034483,0.142857142857143,0.1,-2.85051548827375,0.17203234375,0.602027454074744,0.0317942128761891,-0.454701276493817,-2.63264664807695,3.68e-05,5301405,239062.60897861,0,0,0,0,0,-167.640995951072,707859837
10345.7931034483,0.142857142857143,0.1,-2.84902848719303,0.17203234375,0.600426999606261,0.0313763836149433,-0.455944122017882,-2.62723207238363,3.68e-05,5301405,239062.717529582,0,0,0,0,0,-167.638536015274,365990396
10345.7931034483,0.142857142857143,0.1,2.34055522351619,0.67193734375,1.51552601236319,0.511752443780257,4.79041596013454,2.54538091117837,3.67999999999999e-05,5301405,89063.2056662317,0,0,0,0,0,-197.499276307287,851326741
10345.7931034483,0.142857142857143,0.1,2.33245419518034,0.67193734375,1.52147366917785,0.513111485999139,4.79238589297793,2.55543219919793,3.67999999999999e-05,5301405,89063.2761764073,0,0,0,0,0,-197.505477820812,310406652
10345.7931034483,0.142857142857143,0.1,2.33950504516589,0.67193734375,1.51776885408065,0.51535967922813,4.79343540699114,2.54702392620982,3.68e-05,5301405,89061.6884439597,0,0,0,0,0,-197.498421661934,119546330
10345.7931034483,0.142857142857143,0.1,2.35420858256414,0.67193734375,1.51662219545186,0.506274247916115,4.78236407870447,2.57067052670558,3.67999999999999e-05,5301405,89062.7750151163,0,0,0,0,0,-197.503251942221,413304972
10345.7931034483,0.142857142857143,0.1,2.3551493395712,0.67193734375,1.52430515797602,0.51245655968017,4.78901594835146,2.53773874839433,3.68e-05,5301405,89062.9174502409,0,0,0,0,0,-197.492630176438,787971121
10345.7931034483,0.142857142857143,0.1,-3.72668756393684,0.804724609375,1.04471763350872,0.0944396326566641,-0.285433429254718,-1.9002010475358,3.68e-05,5301405,203906.237004554,0,0,0,0,0,-185.781473436091,811879633
10345.7931034483,0.142857142857143,0.1,-2.8333386746764,0.804724609375,0.543058874930993,0.0312398372676725,-0.450976099492845,-2.5908003273558,3.68000000000001e-05,5301405,203906.48251059,0,0,0,0,0,-168.223912437051,14394172
10345.7931034483,0.142857142857143,0.1,-5.64481635406117,0.804724609375,2.58307667886954,0.38763019854043,0.84661686290951,0.415125169866817,3.68e-05,5301405,203906.252095682,0,0,0,0,0,-226.661410790679,451496159
10345.7931034483,0.142857142857143,0.1,-5.35909453645349,0.804724609375,2.27683439983976,0.23895511783411,0.499754749256905,-0.217576468644297,3.68e-05,5301405,203906.29737292,0,0,0,0,0,-219.601425225902,163481968
10345.7931034483,0.142857142857143,0.1,-4.57859660934802,0.804724609375,1.70067736739053,0.251791388481536,0.43340688014583,-1.03118069792377,3.68e-05,5301405,203906.278778681,0,0,0,0,0,-207.306828947841,932816566
10345.7931034483,0.142857142857143,0.1,5.42961863494003,0.304819609375,2.67937681255668,0.785991270377047,8.70582644860691,0.409674603986093,3.68e-05,5301405,53906.3233037416,0,0,0,0,0,-220.006273610424,234746376
10345.7931034483,0.142857142857143,0.1,5.84351510083221,0.304819609375,7.89930422841864,0.770684418641969,8.99801812746581,-3.43808195590465,3.68e-05,5301405,53910.6886057775,0,0,0,0,0,-285.247754841679,342009445
10345.7931034483,0.142857142857143,0.1,4.41273119362913,0.304819609375,6.01845514855422,0.774914115440617,9.33759891883735,-2.14479857721105,3.68e-05,5301405,53906.6462100547,0,0,0,0,0,-269.265712003705,151280606
10345.7931034483,0.142857142857143,0.1,6.05071203760119,0.304819609375,3.12056396020834,0.881908100642825,9.1534987075823,-0.5723888225899,3.68e-05,5301405,53906.7615191307,0,0,0,0,0,-230.650949854185,285146584
10345.7931034483,0.142857142857143,0.1,4.7799135089453,0.304819609375,6.3585998154075,0.802404252794951,8.84458159304484,-2.71382295871188,3.68000000000001e-05,5301405,53905.6881472866,0,0,0,0,0,-278.577906531116,780994084
10345.7931034483,0.142857142857143,0.1,0.791782081193083,0.554772109375,1.59116837068494,0.410279338905672,6.06465090491034,6.2883434325854,3.68e-05,5301405,278906.13383546,0,0,0,0,0,-198.621693162394,861999552
10345.7931034483,0.142857142857143,0.1,0.810075800313148,0.554772109375,1.59662392496648,0.408368125547123,6.0397130100726,6.28565384455055,3.68e-05,5301405,278906.669299666,0,0,0,0,0,-198.62625959052,1000889746
10345.7931034483,0.142857142857143,0.1,0.806650280110627,0.554772109375,1.58706042105161,0.402484422171313,6.03410915113803,6.33570045153147,3.68e-05,5301405,278906.896665392,0,0,0,0,0,-198.616650962288,1057291553
10345.7931034483,0.142857142857143,0.1,0.809763810750822,0.554772109375,1.58953596824503,0.407145781474561,6.03989908380208,6.2902683689859,3.68e-05,5301405,278906.558394714,0,0,0,0,0,-198.622592407306,510673533
10345.7931034483,0.142857142857143,0.1,0.805201852931197,0.554772109375,1.5932617013367,0.404831354834004,6.03356075099672,6.35884343898951,3.68e-05,5301405,278906.459120846,0,0,0,0,0,-198.619136243913,420732165
10345.7931034483,0.142857142857143,0.1,-12.6580292369232,0.054867109375,119.440649271397,0.0961341232294353,-1.44452376798696,-2.52592948969519,3.68e-05,5301405,128907.059977645,0,0,0,0,0,-415.657327558857,308664866
10345.7931034483,0.142857142857143,0.1,-13.3941199671629,0.054867109375,118.477022667155,0.194470411606657,-0.770112171604506,-1.74094399303268,3.68e-05,5301405,128908.296542079,0,0,0,0,0,-404.934629122227,697000071
10345.7931034483,0.142857142857143,0.1,-13.2077448978286,0.054867109375,107.26185675275,0.229409794037745,-1.36059291867893,-0.0474482604086172,3.68e-05,5301405,128906.605338416,0,0,0,0,0,-397.045032647026,164482048
10345.7931034483,0.142857142857143,0.1,-13.3375085866011,0.054867109375,120.523337006936,0.154252107206771,-1.76024112059743,-1.55625352398551,3.68e-05,5301405,128908.676044982,0,0,0,0,0,-411.911355753062,315368752
10345.7931034483,0.142857142857143,0.1,-13.329891434018,0.054867109375,125.040945479389,0.207657938993081,-1.43881595265738,-1.63561096222478,3.68e-05,5301405,128907.616574904,0,0,0,0,0,-408.40123382461,627474910
10345.7931034483,0.142857142857143,0.1,-3.15174141144997,0.929700859375,0.672208795026538,0.137488627253788,-0.242224296724903,-3.06882153711325,3.67999999999999e-05,5301405,241407.498855745,0,0,0,0,0,-175.27022154764,34887646
10345.7931034483,0.142857142857143,0.1,-3.06626060616525,0.929700859375,0.670005026705845,0.128129129718237,-0.313584344840067,-3.04529019799289,3.68e-05,5301405,241404.486233691,0,0,0,0,0,-174.811344086014,632210492
10345.7931034483,0.142857142857143,0.1,-2.85573853292504,0.929700859375,0.526192831824623,0.0336293396654602,-0.409970132289755,-2.61128301669324,3.68e-05,5301405,241406.062807523,0,0,0,0,0,-168.921940997147,495760304
10345.7931034483,0.142857142857143,0.1,-3.03573325278322,0.929700859375,0.656573999895029,0.0896873012493207,-0.307216891633504,-2.99030119291963,3.68000000000001e-05,5301405,241406.146340225,0,0,0,0,0,-172.951417630702,208902010
10345.7931034483,0.142857142857143,0.1,-3.09495508755149,0.929700859375,0.724551414020229,0.156647899219054,-0.255081665042889,-3.13193552720318,3.68e-05,5301405,241408.18488734,0,0,0,0,0,-175.988201581065,1033591103
10345.7931034483,0.142857142857143,0.1,-8.0773286112815,0.429795859375,9.8350452858801,0.74508291843715,1.75911748553558,1.23028305815346,3.68e-05,5301405,91407.4347777807,0,0,0,0,0,-286.711234781784,536820144
10345.7931034483,0.142857142857143,0.1,-7.63652679026147,0.429795859375,9.67932062971884,0.745020220036799,1.32863381199474,1.03371347535211,3.68e-05,5301405,91407.8310529968,0,0,0,0,0,-285.666610373315,67096441
10345.7931034483,0.142857142857143,0.1,-7.23736571409571,0.429795859375,9.61871969825696,0.724505354067559,0.989155067149188,0.823651071609759,3.68e-05,5301405,91408.1832670018,0,0,0,0,0,-284.88528925682,812702760
10345.7931034483,0.142857142857143,0.1,-7.99996360810151,0.429795859375,9.79106168354588,0.797546532217764,1.57341589201318,1.24870474165257,3.68000000000001e-05,5301405,91407.0203692109,0,0,0,0,0,-286.318531975064,679341781
10345.7931034483,0.142857142857143,0.1,-9.00452435158563,0.429795859375,9.97754685278072,0.833654705146548,2.01547376242445,1.45783927457067,3.68e-05,5301405,91405.901874412,0,0,0,0,0,-287.975969831684,42823999
10345.7931034483,0.142857142857143,0.1,-15.9505154589915,0.679748359375,0.00841645747856722,0.0302277408901747,2.64415051865929,-3.85448582397359,3.68e-05,5301405,166407.564464748,0,0,0,0,0,-983.950496787869,1040992252
10345.7931034483,0.142857142857143,0.1,-16.4509806634284,0.679748359375,0.0100013060458795,0.0303734912059587,2.32482857931177,-3.99809620398524,3.67999999999999e-05,5301405,166406.426035771,0,0,0,0,0,-983.99081243341,495447153
10345.7931034483,0.142857142857143,0.1,-16.5156960759663,0.679748359375,0.034741024907138,0.0292080196558076,4.28906661235138,-2.89541175066233,3.68e-05,5301405,166404.74102364,0,0,0,0,0,-943.74624853318,209436507
10345.7931034483,0.142857142857143,0.1,-16.5349803778579,0.679748359375,0.00971254604571016,0.0304609643676773,2.43478910983012,-4.19368390136746,3.68e-05,5301405,166407.119251875,0,0,0,0,0,-983.975175912107,918479918
10345.7931034483,0.142857142857143,0.1,-16.3831788591653,0.679748359375,0.00934026183287633,0.0303787467089027,2.53463964047736,-4.04313385638453,3.68e-05,5301405,166405.796949419,0,0,0,0,0,-983.96816920932,895932157
10345.7931034483,0.142857142857143,0.1,-2.65095848794272,0.179843359375,2.68270648127445,0.0206910746271488,-0.958298329162152,-0.433801944947125,3.68e-05,5301405,16407.906057215,0,0,0,0,0,-213.961065109921,460625927
10345.7931034483,0.142857142857143,0.1,-3.1958189412563,0.179843359375,2.62090161241398,0.012844700779594,-1.33470601644679,-1.0530862498119,3.68e-05,5301405,16407.141394342,0,0,0,0,0,-211.04725221123,486501677
10345.7931034483,0.142857142857143,0.1,-2.89415251914831,0.179843359375,0.934105355119612,0.0344655793151574,-0.784093111155952,-1.89613128219646,3.68e-05,5301405,16406.3386965132,0,0,0,0,0,-179.423848819735,429310805
10345.7931034483,0.142857142857143,0.1,-4.60292583787105,0.179843359375,27.0583143962804,0.00339635882326841,-1.6043683908942,0.391277911445873,3.68e-05,5301405,16406.5738573694,0,0,0,0,0,-328.373124205247,296627260
10345.7931034483,0.142857142857143,0.1,-2.85723203495725,0.179843359375,0.86407018416422,0.0396984988165993,-0.57523446568777,-2.18494652220557,3.68e-05,5301405,16407.4955575035,0,0,0,0,0,-178.367675872766,1056236177
20690.5862068966,0.142857142857143,0.1,-2.78964484650104,0.57820515625,0.585340937322563,0.0299935328560213,-0.578460647794104,-2.49735949699525,3.68e-05,5301405,60938.9203340209,0,0,0,0,0,-169.466346368827,67055527
20690.5862068966,0.142857142857143,0.1,-2.78881422437121,0.57820515625,0.581215845027784,0.0298309656224292,-0.57914329245949,-2.49389677312873,3.68e-05,5301405,60939.1569249249,0,0,0,0,0,-169.463126410973,601608040
20690.5862068966,0.142857142857143,0.1,-2.78551898576879,0.57820515625,0.581989405177818,0.029794096398415,-0.585412759162565,-2.48419138928375,3.68000000000001e-05,5301405,60938.0784649597,0,0,0,0,0,-169.469700252197,726744175
20690.5862068966,0.142857142857143,0.1,-2.79254578092316,0.57820515625,0.583076661129571,0.0303909844645219,-0.58403497190267,-2.49502162005001,3.67999999999999e-05,5301405,60939.1584691806,0,0,0,0,0,-169.472693720948,452406664
20690.5862068966,0.142857142857143,0.1,-2.7992370499883,0.57820515625,0.578318771745818,0.0307019861454883,-0.578903867924951,-2.50358194893248,3.68e-05,5301405,60939.2216257169,0,0,0,0,0,-169.439427916777,761621982
20690.5862068966,0.142857142857143,0.1,-14.3984341526833,0.07830015625,9.50280874953231,0.686207571825265,4.8221253038761,-5.17807794377363,3.68000000000001e-05,5301405,210938.82148922,0,0,0,0,0,-287.592773138281,477363128
20690.5862068966,0.142857142857143,0.1,-14.4375051903024,0.07830015625,10.3336483796481,0.676887737170488,5.55855922206547,-6.58506659206395,3.68e-05,5301405,210938.097897543,0,0,0,0,0,-290.347724758592,1050046721
20690.5862068966,0.142857142857143,0.1,-14.1637933348418,0.07830015625,8.09641833505933,0.539099683886226,4.88140517208365,-5.62143727710073,3.68e-05,5301405,210939.532878192,0,0,0,0,0,-284.207643682336,780187300
20690.5862068966,0.142857142857143,0.1,-14.8465613984005,0.07830015625,8.59671933624023,0.733489151187317,5.26961168959902,-6.2403994596519,3.68e-05,5301405,210937.574529266,0,0,0,0,0,-283.662824386485,432329544
20690.5862068966,0.142857142857143,0.1,-16.3245083650815,0.07830015625,9.79898686409115,0.669040099272485,5.67362832980908,-6.23527345941172,3.68e-05,5301405,210938.576506985,0,0,0,0,0,-290.265000690465,941023058
20690.5862068966,0.142857142857143,0.1,-8.70532163490332,0.82815765625,18.2325184114786,0.0587838687500876,4.58782739329881,5.47848623499774,3.68e-05,5301405,135938.341741913,0,0,0,0,0,-336.116715997486,657612318
20690.5862068966,0.142857142857143,0.1,-6.92193593664478,0.82815765625,4.58493853689339,0.484143646284945,1.19768181222134,0.726133255590434,3.68000000000001e-05,5301405,135937.929012999,0,0,0,0,0,-254.861388029933,393032328
20690.5862068966,0.142857142857143,0.1,-7.37101727527518,0.82815765625,8.25896262543883,0.516084564342634,1.50347051489827,0.971222657756454,3.67999999999999e-05,5301405,135939.721986565,0,0,0,0,0,-273.891813850913,1039858308
20690.5862068966,0.142857142857143,0.1,-7.32164463348006,0.82815765625,8.0611345311166,0.564968437668267,1.11093278835066,0.81104440241141,3.68e-05,5301405,135937.330691184,0,0,0,0,0,-269.825936052759,872345706
20690.5862068966,0.142857142857143,0.1,-8.30616842594562,0.82815765625,10.1747274936875,0.356274352573997,1.61266563144216,1.17672712045236,3.68e-05,5301405,135939.926570956,0,0,0,0,0,-288.661567968558,1028670350
20690.5862068966,0.142857142857143,0.1,-3.04346632239512,0.32825265625,0.839443133350461,0.157196805682212,-0.349015906198986,-3.03262653156183,3.68e-05,5301405,285937.540270001,0,0,0,0,0,-177.532841372156,862246401
20690.5862068966,0.142857142857143,0.1,-3.05903610944628,0.32825265625,0.753605871396465,0.102165773014936,-0.26218447105164,-3.02544728513941,3.68e-05,5301405,285938.501632651,0,0,0,0,0,-175.08160494947,30838276
20690.5862068966,0.142857142857143,0.1,-2.9047123972408,0.32825265625,0.648925347736882,0.0423940600862229,-0.352430957429115,-2.75350114097767,3.68e-05,5301405,285936.451835079,0,0,0,0,0,-169.961138738005,208223358
20690.5862068966,0.142857142857143,0.1,-2.93740497782038,0.32825265625,0.671215110154386,0.0528254732158688,-0.300062523369698,-2.87796220146302,3.67999999999999e-05,5301405,285939.338656402,0,0,0,0,0,-171.043182236272,116515894
20690.5862068966,0.142857142857143,0.1,-1.0735140584415,0.32825265625,3.32128325084642,0.427078279241019,-1.66720727649408,-3.9295998329495,3.68e-05,5301405,285937.017936687,0,0,0,0,0,-222.324083948533,370797564
20690.5862068966,0.142857142857143,0.1,-12.6633917740754,0.70318140625,104.698655815398,0.208038132425274,1.12907824396046,-6.95940793020851,3.68e-05,5301405,98438.8898921063,0,0,0,0,0,-418.260765646277,938044318
20690.5862068966,0.142857142857143,0.1,-11.3396541279504,0.70318140625,13.4548685761199,0.443661666684724,3.10818306569051,-6.28780808455269,3.68e-05,5301405,98440.6061550788,0,0,0,0,0,-316.397625760039,955441108
20690.5862068966,0.142857142857143,0.1,-12.5185351514724,0.70318140625,101.818349306339,0.348014599785132,1.62996968347239,-7.41361213488556,3.68e-05,5301405,98436.8591632,0,0,0,0,0,-404.599615045908,27492835
20690.5862068966,0.142857142857143,0.1,-10.8545602395366,0.70318140625,3.30041949371795,0.75002323603292,4.09920896193002,-5.42195242558122,3.68e-05,5301405,98439.4988611198,0,0,0,0,0,-257.504286086721,562669221
20690.5862068966,0.142857142857143,0.1,-10.2458690079094,0.70318140625,3.00368577289466,0.684144891800368,4.07156401840233,-5.73603887595524,3.68000000000001e-05,5301405,98439.3937321952,0,0,0,0,0,-257.351992812236,796374367
20690.5862068966,0.142857142857143,0.1,-2.65402361799244,0.20327640625,1.41254822756774,0.654870180222276,1.31181019437558,-0.6069890876319,3.67999999999999e-05,5301405,248437.57639263,0,0,0,0,0,-199.756979175044,1072966882
20690.5862068966,0.142857142857143,0.1,2.30166987061231,0.20327640625,1.5201970868839,0.568812504839984,4.80004238130662,2.40539333039919,3.68e-05,5301405,248437.126506069,0,0,0,0,0,-197.10381796055,265807412
20690.5862068966,0.142857142857143,0.1,-2.65724601789008,0.20327640625,1.42164881510896,0.617328659192363,1.25107582202424,-0.618202525912679,3.68e-05,5301405,248435.549891337,0,0,0,0,0,-199.551694169364,124995531
20690.5862068966,0.142857142857143,0.1,-2.59510955240049,0.20327640625,1.43186721563929,0.780924718974356,1.1784911554426,-0.648647764560682,3.68000000000001e-05,5301405,248437.446379159,0,0,0,0,0,-199.823801292303,484129660
20690.5862068966,0.142857142857143,0.1,2.3027630918212,0.20327640625,1.51977498970569,0.572665349659179,4.8023294404853,2.39280671036409,3.67999999999999e-05,5301405,248438.756515148,0,0,0,0,0,-197.101264823822,568605736
20690.5862068966,0.142857142857143,0.1,2.66361726828643,0.95313390625,2.23426890325723,0.845679414817587,5.24807557799947,0.173762817801646,3.68e-05,5301405,23435.9315677021,0,0,0,0,0,-217.084556984885,831260341
20690.5862068966,0.142857142857143,0.1,6.60818631159962,0.95313390625,2.18784968386223,0.777503845653159,7.39222777498952,1.02401197946887,3.68e-05,5301405,23437.5049380746,0,0,0,0,0,-212.51344239821,429578404
20690.5862068966,0.142857142857143,0.1,3.84535911716017,0.95313390625,5.63494214122141,0.73368071488429,5.09395618649887,-1.56819107188105,3.68000000000001e-05,5301405,23438.3924802484,0,0,0,0,0,-271.44452005288,34886769
20690.5862068966,0.142857142857143,0.1,6.74180837612853,0.95313390625,3.32080042152891,0.782099769551487,7.34480897257251,-0.328598106590426,3.68e-05,5301405,23438.7068440848,0,0,0,0,0,-232.453951293343,877076602
20690.5862068966,0.142857142857143,0.1,4.83057514070826,0.95313390625,8.92640675700163,0.695933236714663,6.23338783757466,-2.10435436694233,3.68e-05,5301405,23436.9259939409,0,0,0,0,0,-294.328583871628,103266877
20690.5862068966,0.142857142857143,0.1,-3.10724504129217,0.45322890625,0.705178826421115,0.110796386909876,-0.39445700358987,-2.93269570889115,3.68e-05,5301405,173435.952309082,0,0,0,0,0,-174.00048583224,600412542
20690.5862068966,0.142857142857143,0.1,-4.32720299513854,0.45322890625,1.41542971117737,0.451736676151471,0.0988073545345019,-1.80157397319446,3.68e-05,5301405,173440.921704948,0,0,0,0,0,-195.871380720237,804928578
20690.5862068966,0.142857142857143,0.1,-6.6949042121198,0.45322890625,7.68258804866571,0.0968886236064655,-0.75721316651789,0.79058686482656,3.68e-05,5301405,173435.351555867,0,0,0,0,0,-287.992283821178,789120520
20690.5862068966,0.142857142857143,0.1,-4.59652926098368,0.45322890625,1.51708507693161,0.404477239039631,0.031848162949544,-1.44986118665919,3.67999999999999e-05,5301405,173438.429057681,0,0,0,0,0,-197.743359618372,873326980
20690.5862068966,0.142857142857143,0.1,-3.81870550419345,0.45322890625,1.09292321403028,0.130810933148559,0.0169097203426633,-2.23949334758621,3.68e-05,5301405,173438.770987427,0,0,0,0,0,-185.464960307689,385674336
20690.5862068966,0.142857142857143,0.1,-2.80918919133417,0.14078828125,0.570107058291816,0.0290371659996981,-0.50312324360599,-2.6164440548724,3.68e-05,5301405,154687.861261166,0,0,0,0,0,-166.063672597862,788979529
20690.5862068966,0.142857142857143,0.1,-2.81376188115367,0.14078828125,0.577369882116191,0.0288790383431944,-0.503792814864139,-2.60420621131425,3.68e-05,5301405,154687.075121254,0,0,0,0,0,-166.070257958229,649011225
20690.5862068966,0.142857142857143,0.1,-2.81261673181213,0.14078828125,0.569506884731812,0.0289089222221878,-0.505022596550945,-2.60514024904742,3.68e-05,5301405,154688.43228938,0,0,0,0,0,-166.05100867131,191565618
20690.5862068966,0.142857142857143,0.1,-2.8089777205852,0.14078828125,0.573127849257771,0.0290275213655848,-0.506384364279682,-2.61131008525732,3.68e-05,5301405,154687.993292282,0,0,0,0,0,-166.063382784017,1070456569
20690.5862068966,0.142857142857143,0.1,-3.00840380029936,0.14078828125,0.784600556752346,0.0346057716907774,-0.571537569259341,-2.21618212552839,3.68e-05,5301405,154687.54061593,0,0,0,0,0,-171.99518029411,505601539
20690.5862068966,0.142857142857143,0.1,-8.5058089137317,0.64069328125,9.83239417482366,0.875231587706096,1.70484091499107,1.52245348997878,3.68e-05,5301405,4689.11353730457,0,0,0,0,0,-286.91701845065,409218764
20690.5862068966,0.142857142857143,0.1,-8.39160635003239,0.64069328125,9.79488501749328,0.823082858979615,1.49361997457568,1.50558228075833,3.68000000000001e-05,5301405,4688.05470156451,0,0,0,0,0,-286.70098026271,1001088373
20690.5862068966,0.142857142857143,0.1,-8.74495847377209,0.64069328125,9.87848457884873,0.860713857737419,1.79970792243924,1.68603607056897,3.68000000000001e-05,5301405,4689.30921564507,0,0,0,0,0,-287.331005674217,159085369
20690.5862068966,0.142857142857143,0.1,-8.90606102562276,0.64069328125,9.96954719893587,0.836364648275611,1.95426810638709,1.6824668824668,3.68e-05,5301405,4687.87492445537,0,0,0,0,0,-287.729736939081,510456131
20690.5862068966,0.142857142857143,0.1,-8.98667978107664,0.64069328125,9.95417123833539,0.859976711258321,1.89456807713198,1.73094318812787,3.68e-05,5301405,4686.40426229896,0,0,0,0,0,-287.724448303139,231973537
20690.5862068966,0.142857142857143,0.1,-15.7983115003383,0.39074078125,96.564237224461,0.0904638301121565,2.95469025443076,-6.3722528441706,3.68e-05,5301405,229685.802241662,0,0,0,0,0,-396.692542289215,345150899
20690.5862068966,0.142857142857143,0.1,-16.7310765982546,0.39074078125,10.7141090487274,0.201001403235746,5.26483259982029,-5.39682296097989,3.67999999999999e-05,5301405,229686.590907181,0,0,0,0,0,-303.264830988511,97345199
20690.5862068966,0.142857142857143,0.1,-15.6485515808329,0.39074078125,24.6335623744127,0.121530882795298,3.54198054056774,-7.02662114986166,3.68e-05,5301405,229687.777009041,0,0,0,0,0,-360.41763374472,982490906
20690.5862068966,0.142857142857143,0.1,-16.4854019837286,0.39074078125,80.7525458716006,0.0497619745786083,3.89479418503869,-6.60284977405556,3.68e-05,5301405,229686.58597986,0,0,0,0,0,-385.206844300853,705025311
20690.5862068966,0.142857142857143,0.1,-16.5339484796096,0.39074078125,14.1449979741976,0.145364086325552,4.49891390601904,-6.07451379285931,3.68e-05,5301405,229687.812466894,0,0,0,0,0,-319.846854173102,35521512
20690.5862068966,0.142857142857143,0.1,-2.83757851371291,0.89064578125,0.514595471747756,0.0344344721083334,-0.55045420074658,-2.53183534527707,3.68e-05,5301405,79689.5110049012,0,0,0,0,0,-168.273758652445,977596427
20690.5862068966,0.142857142857143,0.1,-2.82997861908706,0.89064578125,0.508382252775249,0.0341912005318529,-0.567695244074318,-2.5344822793592,3.68e-05,5301405,79688.5582603773,0,0,0,0,0,-168.260526064991,32726812
20690.5862068966,0.142857142857143,0.1,-2.83083654551612,0.89064578125,0.515080748219782,0.0343153016068333,-0.562282642405872,-2.5446325319761,3.68e-05,5301405,79688.6034487301,0,0,0,0,0,-168.289920761802,14751294
20690.5862068966,0.142857142857143,0.1,-2.8396008363251,0.89064578125,0.502708313540621,0.0348527939208663,-0.550706015262057,-2.53818119753199,3.68e-05,5301405,79689.6887425503,0,0,0,0,0,-168.266808715926,944303448
20690.5862068966,0.142857142857143,0.1,-2.83111930915241,0.89064578125,0.511535160014727,0.0344888456649755,-0.564130490203255,-2.54519966052488,3.68e-05,5301405,79685.8543112349,0,0,0,0,0,-168.267541074806,83878541
20690.5862068966,0.142857142857143,0.1,-7.41945958695018,0.01581203125,14.8931819145133,0.351740898083071,2.16924710107967,5.48305111313027,3.68e-05,5301405,267187.86566402,0,0,0,0,0,-332.278858675873,262302321
20690.5862068966,0.142857142857143,0.1,-7.15124541408247,0.01581203125,11.9774070045408,0.557952231410025,3.69103611518068,5.84085349520864,3.68e-05,5301405,267188.609365421,0,0,0,0,0,-309.556292088948,8389708
20690.5862068966,0.142857142857143,0.1,-6.99129270372549,0.01581203125,11.0662807873689,0.499281355449882,3.28773421970581,5.88726889020619,3.68e-05,5301405,267185.742270774,0,0,0,0,0,-313.279513211556,237370954
20690.5862068966,0.142857142857143,0.1,-7.60676116663833,0.01581203125,13.6881384552607,0.449762416682904,2.78858965597791,5.71794123632535,3.68e-05,5301405,267187.945327507,0,0,0,0,0,-319.86323406175,843239967
20690.5862068966,0.142857142857143,0.1,-7.27301413378727,0.01581203125,14.90839604633,0.181991939346294,2.80101110104996,5.58657544141844,3.68e-05,5301405,267186.560707798,0,0,0,0,0,-335.851556797684,738983672
20690.5862068966,0.142857142857143,0.1,5.00054198252978,0.51571703125,1.89150810855411,0.294955485631358,8.28636288856699,4.71545602487753,3.68e-05,5301405,117186.460355606,0,0,0,0,0,-205.827464105823,436548800
20690.5862068966,0.142857142857143,0.1,5.23305173569491,0.51571703125,1.9004123157251,0.31711850337665,9.3256881531788,4.01485227438013,3.68e-05,5301405,117188.865958811,0,0,0,0,0,-206.0240946867,401949029
20690.5862068966,0.142857142857143,0.1,4.89554548034264,0.51571703125,1.89404158711461,0.305362043930158,9.55163739026754,4.29147387214843,3.68e-05,5301405,117188.989272057,0,0,0,0,0,-205.883512338423,514219865
20690.5862068966,0.142857142857143,0.1,6.18592438166741,0.51571703125,1.89528854950749,0.296561291288975,9.69983168638552,4.12458572624693,3.68e-05,5301405,117190.302853121,0,0,0,0,0,-205.881440693944,765640340
20690.5862068966,0.142857142857143,0.1,5.27447168631381,0.51571703125,1.88645369903448,0.28879821684161,8.43804000263947,5.00456419525439,3.68e-05,5301405,117189.577922908,0,0,0,0,0,-205.70578622033,372083182
20690.5862068966,0.142857142857143,0.1,-0.380984928647921,0.26576453125,0.0148102857853395,0.355772264464712,6.33367117596429,2.47598516412903,3.68000000000001e-05,5301405,192185.297732699,0,0,0,0,0,-766.896616343155,384219393
