"sigma_M","gamma","mu_EI","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.241455172413793,0.142857142857143,0.1,3.16663040649736,0.32825265625,0.0252142042785707,5.24890318686457,-11.275168419983,3.67999999999999e-05,5301405,89065.3175599368,285937.880163957,0,0,0,0,0,-948.580739566386,871810637
0.241455172413793,0.142857142857143,0.1,-10.5713032695049,0.70318140625,0.0689413383589389,-0.423836849099445,0.713260547809373,3.68e-05,5301405,276562.970593302,98437.3234942074,0,0,0,0,0,-697.259809885069,1016902413
0.241455172413793,0.142857142857143,0.1,-10.2862024978174,0.70318140625,0.0879871289939896,0.45690028761746,-0.172334603390203,3.68e-05,5301405,276563.342691551,98438.5447229614,0,0,0,0,0,-690.951990693531,377749429
0.241455172413793,0.142857142857143,0.1,-10.7361232983289,0.70318140625,0.0572486516628687,0.394061151981057,0.166650948108476,3.68e-05,5301405,276564.855811925,98438.3013867843,0,0,0,0,0,-678.229468638989,447544083
0.241455172413793,0.142857142857143,0.1,-10.9767732762536,0.70318140625,0.195008719465147,0.470977852378484,-0.156824382975106,3.68e-05,5301405,276564.421571136,98440.3972040419,0,0,0,0,0,-738.786033227562,569668607
0.241455172413793,0.142857142857143,0.1,-10.6972726297343,0.70318140625,0.11776427544807,1.00407064966254,-0.979537829774827,3.68e-05,5301405,276561.619376382,98437.1806145905,0,0,0,0,0,-724.116571742903,559352146
0.241455172413793,0.142857142857143,0.1,1.9148473858731,0.20327640625,0.246797077884855,4.88693063834112,4.54637522357581,3.68e-05,5301405,126562.921261779,248439.61550464,0,0,0,0,0,-581.322970094903,350753909
0.241455172413793,0.142857142857143,0.1,1.83726070361411,0.20327640625,0.246645059753,5.05421993353218,4.56187295549556,3.67999999999999e-05,5301405,126564.352166001,248438.020257646,0,0,0,0,0,-576.067082036413,9619205
0.241455172413793,0.142857142857143,0.1,2.0590715834426,0.20327640625,0.698223406698243,4.54383564678783,3.33672198779295,3.68e-05,5301405,126563.793353011,248438.822743883,0,0,0,0,0,-469.590022798126,489677185
0.241455172413793,0.142857142857143,0.1,1.75747194561838,0.20327640625,0.245492493280439,5.09237430312275,4.60649068364737,3.68e-05,5301405,126562.961996472,248438.68280818,0,0,0,0,0,-584.614026556423,72231411
0.241455172413793,0.142857142857143,0.1,1.42746935105021,0.20327640625,0.250095778223291,5.15040759735717,5.12991732263259,3.68e-05,5301405,126564.230423706,248436.936080362,0,0,0,0,0,-574.177121884874,981886993
0.241455172413793,0.142857142857143,0.1,8.13674079535096,0.95313390625,0.0430896989437441,0.570114187433289,2.18904747893511,3.68e-05,5301405,51562.5285863631,23439.4637848864,0,0,0,0,0,-633.617052367227,112964759
0.241455172413793,0.142857142857143,0.1,9.20214743721004,0.95313390625,0.0200724609569042,0.47297744963942,1.8773595159173,3.68e-05,5301405,51562.983915223,23437.5015490207,0,0,0,0,0,-677.280929321509,51408188
0.241455172413793,0.142857142857143,0.1,8.13497024621864,0.95313390625,0.0265463744657749,0.373935430262974,2.01253252281746,3.68e-05,5301405,51564.5398995428,23439.0043204332,0,0,0,0,0,-679.73080151601,535584126
0.241455172413793,0.142857142857143,0.1,9.06469810903408,0.95313390625,0.0291374398647937,0.014790847886855,1.83963783305352,3.68e-05,5301405,51562.512894231,23436.7998878538,0,0,0,0,0,-671.32639759876,1047143700
0.241455172413793,0.142857142857143,0.1,8.6717268790257,0.95313390625,0.0277095452619313,0.0455517057042228,1.65929719775396,3.68e-05,5301405,51562.6416766039,23439.1825228433,0,0,0,0,0,-675.526889643349,571714570
0.241455172413793,0.142857142857143,0.1,-5.28392163801581,0.45322890625,0.368012011272833,2.06408229724441,-5.92180629017687,3.68000000000001e-05,5301405,201563.936992644,173438.480461448,0,0,0,0,0,-634.948483181793,275780693
0.241455172413793,0.142857142857143,0.1,-3.95515691439912,0.45322890625,0.332744472143396,1.26134035176671,-4.99411356323851,3.67999999999999e-05,5301405,201563.820989206,173440.398009065,0,0,0,0,0,-502.441838712585,940060860
0.241455172413793,0.142857142857143,0.1,-3.60100056505591,0.45322890625,0.655155855357881,0.325870457758749,-3.49457706405091,3.67999999999999e-05,5301405,201560.828529495,173437.542161734,0,0,0,0,0,-261.766083494074,1065209566
0.241455172413793,0.142857142857143,0.1,-3.83907029984436,0.45322890625,0.409216278335678,1.30117466615918,-4.95340863467666,3.68e-05,5301405,201561.761862394,173437.464987995,0,0,0,0,0,-475.754121628548,32883688
0.241455172413793,0.142857142857143,0.1,-4.90614726300369,0.45322890625,0.321807356966676,1.85180962488574,-5.54106355801919,3.68e-05,5301405,201564.134236612,173437.643566659,0,0,0,0,0,-603.598342787122,967868160
0.241455172413793,0.142857142857143,0.1,-0.154078869974245,0.14078828125,0.00232900919867972,3.1064915434297,-1.91329230463322,3.67999999999999e-05,5301405,32812.2992869316,154689.501884107,0,0,0,0,0,-789.654171257192,559680971
0.241455172413793,0.142857142857143,0.1,0.987381841818969,0.14078828125,0.00226479859555001,5.79934137957694,-2.77582532795605,3.67999999999999e-05,5301405,32813.9006097965,154689.232178527,0,0,0,0,0,-790.8483192622,850816236
0.241455172413793,0.142857142857143,0.1,-2.30620051544591,0.14078828125,0.00410601671247028,2.55139200607936,-1.09523180047546,3.67999999999999e-05,5301405,32814.4441280968,154688.115932665,0,0,0,0,0,-739.782533674434,583477881
0.241455172413793,0.142857142857143,0.1,0.978541849853956,0.14078828125,0.00219996125102627,5.41076999719648,-2.73018883389635,3.67999999999999e-05,5301405,32814.0081277229,154689.356043748,0,0,0,0,0,-790.596391221729,299047202
0.241455172413793,0.142857142857143,0.1,1.03177679940986,0.14078828125,0.00222321392052748,5.62167578360868,-2.77886581256156,3.67999999999999e-05,5301405,32811.9650378048,154688.566073159,0,0,0,0,0,-790.620108273078,619109656
0.241455172413793,0.142857142857143,0.1,-10.2867455806434,0.64069328125,0.0901907729308939,-1.52308931531059,1.78091386652297,3.68e-05,5301405,182813.859862085,4691.83570582582,0,0,0,0,0,-756.65338794411,466740906
0.241455172413793,0.142857142857143,0.1,-11.2624481184787,0.64069328125,0.0235041670013147,-1.94149596363982,2.27296330334907,3.68000000000001e-05,5301405,182813.657435656,4686.53398315354,0,0,0,0,0,-690.630414516579,1029284280
0.241455172413793,0.142857142857143,0.1,-10.3438528866316,0.64069328125,0.0474083224490201,-1.91029165921433,1.87417509511198,3.67999999999999e-05,5301405,182814.875128585,4687.92838465085,0,0,0,0,0,-697.936747513269,722241807
0.241455172413793,0.142857142857143,0.1,-9.98849212638024,0.64069328125,0.0326017050913799,-2.01095618121241,1.79827894831648,3.68e-05,5301405,182813.641720904,4688.77541664074,0,0,0,0,0,-694.130484965372,648217466
0.241455172413793,0.142857142857143,0.1,-10.3758730736092,0.64069328125,0.146269636320056,-1.95839135713092,1.60317423834215,3.68e-05,5301405,182810.607486997,4688.98035290248,0,0,0,0,0,-685.106590823762,669163173
0.241455172413793,0.142857142857143,0.1,-16.6827798339479,0.39074078125,0.0196693560726182,4.54627534356327,1.37376944180202,3.67999999999999e-05,5301405,257812.284048253,229688.761358518,0,0,0,0,0,-906.137826799239,1025413966
0.241455172413793,0.142857142857143,0.1,-14.0190328271283,0.39074078125,0.0195806543933754,4.04177059038612,0.566997932321913,3.67999999999999e-05,5301405,257812.980237592,229687.854746722,0,0,0,0,0,-902.793946402972,389998739
0.241455172413793,0.142857142857143,0.1,-16.5939767225239,0.39074078125,0.0309713756342428,6.30058989125962,0.460865861776884,3.67999999999999e-05,5301405,257812.397290752,229688.119852215,0,0,0,0,0,-916.1835896006,478195290
0.241455172413793,0.142857142857143,0.1,-14.8487386469939,0.39074078125,0.0198965300412953,4.20659910532139,0.681225403556741,3.67999999999999e-05,5301405,257812.338105629,229686.24028711,0,0,0,0,0,-903.807960154355,1033947798
0.241455172413793,0.142857142857143,0.1,-15.1332151539492,0.39074078125,0.0233413446048753,5.50948540144665,0.126775620062323,3.67999999999999e-05,5301405,257810.714826178,229686.838581072,0,0,0,0,0,-909.826808049517,717452770
0.241455172413793,0.142857142857143,0.1,-2.53774042440314,0.89064578125,0.171347173629881,1.24318116717312,-6.0412780736618,3.68e-05,5301405,107812.882897281,79687.9985860403,0,0,0,0,0,-547.365094196022,1065605005
0.241455172413793,0.142857142857143,0.1,-2.80423297275576,0.89064578125,0.146459804920867,1.54141281735168,-4.56058051035694,3.67999999999999e-05,5301405,107812.861096909,79687.5204608917,0,0,0,0,0,-411.023255943977,775791255
0.241455172413793,0.142857142857143,0.1,-3.16822376222241,0.89064578125,0.146856368877505,1.17086727798721,-5.82933400656773,3.68e-05,5301405,107813.474773975,79688.5922929228,0,0,0,0,0,-538.645543077157,182581559
0.241455172413793,0.142857142857143,0.1,-2.566883358448,0.89064578125,0.138199155880453,0.566469746723718,-4.32256420974514,3.68e-05,5301405,107815.623591466,79688.5181960314,0,0,0,0,0,-267.711591051872,340338400
0.241455172413793,0.142857142857143,0.1,-3.26229751655486,0.89064578125,0.140156968759044,1.52462234385926,-6.27262065512568,3.68e-05,5301405,107812.128576081,79686.9009924045,0,0,0,0,0,-580.845938312143,161873502
0.241455172413793,0.142857142857143,0.1,-3.00248727975875,0.01581203125,0.0407669155074833,-0.105143475464692,-2.61132110141643,3.68e-05,5301405,295313.150533647,267189.426953349,0,0,0,0,0,-227.882391555631,453852171
0.241455172413793,0.142857142857143,0.1,-3.20277154081664,0.01581203125,0.112233922556181,0.0574607248235026,-3.00773933337344,3.68e-05,5301405,295312.491573499,267186.459928208,0,0,0,0,0,-258.746492508592,532085425
0.241455172413793,0.142857142857143,0.1,-2.96917077275075,0.01581203125,0.0412086098442023,-0.0917487278155967,-2.6558306726718,3.68000000000001e-05,5301405,295313.167676828,267186.644604428,0,0,0,0,0,-229.229605671893,710573651
0.241455172413793,0.142857142857143,0.1,-3.48049210662445,0.01581203125,0.280039316660005,0.0665355475221297,-2.97738791997265,3.68e-05,5301405,295312.134988156,267188.866473351,0,0,0,0,0,-289.824215810745,470520564
0.241455172413793,0.142857142857143,0.1,-3.00806228335968,0.01581203125,0.0403714960949412,-0.0946706667386616,-2.64277733468682,3.68e-05,5301405,295312.804174856,267188.30518028,0,0,0,0,0,-227.152101209931,84432732
0.241455172413793,0.142857142857143,0.1,6.94302983029578,0.51571703125,0.0083612686545135,5.99026095542902,2.41066198860928,3.68e-05,5301405,145314.003771516,117188.660542238,0,0,0,0,0,-484.46482133934,729514784
0.241455172413793,0.142857142857143,0.1,6.85609024960988,0.51571703125,0.00845094668657512,5.84995860570481,2.45691656812703,3.68000000000001e-05,5301405,145313.594650781,117188.100570247,0,0,0,0,0,-484.429027850505,670311913
0.241455172413793,0.142857142857143,0.1,6.90026713782988,0.51571703125,0.00837545504727059,5.91943003264198,2.4284331413514,3.68e-05,5301405,145312.384810991,117188.814341167,0,0,0,0,0,-484.438375263439,100026965
0.241455172413793,0.142857142857143,0.1,6.91168571005507,0.51571703125,0.00841805896311017,5.92792837447594,2.42333111578519,3.68e-05,5301405,145312.851311463,117187.33669656,0,0,0,0,0,-484.433736761116,20468092
0.241455172413793,0.142857142857143,0.1,6.91404882270617,0.51571703125,0.00841364608079231,5.94840556064178,2.42100219867556,3.68e-05,5301405,145313.029916881,117189.231239763,0,0,0,0,0,-484.445687446391,926015509
0.241455172413793,0.142857142857143,0.1,2.84090046027702,0.26576453125,0.19677164579965,1.2180406251497,2.32618859947585,3.68e-05,5301405,70311.8454719971,192189.269464948,0,0,0,0,0,-557.451004048625,841998990
0.241455172413793,0.142857142857143,0.1,3.0291797222532,0.26576453125,0.205303581007298,-0.249076197421239,3.62195171565718,3.68e-05,5301405,70313.9428541049,192189.933775246,0,0,0,0,0,-640.123049346972,290093385
0.241455172413793,0.142857142857143,0.1,2.72127926732302,0.26576453125,0.209571412895463,-0.464859909983561,4.97522301951864,3.68e-05,5301405,70314.6237025262,192188.085944785,0,0,0,0,0,-741.212136911239,452902143
0.241455172413793,0.142857142857143,0.1,4.06377875322092,0.26576453125,0.227522991050739,-0.296172938724576,3.91639626478205,3.68e-05,5301405,70314.5269772549,192187.314762008,0,0,0,0,0,-711.27759516718,999833842
0.241455172413793,0.142857142857143,0.1,2.66846732112766,0.26576453125,0.218061730269124,-0.0342724314467386,3.8748768914317,3.68e-05,5301405,70313.7894587914,192186.364691525,0,0,0,0,0,-662.009305126065,737561190
0.241455172413793,0.142857142857143,0.1,-14.2704502009072,0.76566953125,0.179737162408062,5.03326967546223,-6.31474352027696,3.68e-05,5301405,220314.791312681,42187.7809765098,0,0,0,0,0,-805.863702497064,808898670
0.241455172413793,0.142857142857143,0.1,-14.0259335860209,0.76566953125,0.306444184155002,4.57147150584024,-4.94956498373196,3.67999999999999e-05,5301405,220313.272394029,42187.9927343875,0,0,0,0,0,-826.01473885539,834297399
0.241455172413793,0.142857142857143,0.1,-13.1338389028904,0.76566953125,0.278509666307168,4.6023027159251,-5.76695645901855,3.68e-05,5301405,220313.308244342,42189.9245116616,0,0,0,0,0,-801.794006752732,492325570
0.241455172413793,0.142857142857143,0.1,-13.9131893986501,0.76566953125,0.237811393940134,4.76027530244209,-5.77793019812813,3.68e-05,5301405,220310.528180766,42188.1820470897,0,0,0,0,0,-805.892200998532,649773586
0.241455172413793,0.142857142857143,0.1,-13.40582822561,0.76566953125,0.0151384188912176,5.17453838274381,-4.32599424054375,3.67999999999999e-05,5301405,220311.179690646,42186.524871383,0,0,0,0,0,-923.177031479975,957594982
0.241455172413793,0.142857142857143,0.1,-8.89068786923756,0.98437796875,0.005978847324999,6.89125434095762,1.41245009763979,3.67999999999999e-05,5301405,117187.687785684,107810.998870343,0,0,0,0,0,-870.325711294302,292841690
0.241455172413793,0.142857142857143,0.1,-8.29269797470597,0.98437796875,0.010684185915333,7.31153957005507,0.630371615784159,3.67999999999999e-05,5301405,117188.84859273,107814.494484146,0,0,0,0,0,-848.112589172315,646516022
0.241455172413793,0.142857142857143,0.1,-8.6480709021754,0.98437796875,0.00594621568075147,6.32673337443284,1.05037805621961,3.67999999999999e-05,5301405,117187.234435534,107812.303264364,0,0,0,0,0,-866.770314593513,180559628
0.241455172413793,0.142857142857143,0.1,-7.8947621353533,0.98437796875,0.00715480167100044,7.03047350964676,0.808209163613274,3.67999999999999e-05,5301405,117187.930584874,107814.795358075,0,0,0,0,0,-846.411894874615,784769724
0.241455172413793,0.142857142857143,0.1,-8.50469404893225,0.98437796875,0.00796649548996113,8.04487014773583,0.828493217927586,3.67999999999999e-05,5301405,117186.756442365,107812.05995963,0,0,0,0,0,-865.294626260581,90246359
0.241455172413793,0.142857142857143,0.1,-3.38678599802927,0.48447296875,0.0203422961645204,0.239260382860543,-2.03513555964757,3.68e-05,5301405,267187.345004692,257811.257062835,0,0,0,0,0,-316.790753998268,361042592
0.241455172413793,0.142857142857143,0.1,-3.26654877544944,0.48447296875,0.00660189735218189,0.979438764232588,-1.61380387256026,3.67999999999999e-05,5301405,267187.460385926,257813.850587934,0,0,0,0,0,-686.574449356233,807726314
0.241455172413793,0.142857142857143,0.1,-3.19890010675014,0.48447296875,0.0141745128458757,0.572745635177761,-1.94618918174858,3.68e-05,5301405,267186.726555511,257812.680944678,0,0,0,0,0,-619.498290681094,107641573
0.241455172413793,0.142857142857143,0.1,-3.26591196342093,0.48447296875,0.00577301893099132,1.23065705477935,-1.49893176583573,3.67999999999999e-05,5301405,267189.559939771,257813.29377276,0,0,0,0,0,-701.311076794869,476485254
0.241455172413793,0.142857142857143,0.1,-0.257484156455378,0.48447296875,0.00258556276846075,2.42640302047888,-2.07961361802959,3.67999999999999e-05,5301405,267187.552619885,257814.388810759,0,0,0,0,0,-782.009246392057,469877565
0.241455172413793,0.142857142857143,0.1,-3.00842668209426,0.73442546875,0.265899727739745,3.37373414420503,-5.15152792917817,3.67999999999999e-05,5301405,192189.019736498,32812.3970206336,0,0,0,0,0,-867.200379475094,1062475525
0.241455172413793,0.142857142857143,0.1,-4.70771370525376,0.73442546875,0.38393367530971,3.67791030532759,-5.93010863910989,3.67999999999999e-05,5301405,192187.430748466,32812.4793409994,0,0,0,0,0,-891.245592422773,293247306
0.241455172413793,0.142857142857143,0.1,-3.63208218365976,0.73442546875,0.222206906319388,3.19449191807021,-4.25456100250641,3.67999999999999e-05,5301405,192187.760875731,32812.9924791809,0,0,0,0,0,-837.724495579024,1041924817
0.241455172413793,0.142857142857143,0.1,-3.69563156228789,0.73442546875,0.0873292332590741,2.97662708008163,-3.54232319215723,3.67999999999999e-05,5301405,192188.907925247,32815.4886009421,0,0,0,0,0,-823.826678742735,518605934
0.241455172413793,0.142857142857143,0.1,-3.80095745682638,0.73442546875,0.0500819016030631,4.02927082709185,-3.30034033154786,3.67999999999999e-05,5301405,192186.731835173,32814.1006804802,0,0,0,0,0,-825.07141321738,804577019
0.241455172413793,0.142857142857143,0.1,-17.6107570897052,0.23452046875,0.07269199549118,-0.594223741875962,-0.995608012001427,3.67999999999999e-05,5301405,42188.3374068869,182812.832478633,0,0,0,0,0,-986.615442559491,878647077
0.241455172413793,0.142857142857143,0.1,-17.6358965788924,0.23452046875,0.072430010939772,-0.558947411498592,-0.985400658112747,3.67999999999999e-05,5301405,42188.300555458,182812.892855982,0,0,0,0,0,-986.615612576337,86536712
0.241455172413793,0.142857142857143,0.1,-17.6112283468051,0.23452046875,0.0725996591054908,-0.549089632922236,-1.00864212748301,3.67999999999999e-05,5301405,42188.3857503458,182812.951669831,0,0,0,0,0,-986.615978446043,835359171
0.241455172413793,0.142857142857143,0.1,-17.2194191797641,0.23452046875,0.0828457387597395,-0.597550623206248,1.62136352658569,3.67999999999999e-05,5301405,42188.6881082639,182813.72086363,0,0,0,0,0,-887.020473914497,1002177641
0.241455172413793,0.142857142857143,0.1,-17.6198058534101,0.23452046875,0.072588676575854,-0.575815706046045,-0.995980191853337,3.67999999999999e-05,5301405,42188.3800476175,182812.862015934,0,0,0,0,0,-986.615720409166,165611664
0.241455172413793,0.142857142857143,0.1,4.98166271936853,0.85940171875,0.0546276910682037,1.95553458502245,4.02292375302747,3.68e-05,5301405,154686.591333752,70312.6213199335,0,0,0,0,0,-436.283917949579,532287117
0.241455172413793,0.142857142857143,0.1,5.78045857801817,0.85940171875,0.0660782007541118,0.0889278890879898,4.89587484332384,3.68e-05,5301405,154688.281518215,70313.804907605,0,0,0,0,0,-535.321434910145,49224319
0.241455172413793,0.142857142857143,0.1,4.98348342620862,0.85940171875,0.0680123228628043,0.660012137841585,5.62291053637934,3.68e-05,5301405,154685.96142696,70310.9828408824,0,0,0,0,0,-508.666606785453,741295663
0.241455172413793,0.142857142857143,0.1,5.00351321329267,0.85940171875,0.0578626191581034,1.67248894463389,4.46268203396831,3.67999999999999e-05,5301405,154688.385838984,70314.586662718,0,0,0,0,0,-454.010643197816,761733312
0.241455172413793,0.142857142857143,0.1,6.00563830427986,0.85940171875,0.0591042851545761,0.534525770611564,4.94006318349204,3.68e-05,5301405,154688.986905103,70313.8919386983,0,0,0,0,0,-495.255281194265,1073314553
0.241455172413793,0.142857142857143,0.1,-3.8922695405758,0.35949671875,0.0275146684769457,0.308767418030485,-1.91116808922975,3.68e-05,5301405,4688.78863432458,220314.081997746,0,0,0,0,0,-464.552148661716,433015258
0.241455172413793,0.142857142857143,0.1,-3.6893787587725,0.35949671875,0.0147473388274886,0.235105336348775,-1.59051898898345,3.67999999999999e-05,5301405,4689.92601539983,220312.773920576,0,0,0,0,0,-633.917320594887,98901255
0.241455172413793,0.142857142857143,0.1,-3.67276100825104,0.35949671875,0.0368393900346483,0.22128727937916,-2.18183577074156,3.68e-05,5301405,4685.56349857536,220313.724643025,0,0,0,0,0,-277.517944275243,659716888
0.241455172413793,0.142857142857143,0.1,-3.73687562328389,0.35949671875,0.0395699771245485,0.268633063513288,-2.13309566488174,3.68e-05,5301405,4688.01573670327,220314.132601494,0,0,0,0,0,-287.342028080391,738595291
0.241455172413793,0.142857142857143,0.1,-3.57292218687381,0.35949671875,0.0275083505486333,0.140850240069952,-1.95583203850264,3.68e-05,5301405,4689.70022045328,220310.812362311,0,0,0,0,0,-382.383468770967,557617233
0.241455172413793,0.142857142857143,0.1,-14.6539070785267,0.60944921875,0.0630437411740377,0.820163523856066,-5.70927380412417,3.67999999999999e-05,5301405,79688.4918532693,145313.026181443,0,0,0,0,0,-986.60583268952,558978578
0.241455172413793,0.142857142857143,0.1,-14.6242748517166,0.60944921875,0.0630357780873023,0.765274350321648,-5.7072707687084,3.67999999999999e-05,5301405,79688.2418143716,145312.943582559,0,0,0,0,0,-986.605830935198,1060505015
0.241455172413793,0.142857142857143,0.1,-14.6038157172436,0.60944921875,0.0629800165829057,0.770261003509229,-5.73318453407121,3.67999999999999e-05,5301405,79688.3572881951,145313.070914714,0,0,0,0,0,-986.605821021181,884219814
0.241455172413793,0.142857142857143,0.1,-14.593804869284,0.60944921875,0.0629573535789633,0.782517943843581,-5.73012209471071,3.67999999999999e-05,5301405,79688.3614331657,145313.170712353,0,0,0,0,0,-986.605824262717,93993020
0.241455172413793,0.142857142857143,0.1,-14.7161163647428,0.60944921875,0.0632401221577015,0.702707527169605,-5.82813966665049,3.67999999999999e-05,5301405,79688.2881548551,145312.786380096,0,0,0,0,0,-986.605799272406,112449956
0.241455172413793,0.142857142857143,0.1,0.850303734532306,0.10954421875,0.792619018739624,5.57538915831882,1.26964976203146,3.68e-05,5301405,229689.333209702,295311.518137929,0,0,0,0,0,-553.584630855725,735916037
0.241455172413793,0.142857142857143,0.1,1.21419478272906,0.10954421875,0.230053812798803,7.119028214726,2.24251531900559,3.68000000000001e-05,5301405,229688.110413169,295311.924914355,0,0,0,0,0,-648.099923915402,971085789
0.241455172413793,0.142857142857143,0.1,-0.640764345624867,0.10954421875,0.222073928577911,8.19610704598895,1.46183888810593,3.67999999999999e-05,5301405,229688.222669406,295314.027826405,0,0,0,0,0,-705.492291312723,29423480
0.241455172413793,0.142857142857143,0.1,-1.31711962204847,0.10954421875,0.202354334651807,7.86196135295339,1.94939498842626,3.68e-05,5301405,229687.412528932,295312.658826566,0,0,0,0,0,-726.316906708438,298104209
0.241455172413793,0.142857142857143,0.1,-0.147973532465697,0.10954421875,0.198238711187282,8.06982900129058,1.6472951832787,3.68e-05,5301405,229686.997915718,295313.60884056,0,0,0,0,0,-690.587335732592,1021257787
0.241455172413793,0.142857142857143,0.1,-14.7943361189886,0.29700859375,0.0828767229633712,5.43365165098158,2.539838863358,3.67999999999999e-05,5301405,135940.271833851,276560.30853555,0,0,0,0,0,-904.31720316901,205028118
0.241455172413793,0.142857142857143,0.1,-13.4229232088045,0.29700859375,0.0730070049787015,5.20025651607554,2.12671767043945,3.67999999999999e-05,5301405,135938.613929641,276563.49121392,0,0,0,0,0,-902.251922177745,722127511
0.241455172413793,0.142857142857143,0.1,-13.0438029364726,0.29700859375,0.0732937040423731,5.11275448770245,2.01348802029278,3.67999999999999e-05,5301405,135936.441201715,276561.092555293,0,0,0,0,0,-901.459567161321,70553926
0.241455172413793,0.142857142857143,0.1,-14.0008130563646,0.29700859375,0.0759338348455505,5.25985924060767,2.36741852677735,3.67999999999999e-05,5301405,135938.56528604,276564.242802862,0,0,0,0,0,-903.211095169599,438608938
0.241455172413793,0.142857142857143,0.1,-13.9504547227975,0.29700859375,0.0782996914288499,5.35125794937901,2.28369556564185,3.67999999999999e-05,5301405,135937.66864397,276562.201421762,0,0,0,0,0,-903.100032283002,437145874
0.241455172413793,0.142857142857143,0.1,-2.8295446482472,0.79691359375,0.0285636617149583,-0.2987377485934,-2.45126065043654,3.68e-05,5301405,285939.682675165,126561.135534066,0,0,0,0,0,-184.457941841241,725203154
0.241455172413793,0.142857142857143,0.1,-2.79210616864628,0.79691359375,0.0251427285339917,-0.221190306456061,-2.44154315626049,3.68e-05,5301405,285938.261148622,126560.328494007,0,0,0,0,0,-184.276364413705,822611795
0.241455172413793,0.142857142857143,0.1,-2.91806303108256,0.79691359375,0.0243999586040243,-0.363768285049517,-2.44134035793623,3.68e-05,5301405,285934.963524606,126563.986103084,0,0,0,0,0,-186.146541320902,863449136
0.241455172413793,0.142857142857143,0.1,-2.72261902894625,0.79691359375,0.0259600513791734,-0.339398316264577,-2.51138742236467,3.68000000000001e-05,5301405,285937.631671603,126563.120770108,0,0,0,0,0,-182.899807532671,645141990
0.241455172413793,0.142857142857143,0.1,-2.78465750573585,0.79691359375,0.0259253428721399,-0.303408053351913,-2.44116282637445,3.68e-05,5301405,285936.238978416,126561.614863249,0,0,0,0,0,-183.852715655447,857524136
0.241455172413793,0.142857142857143,0.1,1.61729161965851,0.04705609375,0.00251854282390309,6.13826028191791,-3.16807515611805,3.67999999999999e-05,5301405,210939.594673872,201563.728324118,0,0,0,0,0,-790.570720067983,476854513
0.241455172413793,0.142857142857143,0.1,1.33978147078594,0.04705609375,0.00221354218798521,5.0137363532454,-2.95031253175818,3.67999999999999e-05,5301405,210938.903647079,201563.615794503,0,0,0,0,0,-755.337673379888,129413124
0.241455172413793,0.142857142857143,0.1,1.31222011383286,0.04705609375,0.00220523312606272,4.88566800361766,-2.92518972161477,3.67999999999999e-05,5301405,210935.78669482,201562.889108581,0,0,0,0,0,-788.326828991803,411741373
0.241455172413793,0.142857142857143,0.1,1.43778038267996,0.04705609375,0.00226254039249955,5.42874257977279,-3.04066533181167,3.67999999999999e-05,5301405,210936.863937187,201564.841930343,0,0,0,0,0,-703.950888379873,991130041
0.241455172413793,0.142857142857143,0.1,2.08141739266271,0.04705609375,0.00306255586418126,6.80927054251901,-3.43843331102067,3.67999999999999e-05,5301405,210938.971229326,201562.201822193,0,0,0,0,0,-693.760696533401,1071684064
0.241455172413793,0.142857142857143,0.1,-7.27551057647089,0.54696109375,0.0636031838857255,-1.65405949614233,0.794967235454007,3.68e-05,5301405,60936.4782452856,51564.206497035,0,0,0,0,0,-672.471273809422,303005012
0.241455172413793,0.142857142857143,0.1,-8.48264672253658,0.54696109375,0.0538253720274558,-1.20085578822666,0.757868225610909,3.68e-05,5301405,60937.4604666883,51563.2025568946,0,0,0,0,0,-661.485301935713,660636241
0.241455172413793,0.142857142857143,0.1,-8.73658041561035,0.54696109375,0.0372322557420935,-2.89098488524873,1.84308097721229,3.68000000000001e-05,5301405,60937.5363205312,51564.2506169912,0,0,0,0,0,-682.361588900561,740371735
0.241455172413793,0.142857142857143,0.1,-8.07631681606318,0.54696109375,0.107359727118568,-1.48902956916465,0.492794484523596,3.68000000000001e-05,5301405,60937.530542596,51563.7078341157,0,0,0,0,0,-639.793794284211,555783824
0.241455172413793,0.142857142857143,0.1,-8.14039946645455,0.54696109375,0.0783955966318858,-1.66429030593201,0.736104329669342,3.68e-05,5301405,60938.4323049408,51565.2867585225,0,0,0,0,0,-657.692055113975,865403064
0.241455172413793,0.142857142857143,0.1,0.427814169626276,0.42198484375,0.138261509301014,-0.808324208337132,6.97385725773285,3.67999999999999e-05,5301405,173438.035612387,164064.026681787,0,0,0,0,0,-758.333562406514,387344402
0.241455172413793,0.142857142857143,0.1,1.16436716229695,0.42198484375,0.139661404313058,-0.431713407428699,5.70935498951712,3.68000000000001e-05,5301405,173437.748371931,164064.020390856,0,0,0,0,0,-801.493600999597,763590334
0.241455172413793,0.142857142857143,0.1,0.0515257723159561,0.42198484375,0.142630961704448,0.0161765553078971,6.83849254499399,3.67999999999999e-05,5301405,173438.120033293,164064.518016046,0,0,0,0,0,-761.478598553767,197228566
0.241455172413793,0.142857142857143,0.1,0.469484575402262,0.42198484375,0.0540331494526338,-0.926083034992906,5.80358428651762,3.67999999999999e-05,5301405,173439.026012409,164062.558367816,0,0,0,0,0,-809.991490353132,920466324
