"rho","gamma","b_3","sigma_P","sigma_M","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.0421034482758621,0.0588235294117647,-4.03248042850266,0.45322890625,0.801100408839702,-1.58906816403116,-2.66571962895652,3.68000000000001e-05,5301405,28124.7424518366,0,0,0,0,0,-177.911333720901,56908290
0.0421034482758621,0.0588235294117647,3.88862189468104,0.95313390625,2.4829455979727,2.55850293658433,5.55744985827208,3.68e-05,5301405,328126.861404977,0,0,0,0,0,-218.874301777601,410803751
0.0421034482758621,0.0588235294117647,3.82354712500384,0.95313390625,2.47984108216728,2.57205132308503,5.49835451169063,3.68e-05,5301405,328125.190646477,0,0,0,0,0,-218.891164183478,333186644
0.0421034482758621,0.0588235294117647,3.90236675633784,0.95313390625,2.4841386789858,2.54924376400282,5.62706335078237,3.68e-05,5301405,328124.751962586,0,0,0,0,0,-218.871073572464,676299846
0.0421034482758621,0.0588235294117647,3.82514966385529,0.95313390625,2.48192579464021,2.57295974337349,5.53857921144521,3.68e-05,5301405,328125.670562909,0,0,0,0,0,-218.875474612927,208820203
0.0421034482758621,0.0588235294117647,3.87675912636866,0.95313390625,2.481991138308,2.55436439206506,5.59189822531957,3.68e-05,5301405,328124.770869741,0,0,0,0,0,-218.874388311193,78923140
0.0421034482758621,0.0588235294117647,-5.2080201762519,0.445417890625,7.67346597451401,4.73391002366762,7.46219433680743,3.68e-05,5301405,145313.534091707,0,0,0,0,0,-275.226489264382,718563845
0.0421034482758621,0.0588235294117647,-6.49375815738958,0.445417890625,10.5818572385732,4.0537341943008,7.00303367704226,3.68e-05,5301405,145313.457382638,0,0,0,0,0,-295.880216551193,174214196
0.0421034482758621,0.0588235294117647,-5.77471649123754,0.445417890625,8.36942260291578,5.05652385195359,6.65630142849767,3.67999999999999e-05,5301405,145312.250661072,0,0,0,0,0,-282.63185830132,477457869
0.0421034482758621,0.0588235294117647,-6.40206751430381,0.445417890625,13.0874449076062,3.10911456945941,6.81014114264106,3.68e-05,5301405,145314.246564263,0,0,0,0,0,-306.778583900265,789068445
0.0421034482758621,0.0588235294117647,-6.32125600108837,0.445417890625,14.6825302981191,2.67117297357341,6.71306734048795,3.68e-05,5301405,145312.261802898,0,0,0,0,0,-312.858783035619,218982533
0.0421034482758621,0.0588235294117647,3.74939130020721,0.945322890625,2.54287470938066,3.05122333114308,4.02458743604367,3.68e-05,5301405,445312.232331128,0,0,0,0,0,-220.168953321528,59625867
0.0421034482758621,0.0588235294117647,5.47123829971436,0.945322890625,2.81676363263491,5.11155348611596,4.7430168630131,3.68e-05,5301405,445312.048839715,0,0,0,0,0,-224.476670856145,800936831
0.0421034482758621,0.0588235294117647,4.59167646402308,0.945322890625,2.7766535642488,4.42169457723518,4.71142149937813,3.68e-05,5301405,445311.889853381,0,0,0,0,0,-223.939416453587,437024609
0.0421034482758621,0.0588235294117647,4.47835017408106,0.945322890625,2.94668059275932,5.90594806862525,3.82229897925349,3.68e-05,5301405,445313.048220707,0,0,0,0,0,-226.662209673453,653939294
0.0421034482758621,0.0588235294117647,3.83129500655269,0.945322890625,2.55915440580111,3.01242187624142,3.98544939409981,3.68e-05,5301405,445312.53907499,0,0,0,0,0,-220.205028316165,236263704
0.0421034482758621,0.0588235294117647,-12.5803137525866,0.695370390625,18.7724928160731,3.10780609036854,1.3604864350734,3.68e-05,5301405,295312.118693527,0,0,0,0,0,-324.504554383348,727477302
0.0421034482758621,0.0588235294117647,-13.3720498466712,0.695370390625,20.9416133847829,2.08202339932578,1.70788318703027,3.68e-05,5301405,295311.876889046,0,0,0,0,0,-324.228558279458,333422165
0.0421034482758621,0.0588235294117647,-12.6506333391963,0.695370390625,18.4384511179119,2.85212257067858,1.38803152106516,3.68e-05,5301405,295311.821432947,0,0,0,0,0,-324.536750012041,21839849
0.0421034482758621,0.0588235294117647,-12.2476241409651,0.695370390625,17.457073718631,3.07840766068751,1.14840208617237,3.68e-05,5301405,295313.065865695,0,0,0,0,0,-323.300474854109,443707130
0.0421034482758621,0.0588235294117647,-12.9252124511332,0.695370390625,19.9542870255042,2.81248853591727,1.59290773234619,3.68e-05,5301405,295311.919920696,0,0,0,0,0,-325.575042442152,877704904
0.0421034482758621,0.0588235294117647,-4.11671331264418,0.195465390625,0.707335445052963,-1.15619459141146,-2.99484005903732,3.68e-05,5301405,595311.304329973,0,0,0,0,0,-173.301404306005,134691609
0.0421034482758621,0.0588235294117647,-4.1186180633467,0.195465390625,0.711176244248564,-1.154308897915,-2.99374486622492,3.68e-05,5301405,595311.322148575,0,0,0,0,0,-173.335727887511,905418076
0.0421034482758621,0.0588235294117647,-4.11710775773795,0.195465390625,0.709440179488073,-1.15607806482723,-3.00052001109255,3.68e-05,5301405,595311.745998313,0,0,0,0,0,-173.306378880121,696862405
0.0421034482758621,0.0588235294117647,-4.11900373135647,0.195465390625,0.707805554217734,-1.15288289014072,-2.99744451903175,3.68e-05,5301405,595313.122535092,0,0,0,0,0,-173.331069453919,917638334
0.0421034482758621,0.0588235294117647,-4.12136291629187,0.195465390625,0.710651130632611,-1.15095178322535,-2.99776084678875,3.68e-05,5301405,595313.08278405,0,0,0,0,0,-173.318694930829,773645119
0.0421034482758621,0.0588235294117647,-14.1312933538958,0.820346640625,20.3906125900511,2.86944334872755,1.81853792605517,3.68e-05,5301405,70310.8049120366,0,0,0,0,0,-328.094631558236,729176042
0.0421034482758621,0.0588235294117647,-14.5258145057206,0.820346640625,21.2182998497946,3.6125949402843,1.8883025446418,3.68000000000001e-05,5301405,70312.19144282,0,0,0,0,0,-330.501378601026,278590255
0.0421034482758621,0.0588235294117647,-14.3459559173971,0.820346640625,22.2960758917617,4.04926007342092,1.54385004110966,3.68e-05,5301405,70314.210923364,0,0,0,0,0,-331.656701734397,44222754
0.0421034482758621,0.0588235294117647,-14.7799222083934,0.820346640625,23.0018524419106,5.51807154972351,1.50826699505293,3.68e-05,5301405,70313.6225681162,0,0,0,0,0,-335.220984112151,362688773
0.0421034482758621,0.0588235294117647,-13.9500333677155,0.820346640625,21.5021227436197,3.56768606634967,1.3624300057641,3.67999999999999e-05,5301405,70313.2091543791,0,0,0,0,0,-330.318613496362,202191063
0.0421034482758621,0.0588235294117647,-1.30852172687408,0.320441640625,5.50831308673684,3.77353503534111,2.01840814128628,3.67999999999999e-05,5301405,370312.956742072,0,0,0,0,0,-259.322716423311,938056200
0.0421034482758621,0.0588235294117647,-0.0757220950667421,0.320441640625,4.10687207040067,3.62988839692244,2.10056843314257,3.68e-05,5301405,370312.857753336,0,0,0,0,0,-241.789098455486,193650976
0.0421034482758621,0.0588235294117647,-2.01229541604897,0.320441640625,4.34014754579619,4.98048975134809,5.69341234575533,3.68e-05,5301405,370312.986269661,0,0,0,0,0,-246.360849796704,58387418
0.0421034482758621,0.0588235294117647,-0.387938185635503,0.320441640625,4.46380181950747,3.74120369573068,1.87219981054519,3.68e-05,5301405,370311.393532516,0,0,0,0,0,-246.354306077028,439410732
0.0421034482758621,0.0588235294117647,1.17821103434459,0.320441640625,3.02273813000067,3.41801609561217,2.41080448402339,3.68e-05,5301405,370312.298713899,0,0,0,0,0,-227.235601148777,902272318
0.0421034482758621,0.0588235294117647,-4.16439177923322,0.070489140625,0.602507798060477,-1.29543925395565,-3.19124089715067,3.68e-05,5301405,220314.306709314,0,0,0,0,0,-167.157134843684,521486249
0.0421034482758621,0.0588235294117647,-4.18322705813693,0.070489140625,0.608700108246995,-1.29319675003823,-3.16885128135492,3.68e-05,5301405,220314.303222754,0,0,0,0,0,-167.152088945054,1060912320
0.0421034482758621,0.0588235294117647,-4.18061122980412,0.070489140625,0.604330335648205,-1.29055585830936,-3.18233663816989,3.68e-05,5301405,220313.084978995,0,0,0,0,0,-167.163427837273,706084556
0.0421034482758621,0.0588235294117647,-4.17934798454003,0.070489140625,0.599797839827605,-1.28993343778764,-3.18436759268401,3.68e-05,5301405,220312.667130305,0,0,0,0,0,-167.14912034516,571666951
0.0421034482758621,0.0588235294117647,-4.17533226313405,0.070489140625,0.597041725241444,-1.28883221903291,-3.18711717662676,3.67999999999999e-05,5301405,220312.715270293,0,0,0,0,0,-167.118254363448,1004687658
0.0421034482758621,0.0588235294117647,3.94210321955226,0.570394140625,2.48072290174211,2.59692601712904,5.29249876537829,3.68e-05,5301405,520312.749651173,0,0,0,0,0,-218.568443071752,365524950
0.0421034482758621,0.0588235294117647,3.94341044475952,0.570394140625,2.47852305908902,2.59542067498787,5.29580754390452,3.68e-05,5301405,520313.507659957,0,0,0,0,0,-218.56707053262,96200198
0.0421034482758621,0.0588235294117647,3.9368331914915,0.570394140625,2.47863514310317,2.59896114289872,5.28705705313922,3.68e-05,5301405,520312.230726424,0,0,0,0,0,-218.567776665053,346740658
0.0421034482758621,0.0588235294117647,3.92779683537819,0.570394140625,2.48046867438235,2.60385517318971,5.2684739171573,3.68e-05,5301405,520311.899781132,0,0,0,0,0,-218.565644194492,973053822
0.0421034482758621,0.0588235294117647,3.93421957553435,0.570394140625,2.48696445246242,2.59802368124441,5.27775493723911,3.68e-05,5301405,520311.747867458,0,0,0,0,0,-218.564792337203,515623919
0.0369655172413793,0.0588235294117647,-10.2450494806764,0.60944921875,13.6813711385022,2.62437941163443,0.811639731471187,3.68000000000001e-05,5301405,346874.922214934,0,0,0,0,0,-306.810385663127,984673936
0.0369655172413793,0.0588235294117647,-10.7414134428403,0.60944921875,16.7791631906,2.65430963127844,0.676796079619094,3.68e-05,5301405,346875.231948616,0,0,0,0,0,-314.02311538656,708440391
0.0369655172413793,0.0588235294117647,-9.19253384359515,0.60944921875,9.93956635900777,1.35451040887594,0.118081256614637,3.68e-05,5301405,346875.893930339,0,0,0,0,0,-295.365211317095,911920539
0.0369655172413793,0.0588235294117647,-8.89392766820786,0.60944921875,9.23023287806947,2.58497374228481,0.384482845439362,3.68e-05,5301405,346875.445356191,0,0,0,0,0,-300.19997096999,1004173780
0.0369655172413793,0.0588235294117647,-9.90126552780905,0.60944921875,14.5436196225138,2.85612800289472,0.619245960545873,3.68e-05,5301405,346876.511286443,0,0,0,0,0,-307.376956827278,376441953
0.0369655172413793,0.0588235294117647,-3.37279215905194,0.10954421875,0.960149140892479,-1.67358862541067,-3.29916862399444,3.68e-05,5301405,46875.0848013492,0,0,0,0,0,-179.724173249339,282507714
0.0369655172413793,0.0588235294117647,-3.96004154333883,0.10954421875,0.762737010601478,-1.58518892903405,-2.8145346980745,3.68e-05,5301405,46876.2406416298,0,0,0,0,0,-174.08953140236,447199395
0.0369655172413793,0.0588235294117647,-3.25381861242111,0.10954421875,1.00198103101188,-1.77828387502074,-3.26641838847701,3.68e-05,5301405,46876.8708801197,0,0,0,0,0,-180.804846135444,748688632
0.0369655172413793,0.0588235294117647,-3.75394587001124,0.10954421875,0.824631257043198,-1.5963481621096,-2.98829112170507,3.68e-05,5301405,46875.4348028665,0,0,0,0,0,-175.245682410994,518135699
0.0369655172413793,0.0588235294117647,-3.39712880498591,0.10954421875,0.948124456150535,-1.65267878801565,-3.30366733325431,3.68e-05,5301405,46877.5286762423,0,0,0,0,0,-179.523907317074,484509078
0.0369655172413793,0.0588235294117647,-12.6596225417723,0.35949671875,17.0410182199969,0.0874408858922656,1.07173578567424,3.68e-05,5301405,496876.126677349,0,0,0,0,0,-318.52991528796,103388401
0.0369655172413793,0.0588235294117647,-12.2042249202576,0.35949671875,16.1448204141947,0.469854675423165,1.02757668387368,3.68000000000001e-05,5301405,496875.06961347,0,0,0,0,0,-316.145698198418,439745799
0.0369655172413793,0.0588235294117647,-11.8076763697007,0.35949671875,15.7520800691395,-0.0369494566395354,0.796270277312199,3.68e-05,5301405,496873.572929362,0,0,0,0,0,-312.884329574076,766468134
0.0369655172413793,0.0588235294117647,-12.6402287317096,0.35949671875,17.7070902542709,0.333461354727823,1.15345072841696,3.68e-05,5301405,496875.221022063,0,0,0,0,0,-318.800314031809,1017437702
0.0369655172413793,0.0588235294117647,-12.390173128834,0.35949671875,16.7224859832826,0.60185965745622,1.12210874371894,3.68e-05,5301405,496875.077426405,0,0,0,0,0,-317.552351611615,136217441
0.0369655172413793,0.0588235294117647,-2.27946411365234,0.85940171875,5.04395957564324,8.72925187142038,4.39154686102617,3.68e-05,5301405,196876.272032318,0,0,0,0,0,-254.025029404376,1008200735
0.0369655172413793,0.0588235294117647,-3.23859496948049,0.85940171875,8.48776561416347,4.58345041897205,1.63195431864618,3.68e-05,5301405,196877.1209858,0,0,0,0,0,-283.851607863776,733852502
0.0369655172413793,0.0588235294117647,-4.45217477926227,0.85940171875,3.69512568650143,1.9705074924601,-0.908406486885321,3.68e-05,5301405,196874.955804579,0,0,0,0,0,-250.000011312183,366838072
0.0369655172413793,0.0588235294117647,-3.52621099520535,0.85940171875,7.70870764838914,9.28605535891051,3.53594128740446,3.68e-05,5301405,196875.442080486,0,0,0,0,0,-277.926068087957,425261523
0.0369655172413793,0.0588235294117647,-4.87055287150751,0.85940171875,5.41560238376709,2.78347942407602,-0.561770725350708,3.68e-05,5301405,196873.697146887,0,0,0,0,0,-269.675571130837,702662363
0.0369655172413793,0.0588235294117647,-6.40785501361327,0.23452046875,2.80573841181895,-0.365305168559262,-2.94881233136646,3.68e-05,5301405,421875.658850809,0,0,0,0,0,-223.331123915726,500066782
0.0369655172413793,0.0588235294117647,-4.63530057037835,0.23452046875,1.00590027144197,-0.999240951959898,-3.05174389909608,3.68e-05,5301405,421874.893092847,0,0,0,0,0,-177.960481300796,987388986
0.0369655172413793,0.0588235294117647,-4.80648692060089,0.23452046875,1.10057869987377,-0.957972512431553,-2.94970973380219,3.68e-05,5301405,421874.689691742,0,0,0,0,0,-181.559004538944,413537514
0.0369655172413793,0.0588235294117647,-6.06394727002069,0.23452046875,2.57817080055997,-0.463972416072907,-2.97647409173009,3.68e-05,5301405,421875.062791553,0,0,0,0,0,-215.892435245197,150501687
0.0369655172413793,0.0588235294117647,-5.4831095344834,0.23452046875,1.8139272332311,-0.591314653133653,-3.12742718114285,3.68000000000001e-05,5301405,421873.635352722,0,0,0,0,0,-201.28662301809,1056869629
0.0369655172413793,0.0588235294117647,2.03210157273681,0.73442546875,2.7301221681422,3.13359843640372,6.51757045056526,3.67999999999999e-05,5301405,121874.624789751,0,0,0,0,0,-223.324870981735,583907210
0.0369655172413793,0.0588235294117647,1.35693275280702,0.73442546875,2.83391944274702,3.95567503347018,7.39936019563219,3.68e-05,5301405,121874.63281833,0,0,0,0,0,-224.767391016233,425448317
0.0369655172413793,0.0588235294117647,1.71446652709792,0.73442546875,2.76580322580541,3.35963035947772,6.72655461291795,3.68e-05,5301405,121876.977154838,0,0,0,0,0,-224.055809072694,923171582
0.0369655172413793,0.0588235294117647,2.36368767016566,0.73442546875,2.70783104433056,2.9078655283452,7.02000683611423,3.68e-05,5301405,121874.814050487,0,0,0,0,0,-222.847873861243,912150014
0.0369655172413793,0.0588235294117647,2.34935056233549,0.73442546875,2.70740103587426,2.9098174867709,6.84880533524996,3.68e-05,5301405,121875.663308663,0,0,0,0,0,-222.829741780831,196968183
0.0369655172413793,0.0588235294117647,-4.11687372809867,0.98437796875,0.549761888731516,-1.17999859363901,-2.98738866133474,3.68e-05,5301405,571874.901246885,0,0,0,0,0,-171.762515508228,995370710
0.0369655172413793,0.0588235294117647,-4.12066553736503,0.98437796875,0.539571010209493,-1.1894946179383,-2.96544765895274,3.68e-05,5301405,571875.922951066,0,0,0,0,0,-171.756708264193,407815867
0.0369655172413793,0.0588235294117647,-4.11550673553768,0.98437796875,0.546970174208755,-1.18719321316192,-2.96793879881265,3.68e-05,5301405,571872.191335534,0,0,0,0,0,-171.771196014587,197421984
0.0369655172413793,0.0588235294117647,-4.09599621787314,0.98437796875,0.54097158549336,-1.21176732933277,-2.98436871805156,3.68e-05,5301405,571875.748581029,0,0,0,0,0,-171.70623661404,1009754997
0.0369655172413793,0.0588235294117647,-4.11630329777047,0.98437796875,0.545870842328286,-1.17054405288996,-2.97698447981389,3.68e-05,5301405,571874.508902558,0,0,0,0,0,-171.748058435578,660913889
0.0369655172413793,0.0588235294117647,7.5515081512387,0.48447296875,4.26384774868714,0.219405787557331,0.89051105069181,3.68000000000001e-05,5301405,271876.797800612,0,0,0,0,0,-376.415454306781,456435545
0.0369655172413793,0.0588235294117647,4.23501048968944,0.48447296875,43.1809130840116,1.35864407619206,0.334488026988271,3.68e-05,5301405,271877.460525684,0,0,0,0,0,-365.79981706813,929839149
0.0369655172413793,0.0588235294117647,4.86948653893769,0.48447296875,7.69772251638844,2.22033393011024,2.48022167986748,3.68e-05,5301405,271876.148751293,0,0,0,0,0,-261.972970455489,118954858
0.0369655172413793,0.0588235294117647,3.38789186455727,0.48447296875,3.19322393438096,-0.158176018913771,1.82277227684014,3.68e-05,5301405,271874.574565277,0,0,0,0,0,-408.721657800788,333105954
0.0369655172413793,0.0588235294117647,3.94091908875163,0.48447296875,10.6521865214449,-0.545159756861804,2.33822389100732,3.68000000000001e-05,5301405,271875.130288799,0,0,0,0,0,-391.675892259019,652907778
0.0369655172413793,0.0588235294117647,-14.4225599831024,0.79691359375,19.1368172003944,-0.651652163200644,0.771128055853503,3.68e-05,5301405,384376.949399749,0,0,0,0,0,-326.742068868901,555972366
0.0369655172413793,0.0588235294117647,-16.3542385582113,0.79691359375,4.0171694253879,-0.653826531409578,-0.0145607530100478,3.68e-05,5301405,384374.667699027,0,0,0,0,0,-466.253647889266,686733134
0.0369655172413793,0.0588235294117647,-16.4520321362855,0.79691359375,1.53210638273621,-0.292626314975626,-0.521073676508267,3.68000000000001e-05,5301405,384376.423359423,0,0,0,0,0,-622.1178792685,565866551
0.0369655172413793,0.0588235294117647,-12.9645695286044,0.79691359375,14.0320785894949,-0.262286284647533,-0.80027506624491,3.67999999999999e-05,5301405,384375.874093845,0,0,0,0,0,-314.966930032692,276005010
0.0369655172413793,0.0588235294117647,-15.2291265217242,0.79691359375,19.5745250846397,-0.825431489078343,0.801089448599201,3.68e-05,5301405,384373.643838689,0,0,0,0,0,-331.528566729551,727906941
0.0369655172413793,0.0588235294117647,-4.04912304376959,0.29700859375,0.648272556544002,-1.48349580742081,-2.95926315527944,3.68e-05,5301405,84373.8825737409,0,0,0,0,0,-170.771740494194,823356637
0.0369655172413793,0.0588235294117647,-4.04672728777209,0.29700859375,0.65393879356728,-1.48061564013425,-2.95830235186211,3.68e-05,5301405,84375.2337350432,0,0,0,0,0,-170.778724676987,191217686
0.0369655172413793,0.0588235294117647,-4.06036793794923,0.29700859375,0.650669708296234,-1.47505649590086,-2.95504065808198,3.68e-05,5301405,84376.2024957181,0,0,0,0,0,-170.758260849419,591879129
0.0369655172413793,0.0588235294117647,-4.01325424499354,0.29700859375,0.667959438706365,-1.4641653833757,-3.02146536878368,3.68e-05,5301405,84376.211762748,0,0,0,0,0,-170.878325203493,853133916
0.0369655172413793,0.0588235294117647,-4.05308455510126,0.29700859375,0.649536825369224,-1.46911758551864,-2.97588796702791,3.68000000000001e-05,5301405,84376.1851158142,0,0,0,0,0,-170.789509649402,315431259
0.0369655172413793,0.0588235294117647,-2.70022287680311,0.04705609375,3.30480970268384,8.44923416914089,9.42492904081641,3.68e-05,5301405,534373.983528177,0,0,0,0,0,-231.327807969567,1041270950
0.0369655172413793,0.0588235294117647,-2.1754172873314,0.04705609375,3.23763148097345,7.91793390230309,8.77024858395294,3.68e-05,5301405,534375.291613189,0,0,0,0,0,-230.689032223404,1010882706
0.0369655172413793,0.0588235294117647,-2.72174444841841,0.04705609375,3.28633033968183,8.62136774756179,9.39624476162014,3.68000000000001e-05,5301405,534376.599702508,0,0,0,0,0,-231.288573983908,100220969
0.0369655172413793,0.0588235294117647,-2.04728804475848,0.04705609375,3.13675955316087,8.64766859111843,8.92113200915848,3.68e-05,5301405,534374.179762454,0,0,0,0,0,-229.358482465394,608183250
0.0369655172413793,0.0588235294117647,-2.98323388776573,0.04705609375,3.31980323441346,8.76455630927308,9.5157546506081,3.68e-05,5301405,534374.937676385,0,0,0,0,0,-232.199776403378,849061391
0.0369655172413793,0.0588235294117647,-3.30407066496623,0.54696109375,2.19526998934942,0.461847168856119,-1.52780731962949,3.68e-05,5301405,234375.781724403,0,0,0,0,0,-224.011948832608,741797652
0.0369655172413793,0.0588235294117647,-2.37474687635077,0.54696109375,6.19102214236201,1.75685678926549,-1.60154381563176,3.68e-05,5301405,234376.537434753,0,0,0,0,0,-271.690836707349,16911902
0.0369655172413793,0.0588235294117647,-2.87069226786202,0.54696109375,5.56887208941494,1.66807351875589,-1.61951815666279,3.68e-05,5301405,234375.194853047,0,0,0,0,0,-262.363580946515,341243093
0.0369655172413793,0.0588235294117647,-3.16902451698216,0.54696109375,2.66912898226977,0.717374634579885,-1.6104327907192,3.68e-05,5301405,234374.955949732,0,0,0,0,0,-233.35027836648,195920592
0.0369655172413793,0.0588235294117647,-3.23319415956812,0.54696109375,3.71402985775452,1.37588599333978,-1.4425180747176,3.68e-05,5301405,234376.875672518,0,0,0,0,0,-247.829895996334,407317429
0.0369655172413793,0.0588235294117647,-8.58234958511968,0.42198484375,0.016583493592269,5.85689558348736,-2.02927742376249,3.68000000000001e-05,5301405,309376.437021783,0,0,0,0,0,-831.677304825097,824577444
0.0369655172413793,0.0588235294117647,-9.13307733091839,0.42198484375,0.0337000589507168,6.56447696936912,-1.89772908821707,3.67999999999999e-05,5301405,309377.27652525,0,0,0,0,0,-864.524600818926,802865847
0.0369655172413793,0.0588235294117647,-9.25236652627559,0.42198484375,0.0028156094341157,6.30082096587734,-1.58721405423368,3.68e-05,5301405,309373.968336266,0,0,0,0,0,-841.0449066203,307549757
0.0369655172413793,0.0588235294117647,-8.96963419937786,0.42198484375,0.0275081372164603,6.12750603650158,-1.92423888041064,3.68e-05,5301405,309376.013739754,0,0,0,0,0,-826.645277632004,590372470
0.0369655172413793,0.0588235294117647,-5.49649058505635,0.42198484375,0.0130754102373139,5.88487484764349,-1.34386314598684,3.68e-05,5301405,309375.94163157,0,0,0,0,0,-874.751625220767,87224326
0.0369655172413793,0.0588235294117647,4.05843474358454,0.92188984375,2.61368166557509,2.5120930544947,5.72213351999241,3.68e-05,5301405,9376.57096349411,0,0,0,0,0,-221.40693619777,735951415
0.0369655172413793,0.0588235294117647,4.01205402170177,0.92188984375,2.62164252566069,2.52749745004113,5.70167419476937,3.68e-05,5301405,9376.68687469338,0,0,0,0,0,-221.402888275238,386241161
0.0369655172413793,0.0588235294117647,4.13714959302805,0.92188984375,2.62509707041897,2.46793849343024,5.89097729253038,3.68e-05,5301405,9374.20497369542,0,0,0,0,0,-221.411577459539,341118637
0.0369655172413793,0.0588235294117647,4.13346263640639,0.92188984375,2.62363711870196,2.47960397763885,5.85773096675696,3.68e-05,5301405,9375.99859066835,0,0,0,0,0,-221.408271059508,825359818
0.0369655172413793,0.0588235294117647,4.08527012380801,0.92188984375,2.62414186136772,2.48298451219973,5.79933706034902,3.68e-05,5301405,9375.29386857782,0,0,0,0,0,-221.405826060123,1056678019
0.0369655172413793,0.0588235294117647,-11.9448918829365,0.67193734375,12.9760647453968,0.561676379513998,-2.48208657107062,3.68000000000001e-05,5301405,459375.038640871,0,0,0,0,0,-304.779360961465,1005498608
0.0369655172413793,0.0588235294117647,-10.0607044142649,0.67193734375,7.65260796336896,0.10364135736425,-1.83303244066593,3.68e-05,5301405,459375.363572369,0,0,0,0,0,-282.626932121867,496332650
0.0369655172413793,0.0588235294117647,-10.1180081414539,0.67193734375,7.95818752971824,0.0176254792873766,-1.65764172130795,3.68000000000001e-05,5301405,459374.084331036,0,0,0,0,0,-283.84718385047,502502627
0.0369655172413793,0.0588235294117647,-12.382905116594,0.67193734375,18.4657616534051,-0.591990798504603,-1.55270441891156,3.68e-05,5301405,459372.977493009,0,0,0,0,0,-320.886566954586,955946544
0.0369655172413793,0.0588235294117647,-11.4938784675186,0.67193734375,10.017372625664,-0.334026112237576,-1.05964553880211,3.68000000000001e-05,5301405,459375.450370748,0,0,0,0,0,-301.316394739115,671252277
0.0369655172413793,0.0588235294117647,3.77798247919359,0.17203234375,2.61841267386213,2.72401317864135,4.72564452704392,3.68e-05,5301405,159375.159861758,0,0,0,0,0,-220.915730497632,104104206
0.0369655172413793,0.0588235294117647,3.79516833024055,0.17203234375,2.61881566516899,2.70965297007239,4.79904697252181,3.67999999999999e-05,5301405,159374.621289385,0,0,0,0,0,-220.900941879664,76761464
0.0369655172413793,0.0588235294117647,3.79202118788056,0.17203234375,2.60970051342209,2.71274143323817,4.7696545111494,3.68000000000001e-05,5301405,159375.109200343,0,0,0,0,0,-220.908508761727,648922289
0.0369655172413793,0.0588235294117647,3.74299773140593,0.17203234375,2.62021232655482,2.73275483132255,4.70058036682892,3.68e-05,5301405,159376.452276735,0,0,0,0,0,-220.924525793304,980880932
0.0369655172413793,0.0588235294117647,3.72314380769319,0.17203234375,2.61680333139287,2.73978117470307,4.66946505537834,3.68e-05,5301405,159376.158703431,0,0,0,0,0,-220.934712802657,425052070
0.0369655172413793,0.0588235294117647,-3.44412587389434,0.26576453125,3.23413720495863,9.73142158104725,10.5331881885284,3.68e-05,5301405,215624.704986529,0,0,0,0,0,-231.255764172688,530394874
0.0369655172413793,0.0588235294117647,-3.52688203097873,0.26576453125,3.23926912381645,10.2719329532385,10.7864136459893,3.68e-05,5301405,215623.551245491,0,0,0,0,0,-230.544123032868,711826546
0.0369655172413793,0.0588235294117647,-3.77488831797791,0.26576453125,3.49559330666552,9.60150599282276,10.1167140124751,3.68e-05,5301405,215623.569087923,0,0,0,0,0,-234.110311889554,411669223
0.0369655172413793,0.0588235294117647,-4.44460322980169,0.26576453125,3.650624393115,10.0666871028158,10.5119234954336,3.68e-05,5301405,215626.137635735,0,0,0,0,0,-236.597897104678,303978107
0.0369655172413793,0.0588235294117647,-3.78349558068603,0.26576453125,3.36039196823446,9.85606296721663,10.4589302327553,3.68e-05,5301405,215626.039266687,0,0,0,0,0,-232.953451293495,546546214
0.0369655172413793,0.0588235294117647,-2.16151530494859,0.76566953125,8.13017332908604,3.75935028188621,-1.3773645923611,3.68e-05,5301405,515627.138174912,0,0,0,0,0,-302.232773641664,970424631
0.0369655172413793,0.0588235294117647,-1.27836720953882,0.76566953125,10.7397199850525,3.6203226128785,-1.57523321212548,3.68e-05,5301405,515624.191742271,0,0,0,0,0,-310.300904133414,360796867
0.0369655172413793,0.0588235294117647,3.18965475581914,0.76566953125,2.65223061583941,2.91949427581316,4.08164522039947,3.67999999999999e-05,5301405,515623.426325099,0,0,0,0,0,-221.947668130258,196802032
0.0369655172413793,0.0588235294117647,-1.88229352159618,0.76566953125,7.14379698116479,3.68172080023307,-0.978894639110435,3.68e-05,5301405,515625.43820384,0,0,0,0,0,-319.196612752124,546287322
0.0369655172413793,0.0588235294117647,-2.73148008579788,0.76566953125,6.45553412575342,2.7799626283496,-1.41435426397928,3.68e-05,5301405,515623.040517838,0,0,0,0,0,-278.161246206404,626709444
0.0369655172413793,0.0588235294117647,-3.86329293128043,0.51571703125,0.896411464150352,-1.86866245296038,-2.50664237890538,3.68e-05,5301405,65625.0497444355,0,0,0,0,0,-177.793833609452,905308967
0.0369655172413793,0.0588235294117647,-4.94243751680424,0.51571703125,2.34213230305255,-0.158959825613996,-0.760528009755218,3.68e-05,5301405,65626.0930460849,0,0,0,0,0,-226.47247854961,238087528
0.0369655172413793,0.0588235294117647,-3.73472474892043,0.51571703125,1.21377865747221,-1.16924521019069,-1.52515816435546,3.68e-05,5301405,65625.3663159073,0,0,0,0,0,-193.352114533435,1031075985
0.0369655172413793,0.0588235294117647,-3.58339299825876,0.51571703125,1.16389231960285,-1.47551832588181,-1.68134196973454,3.68e-05,5301405,65625.3793136428,0,0,0,0,0,-190.199757331044,381366925
