"rho","gamma","b_3","sigma_P","sigma_M","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.139724137931034,0.0588235294117647,-10.3803307830367,0.60944921875,7.85898865519676,3.18742969953221,0.487443504289969,3.67999999999999e-05,5301405,346875.35899133,0,0,0,0,0,-293.16631805384,793794919
0.139724137931034,0.0588235294117647,-10.1847198554489,0.60944921875,7.59677399205427,2.73782216744559,0.803194212958975,3.68e-05,5301405,346875.092636963,0,0,0,0,0,-286.701589592489,257692086
0.139724137931034,0.0588235294117647,-8.25692653390949,0.60944921875,4.84771171168851,2.70807705973965,-0.204813633654734,3.68e-05,5301405,346874.407891273,0,0,0,0,0,-268.59144469223,130924921
0.139724137931034,0.0588235294117647,-3.97466532382199,0.10954421875,0.870089420837031,-1.6389998730606,-3.48308424437248,3.68e-05,5301405,46875.7714935857,0,0,0,0,0,-182.503018634107,63236961
0.139724137931034,0.0588235294117647,-3.77653254079025,0.10954421875,0.921490556625388,-1.65446573613758,-3.62835207835449,3.68e-05,5301405,46876.4441747239,0,0,0,0,0,-182.184642458175,657660054
0.139724137931034,0.0588235294117647,-3.83733064278139,0.10954421875,0.923182063653765,-1.64181307472828,-3.59467331434258,3.68e-05,5301405,46874.9942254715,0,0,0,0,0,-182.050164306603,320461953
0.139724137931034,0.0588235294117647,-3.00767935695934,0.10954421875,1.30521133153523,-1.43466048325953,-4.48394624390315,3.68e-05,5301405,46874.9058395156,0,0,0,0,0,-191.110235480741,1065619260
0.139724137931034,0.0588235294117647,-3.96401166896679,0.10954421875,0.905621741716833,-1.61550214986346,-3.51862945922,3.68e-05,5301405,46876.6007631715,0,0,0,0,0,-182.19758472234,395189205
0.139724137931034,0.0588235294117647,-12.5928300928897,0.35949671875,11.3061540352734,-0.0473689791296654,1.42788898236205,3.68e-05,5301405,496877.685810586,0,0,0,0,0,-299.133486555336,368271035
0.139724137931034,0.0588235294117647,-13.4718142869944,0.35949671875,14.0575368250019,0.408679016249601,1.47508209325401,3.67999999999999e-05,5301405,496874.437275083,0,0,0,0,0,-307.33719021147,269213540
0.139724137931034,0.0588235294117647,-12.9041464071109,0.35949671875,11.7798865046147,0.250254875971437,1.46095289144346,3.68000000000001e-05,5301405,496873.911662519,0,0,0,0,0,-301.161189420993,1046847986
0.139724137931034,0.0588235294117647,-12.4798672550955,0.35949671875,10.4608521152727,0.0914177717820743,1.17887646622457,3.68e-05,5301405,496875.399183326,0,0,0,0,0,-298.155426442291,996640243
0.139724137931034,0.0588235294117647,-13.0231865601329,0.35949671875,11.5117104599536,0.16931612641017,1.38253606717416,3.68e-05,5301405,496874.898201014,0,0,0,0,0,-301.574607698528,1063196177
0.139724137931034,0.0588235294117647,-6.0402723190165,0.85940171875,6.90190031187942,5.01807490504776,0.211977711571733,3.68e-05,5301405,196874.73528642,0,0,0,0,0,-285.577463991171,654939510
0.139724137931034,0.0588235294117647,-2.74948393604768,0.85940171875,3.82699289211168,4.42669921388835,1.67956022366749,3.68e-05,5301405,196875.852363382,0,0,0,0,0,-247.8888724095,115728769
0.139724137931034,0.0588235294117647,-3.24900780213036,0.85940171875,5.11625918297646,8.25726800048037,2.8497614572128,3.68e-05,5301405,196875.605278312,0,0,0,0,0,-258.672360446813,595000723
0.139724137931034,0.0588235294117647,-5.33096675624269,0.85940171875,3.43169068267319,3.02287874057818,-0.456906014941229,3.68e-05,5301405,196876.149067981,0,0,0,0,0,-249.562887281143,260897026
0.139724137931034,0.0588235294117647,-5.2608240541423,0.85940171875,6.23571292055331,4.76707004728367,0.0221759252557816,3.68e-05,5301405,196876.069590199,0,0,0,0,0,-280.350913549238,25963558
0.139724137931034,0.0588235294117647,-5.30056944878954,0.23452046875,0.962501713892466,-0.680312667206448,-3.23015665988632,3.68e-05,5301405,421874.828961124,0,0,0,0,0,-180.288538634471,784002002
0.139724137931034,0.0588235294117647,-5.74161995739531,0.23452046875,1.08018272632488,-0.620214233677181,-2.9117558213769,3.67999999999999e-05,5301405,421875.067581437,0,0,0,0,0,-185.18705644595,687106920
0.139724137931034,0.0588235294117647,-5.43108054050792,0.23452046875,0.996080317686117,-0.653965437086678,-3.13629857229999,3.67999999999999e-05,5301405,421873.104489508,0,0,0,0,0,-181.482910387387,626556921
0.139724137931034,0.0588235294117647,-5.35110569847184,0.23452046875,0.961885154319623,-0.656010173162152,-3.21730019681528,3.68e-05,5301405,421875.770654639,0,0,0,0,0,-180.657117841268,893545031
0.139724137931034,0.0588235294117647,-5.48316071492626,0.23452046875,1.016684571629,-0.675673651021622,-3.02456068253215,3.68e-05,5301405,421874.920710266,0,0,0,0,0,-182.15777014665,863719100
0.139724137931034,0.0588235294117647,1.09787210582653,0.73442546875,1.71413648954477,3.24298900122953,6.44835331140466,3.68e-05,5301405,121875.663037708,0,0,0,0,0,-202.060613292089,832176995
0.139724137931034,0.0588235294117647,1.59656846988349,0.73442546875,1.70790167105294,3.26118121824423,3.16302307830536,3.68000000000001e-05,5301405,121876.019099174,0,0,0,0,0,-202.71182896962,509101555
0.139724137931034,0.0588235294117647,1.5999024340552,0.73442546875,1.70068338632939,3.27188043698661,3.12859978736051,3.68e-05,5301405,121876.405904401,0,0,0,0,0,-202.713329624864,590714790
0.139724137931034,0.0588235294117647,1.08053290403423,0.73442546875,1.71574853481025,3.26269543992729,6.38444686817797,3.68e-05,5301405,121875.58943274,0,0,0,0,0,-202.071516163425,429343778
0.139724137931034,0.0588235294117647,1.07446217420308,0.73442546875,1.71241789389677,3.26852750175538,6.35451358941524,3.67999999999999e-05,5301405,121874.911727294,0,0,0,0,0,-202.078540731177,32456408
0.139724137931034,0.0588235294117647,-4.57808860433902,0.98437796875,0.701655294413286,-1.05815629727546,-3.36428018782418,3.68e-05,5301405,571876.980585511,0,0,0,0,0,-176.520225800807,1046576423
0.139724137931034,0.0588235294117647,-4.55517263967255,0.98437796875,0.695850354503343,-1.08113161485994,-3.34957075478671,3.68e-05,5301405,571873.453358919,0,0,0,0,0,-176.526776066928,372194322
0.139724137931034,0.0588235294117647,-4.54875681413899,0.98437796875,0.702118099793929,-1.09294089931271,-3.35000710458485,3.68e-05,5301405,571875.061000387,0,0,0,0,0,-176.550143746449,159094885
0.139724137931034,0.0588235294117647,-4.55735299585773,0.98437796875,0.703084946198303,-1.07386339556747,-3.35599943110498,3.67999999999999e-05,5301405,571874.675666052,0,0,0,0,0,-176.533392029038,424481806
0.139724137931034,0.0588235294117647,-4.56034831882633,0.98437796875,0.700689053653624,-1.06823457087589,-3.36260243595273,3.68e-05,5301405,571875.300936517,0,0,0,0,0,-176.544140200191,679106507
0.139724137931034,0.0588235294117647,4.3355802664041,0.48447296875,14.6953520887776,-2.07032020499004,1.29322458529734,3.68000000000001e-05,5301405,271874.537130239,0,0,0,0,0,-405.289302609632,709152118
0.139724137931034,0.0588235294117647,2.98484280809808,0.48447296875,1.91574303278486,-0.146409488880611,2.28976822834386,3.68000000000001e-05,5301405,271876.476956113,0,0,0,0,0,-379.610260670874,615932402
0.139724137931034,0.0588235294117647,5.47104665849814,0.48447296875,5.01965202426373,0.832920940714525,1.07172953606555,3.68e-05,5301405,271874.4981672,0,0,0,0,0,-344.451406477889,351926444
0.139724137931034,0.0588235294117647,4.83553917195663,0.48447296875,37.4394943848444,-0.00927536105501809,-0.340380080126237,3.68e-05,5301405,271875.961708418,0,0,0,0,0,-370.761413366504,936760051
0.139724137931034,0.0588235294117647,5.40287666758494,0.48447296875,7.94651850833256,1.71623004671527,1.79157994437383,3.68e-05,5301405,271875.128681001,0,0,0,0,0,-270.412296344169,348217243
0.139724137931034,0.0588235294117647,-12.3136563330784,0.79691359375,7.02178750697273,-0.619576260460554,-0.340670633196215,3.68e-05,5301405,384374.750839045,0,0,0,0,0,-283.304131203585,1042290360
0.139724137931034,0.0588235294117647,-13.4063676246163,0.79691359375,8.88324988140274,-0.746012793335959,0.149622474125597,3.67999999999999e-05,5301405,384374.543657416,0,0,0,0,0,-295.64104525514,258464811
0.139724137931034,0.0588235294117647,-11.7121152048148,0.79691359375,6.45350294930423,-0.599028773531882,-0.293542631337032,3.68e-05,5301405,384375.000810353,0,0,0,0,0,-276.533327068728,759652904
0.139724137931034,0.0588235294117647,-16.2053395404146,0.79691359375,0.0500043241185661,-3.17748119953512,-2.07915414084671,3.68e-05,5301405,384375.282170798,0,0,0,0,0,-986.475412262807,606985479
0.139724137931034,0.0588235294117647,-13.5479052670823,0.79691359375,8.91387521158474,-0.668458024739478,0.409962943225192,3.68e-05,5301405,384374.394622389,0,0,0,0,0,-297.512441277264,155810984
0.139724137931034,0.0588235294117647,-4.68295876592824,0.29700859375,1.19672599936034,-0.586384655411533,-3.97459178964402,3.68e-05,5301405,84375.1483940311,0,0,0,0,0,-186.255992333473,940167362
0.139724137931034,0.0588235294117647,-4.11145859130936,0.29700859375,0.686710905531078,-1.54398309879269,-3.51698674552396,3.67999999999999e-05,5301405,84374.7350667521,0,0,0,0,0,-175.752250632544,28194439
0.139724137931034,0.0588235294117647,-4.11802366652232,0.29700859375,0.643034331346359,-1.53581310136568,-3.5212946890775,3.67999999999999e-05,5301405,84376.3547643764,0,0,0,0,0,-175.737243864321,616241085
0.139724137931034,0.0588235294117647,-4.1335048672365,0.29700859375,0.660013785182196,-1.52639276768811,-3.51587824289945,3.68000000000001e-05,5301405,84377.7183140438,0,0,0,0,0,-175.66177246404,718537930
0.139724137931034,0.0588235294117647,-4.16833803031469,0.29700859375,0.655556916835482,-1.50831849365318,-3.51408404845176,3.68e-05,5301405,84376.3658206347,0,0,0,0,0,-175.835320458881,949946083
0.139724137931034,0.0588235294117647,-2.48985530996847,0.04705609375,1.97777057039319,7.82539354125806,8.17476204899773,3.67999999999999e-05,5301405,534374.392385172,0,0,0,0,0,-208.157067341845,1050204376
0.139724137931034,0.0588235294117647,-3.55718424161588,0.04705609375,2.1392634246363,8.52133951105521,8.81388676600514,3.68e-05,5301405,534373.969308613,0,0,0,0,0,-211.806598855665,86546609
0.139724137931034,0.0588235294117647,-2.57417629213724,0.04705609375,1.91159065896484,8.40928926432165,9.02633819505425,3.68e-05,5301405,534378.810445131,0,0,0,0,0,-206.708743458457,414566779
0.139724137931034,0.0588235294117647,-2.83968522293936,0.04705609375,1.97507035452922,8.0566982155745,8.7856074699042,3.68e-05,5301405,534375.274860501,0,0,0,0,0,-208.310603640877,553614131
0.139724137931034,0.0588235294117647,-2.93393502486271,0.04705609375,1.97218221189775,9.29946587461897,8.52588448339975,3.68e-05,5301405,534375.905902259,0,0,0,0,0,-208.063144916461,679472393
0.139724137931034,0.0588235294117647,-2.09665884914943,0.54696109375,4.16475370841454,2.46034852755347,-1.7543567282562,3.68000000000001e-05,5301405,234376.792998158,0,0,0,0,0,-259.836023743758,448777426
0.139724137931034,0.0588235294117647,1.16865593626619,0.54696109375,2.36401814683231,3.75268827513267,1.31048890635378,3.68e-05,5301405,234375.301785457,0,0,0,0,0,-213.214913838678,176487753
0.139724137931034,0.0588235294117647,-2.35857670768181,0.54696109375,4.57411695832894,2.68831632128695,-1.57333515911639,3.68e-05,5301405,234375.377490932,0,0,0,0,0,-259.428129408505,473905275
0.139724137931034,0.0588235294117647,-1.24980648202748,0.54696109375,8.2483463045706,3.44986807099955,-1.97120664289099,3.68e-05,5301405,234376.135129434,0,0,0,0,0,-289.264694688751,3569161
0.139724137931034,0.0588235294117647,1.48208555820902,0.54696109375,1.73667967942785,3.37401875328312,2.6303972463751,3.68e-05,5301405,234375.625896606,0,0,0,0,0,-202.956168861545,403539532
0.139724137931034,0.0588235294117647,-7.76189318191303,0.42198484375,0.0202740638220933,5.67565780524348,-2.01919511082266,3.68e-05,5301405,309374.334501167,0,0,0,0,0,-795.916453534268,109262867
0.139724137931034,0.0588235294117647,-7.3515167089285,0.42198484375,0.00784774962439724,5.64718907015435,-2.32561823992885,3.68e-05,5301405,309374.597322587,0,0,0,0,0,-800.173366963257,720978968
0.139724137931034,0.0588235294117647,-7.18048296563043,0.42198484375,0.0427875998601598,6.05248088640099,-2.57876004749149,3.68e-05,5301405,309376.674962383,0,0,0,0,0,-800.052109382232,395524562
0.139724137931034,0.0588235294117647,-6.43490547454981,0.42198484375,0.0260628975223152,4.31009274405368,-3.05261173477393,3.68e-05,5301405,309377.453616052,0,0,0,0,0,-887.620461430096,41387028
0.139724137931034,0.0588235294117647,-7.45673965036852,0.42198484375,0.0433269990197267,5.22432207408152,-2.19324641692661,3.68e-05,5301405,309375.682753676,0,0,0,0,0,-801.295923413436,503703031
0.139724137931034,0.0588235294117647,3.18778437985068,0.92188984375,1.7591933777703,2.53125716159689,5.84354317684385,3.68e-05,5301405,9374.87879498329,0,0,0,0,0,-203.053501195574,1033112181
0.139724137931034,0.0588235294117647,3.17713374112219,0.92188984375,1.75680445449773,2.5371891620736,5.89674222564508,3.68e-05,5301405,9374.81614862637,0,0,0,0,0,-203.051128173986,370258507
0.139724137931034,0.0588235294117647,2.39750756223906,0.92188984375,1.73989046557305,2.74200597868463,6.15182391540871,3.68e-05,5301405,9376.43861931079,0,0,0,0,0,-202.797233589583,121328261
0.139724137931034,0.0588235294117647,2.86492972932524,0.92188984375,1.75022740420222,2.6166994463442,5.84716088351149,3.68e-05,5301405,9375.93922563213,0,0,0,0,0,-202.985192338951,447120982
0.139724137931034,0.0588235294117647,2.40664645157774,0.92188984375,1.73631601527423,2.75741203725203,5.86712837977593,3.68000000000001e-05,5301405,9374.70529558973,0,0,0,0,0,-202.836053678349,462578078
0.139724137931034,0.0588235294117647,-10.867890124186,0.67193734375,5.39242578296897,0.44124488270715,-2.25180653461287,3.68e-05,5301405,459375.632782293,0,0,0,0,0,-264.081328101017,50754407
0.139724137931034,0.0588235294117647,-10.4013965941067,0.67193734375,4.64453487413099,0.214438139133314,-2.03212799421297,3.68000000000001e-05,5301405,459374.295369207,0,0,0,0,0,-257.626449795215,725585010
0.139724137931034,0.0588235294117647,-8.49154795785948,0.67193734375,2.70207630633471,-0.0481540580889853,-2.18455164059214,3.68e-05,5301405,459375.454566544,0,0,0,0,0,-229.065082420574,1035610750
0.139724137931034,0.0588235294117647,-8.58883440912061,0.67193734375,2.86371067425408,0.119927618246987,-2.37211238208945,3.68e-05,5301405,459374.972853264,0,0,0,0,0,-230.743316687182,9025109
0.139724137931034,0.0588235294117647,-7.97257186346253,0.67193734375,2.33185094138819,-0.0762969276606259,-2.36016375150377,3.68e-05,5301405,459376.158493319,0,0,0,0,0,-220.520251727984,399246092
0.139724137931034,0.0588235294117647,1.68879714484792,0.17203234375,1.74726019728782,3.26020872069254,2.84474533999416,3.68e-05,5301405,159375.894483096,0,0,0,0,0,-202.741691128371,290674050
0.139724137931034,0.0588235294117647,1.68827157822798,0.17203234375,1.75144266509542,3.26041993777783,2.84901069145191,3.68e-05,5301405,159375.926802192,0,0,0,0,0,-202.742874229492,57018371
0.139724137931034,0.0588235294117647,1.69765453377337,0.17203234375,1.74611333033858,3.25857735363465,2.84894270084889,3.68000000000001e-05,5301405,159375.059398865,0,0,0,0,0,-202.737217691545,90432773
0.139724137931034,0.0588235294117647,1.68698261891416,0.17203234375,1.74993188317698,3.25730751595262,2.85079102665214,3.68e-05,5301405,159374.729495719,0,0,0,0,0,-202.738590509129,747104894
0.139724137931034,0.0588235294117647,1.69841543643782,0.17203234375,1.74909986356059,3.26011894578944,2.84529265440995,3.68e-05,5301405,159376.407570848,0,0,0,0,0,-202.740173999507,1001075023
0.139724137931034,0.0588235294117647,-4.608257760111,0.26576453125,2.14570523960318,9.90667890579035,10.1221036059512,3.68e-05,5301405,215625.116006322,0,0,0,0,0,-212.875818651697,11818417
0.139724137931034,0.0588235294117647,-3.11024897800863,0.26576453125,1.90277194293843,9.67501540119616,9.77167735462919,3.68e-05,5301405,215625.931886621,0,0,0,0,0,-206.443357610668,512006085
0.139724137931034,0.0588235294117647,-3.81738794153141,0.26576453125,2.08168256381708,9.26593945626943,9.80795889723146,3.68e-05,5301405,215624.371779458,0,0,0,0,0,-209.894347566754,703855758
0.139724137931034,0.0588235294117647,-4.09120806440657,0.26576453125,2.0497833934311,10.6401028614114,9.5958684221189,3.67999999999999e-05,5301405,215626.676860551,0,0,0,0,0,-209.822007790025,1004892032
0.139724137931034,0.0588235294117647,-4.2270749008676,0.26576453125,2.12161434543943,8.97452697857846,10.244426530651,3.68e-05,5301405,215627.506442329,0,0,0,0,0,-211.519902213619,844990810
0.139724137931034,0.0588235294117647,-1.9449518549165,0.76566953125,4.36011566395039,3.25931767882446,-1.47199081418847,3.68000000000001e-05,5301405,515625.167865134,0,0,0,0,0,-269.103872416021,227598426
0.139724137931034,0.0588235294117647,-2.06894772544939,0.76566953125,3.92418660029721,2.8725896720814,-1.37022705983116,3.68e-05,5301405,515626.872070548,0,0,0,0,0,-261.194889460127,935680452
0.139724137931034,0.0588235294117647,1.57861266263423,0.76566953125,1.6957124614511,3.2763721188823,3.11462677301673,3.68e-05,5301405,515626.980403808,0,0,0,0,0,-202.670087690773,87672624
0.139724137931034,0.0588235294117647,0.894122879549938,0.76566953125,1.78406470813505,3.63889134800371,2.09727500955508,3.67999999999999e-05,5301405,515624.41369925,0,0,0,0,0,-205.570697028261,512067041
0.139724137931034,0.0588235294117647,-0.713472772019555,0.76566953125,6.26921737125157,4.6669872366487,-0.421024776482901,3.68e-05,5301405,515628.191768229,0,0,0,0,0,-266.633643281546,1064151106
0.139724137931034,0.0588235294117647,-4.72207566411717,0.51571703125,0.949809041196747,-1.02426234633914,-3.05119983277956,3.68e-05,5301405,65626.5291119543,0,0,0,0,0,-182.069842325524,12902865
0.139724137931034,0.0588235294117647,-3.70677175889471,0.51571703125,1.23718644921945,-1.11742115898795,-1.45971950678759,3.68e-05,5301405,65625.2756974013,0,0,0,0,0,-192.558284672829,565405470
0.139724137931034,0.0588235294117647,-3.69259432321258,0.51571703125,1.22824626448813,-1.12934199932527,-1.46077213187218,3.67999999999999e-05,5301405,65626.4804524236,0,0,0,0,0,-192.555198799032,662660911
0.139724137931034,0.0588235294117647,-3.70011290959575,0.51571703125,1.23879675433191,-1.11232648784767,-1.46386142732248,3.68e-05,5301405,65625.508220211,0,0,0,0,0,-192.54340093253,846910388
0.139724137931034,0.0588235294117647,-3.70003100868154,0.51571703125,1.23875493741723,-1.14519276270166,-1.46397774595061,3.67999999999999e-05,5301405,65626.3947562065,0,0,0,0,0,-192.527416454341,978915863
0.139724137931034,0.0588235294117647,7.47455690101021,0.01581203125,1.98909175946603,8.04561553807328,3.61165875690542,3.68e-05,5301405,365625.062424253,0,0,0,0,0,-208.088368969734,503895492
0.139724137931034,0.0588235294117647,7.66301514703353,0.01581203125,1.99088532584809,8.50128395826463,3.27190446253759,3.68e-05,5301405,365627.269779063,0,0,0,0,0,-208.250485084363,612051760
0.139724137931034,0.0588235294117647,7.07748771271697,0.01581203125,1.99801352281774,8.85470986548875,3.1692459520311,3.68e-05,5301405,365624.107006015,0,0,0,0,0,-208.387659633935,709375784
0.139724137931034,0.0588235294117647,6.84925944714543,0.01581203125,2.00035466094496,8.34734319616156,3.42270660654956,3.68e-05,5301405,365625.186771443,0,0,0,0,0,-208.301755748274,602179025
0.139724137931034,0.0588235294117647,7.50496848666239,0.01581203125,1.99410273659659,8.47179602684967,3.20056759975106,3.68e-05,5301405,365623.598163811,0,0,0,0,0,-208.348597933222,367394841
0.139724137931034,0.0588235294117647,-4.51475793596197,0.89064578125,0.612047270485581,-1.25286847300827,-3.41317803066158,3.68e-05,5301405,290625.864100563,0,0,0,0,0,-173.042939797162,450065622
0.139724137931034,0.0588235294117647,-4.95787000049068,0.89064578125,0.789615482809842,-0.897028749648548,-3.44768349765673,3.68e-05,5301405,290625.279264254,0,0,0,0,0,-176.33142645875,563535389
0.139724137931034,0.0588235294117647,-4.50537045908644,0.89064578125,0.60811440183921,-1.25901427896133,-3.42374645398986,3.68e-05,5301405,290626.475571453,0,0,0,0,0,-173.045583893297,213070506
0.139724137931034,0.0588235294117647,-5.12230710804397,0.89064578125,0.869553913679504,-0.671337241067155,-3.57724508319876,3.68e-05,5301405,290625.438689748,0,0,0,0,0,-179.089088916511,684040232
0.139724137931034,0.0588235294117647,-4.5270375664584,0.89064578125,0.622276290593924,-1.22655434885008,-3.43390098607656,3.68e-05,5301405,290626.075131274,0,0,0,0,0,-173.081645010251,896366710
0.139724137931034,0.0588235294117647,1.67360532938544,0.39074078125,1.73886323869057,3.2633719497979,2.91034440672032,3.68000000000001e-05,5301405,590624.815405988,0,0,0,0,0,-202.734601046306,664829974
0.139724137931034,0.0588235294117647,1.67509849386552,0.39074078125,1.73406739422363,3.26255370206916,2.90941435687224,3.68e-05,5301405,590626.278772668,0,0,0,0,0,-202.733128139139,1037390524
0.139724137931034,0.0588235294117647,1.67348329352961,0.39074078125,1.740114189801,3.26184895641591,2.91247407945373,3.68e-05,5301405,590625.644777857,0,0,0,0,0,-202.735359478157,705260131
0.139724137931034,0.0588235294117647,1.68411001354226,0.39074078125,1.73502294571518,3.25420357368772,2.91980887560093,3.68000000000001e-05,5301405,590625.480510339,0,0,0,0,0,-202.730732833577,303060639
0.139724137931034,0.0588235294117647,1.67542974658023,0.39074078125,1.73680772710235,3.25973820301096,2.91666096474408,3.68e-05,5301405,590624.479871879,0,0,0,0,0,-202.732310486178,969118916
0.139724137931034,0.0588235294117647,-13.4222988625343,0.14078828125,17.095694778899,4.07400463024147,1.19354893591939,3.68e-05,5301405,140623.631762523,0,0,0,0,0,-320.690775564275,682000630
0.139724137931034,0.0588235294117647,-12.5785477136255,0.14078828125,13.6986027144743,3.30797896658959,1.7653577244396,3.68e-05,5301405,140624.917917102,0,0,0,0,0,-309.494456029856,735654721
0.139724137931034,0.0588235294117647,-11.4191408014375,0.14078828125,10.7775324727301,3.02785950512364,1.44653337973444,3.68e-05,5301405,140625.015192787,0,0,0,0,0,-299.493596188415,198491302
0.139724137931034,0.0588235294117647,-13.16200153944,0.14078828125,15.8543572182524,3.08140752504547,1.27601473135628,3.68e-05,5301405,140627.614715157,0,0,0,0,0,-316.866713540351,83433608
0.139724137931034,0.0588235294117647,-13.4044725629815,0.14078828125,15.6164214968337,2.70412845024195,1.39068900901287,3.67999999999999e-05,5301405,140625.132765618,0,0,0,0,0,-315.772622305454,758971174
0.139724137931034,0.0588235294117647,0.95170713281159,0.64069328125,1.72199497313418,3.35676747449635,6.13978946505834,3.68e-05,5301405,440626.237763629,0,0,0,0,0,-202.143381493298,36492834
0.139724137931034,0.0588235294117647,1.11750376351916,0.64069328125,1.73848597508307,3.3686923597949,5.24786620856943,3.68e-05,5301405,440626.919186341,0,0,0,0,0,-202.7134019463,534006942
0.139724137931034,0.0588235294117647,1.11502876605948,0.64069328125,1.7083551586687,3.23594777024366,6.36633770746754,3.68e-05,5301405,440626.576169085,0,0,0,0,0,-202.047244124327,863898333
0.139724137931034,0.0588235294117647,0.691327014998254,0.64069328125,1.72864576030486,3.49740728155909,6.18428931818092,3.68e-05,5301405,440626.357157121,0,0,0,0,0,-202.348338760602,635853748
0.139724137931034,0.0588235294117647,0.0130284029854148,0.64069328125,1.86475273385825,3.73952427770853,5.57028917939433,3.68e-05,5301405,440627.195753577,0,0,0,0,0,-205.036271124372,658280988
0.139724137931034,0.0588235294117647,0.248360046339579,0.07830015625,2.10889756279113,3.60385867392478,1.97394149555115,3.68e-05,5301405,253125.838921847,0,0,0,0,0,-210.855360852408,939182382
0.139724137931034,0.0588235294117647,0.266580633805175,0.07830015625,2.14442011848062,3.58186956740653,2.03660973783005,3.67999999999999e-05,5301405,253128.035445483,0,0,0,0,0,-210.626544314391,790779037
0.139724137931034,0.0588235294117647,-0.478835037624906,0.07830015625,2.65640403123636,3.68444975728467,1.93384018265529,3.68e-05,5301405,253127.733387777,0,0,0,0,0,-220.128626716169,657490735
0.139724137931034,0.0588235294117647,-0.577242342534278,0.07830015625,2.66836679220998,3.67660027056024,1.98440601440386,3.68e-05,5301405,253126.392952539,0,0,0,0,0,-221.447521509901,762112668
0.139724137931034,0.0588235294117647,-0.794686097449468,0.07830015625,2.90247510637732,3.82015606978777,1.68799161485051,3.67999999999999e-05,5301405,253127.694304128,0,0,0,0,0,-224.949315995799,571501842
0.139724137931034,0.0588235294117647,7.30032386439685,0.57820515625,1.97194666438901,9.37130941486944,3.81243236110758,3.67999999999999e-05,5301405,553125.817671626,0,0,0,0,0,-207.849178789801,258063967
0.139724137931034,0.0588235294117647,5.93768342769463,0.57820515625,1.97921660711342,9.51538789011041,4.07297984119708,3.68e-05,5301405,553124.49579353,0,0,0,0,0,-207.882014560029,482023372
0.139724137931034,0.0588235294117647,6.4557872320386,0.57820515625,1.97839352666195,9.17999516423852,4.12697068442019,3.68000000000001e-05,5301405,553125.557257852,0,0,0,0,0,-207.820679594185,736438726
0.139724137931034,0.0588235294117647,5.89182750055663,0.57820515625,1.98218104185321,9.48567715628887,3.90640126998371,3.68e-05,5301405,553125.24388607,0,0,0,0,0,-207.98267492829,564107104
0.139724137931034,0.0588235294117647,6.06270147442308,0.57820515625,1.97605952497773,9.93506023933509,3.95853232800533,3.68e-05,5301405,553124.977136236,0,0,0,0,0,-207.876983835367,151250163
0.139724137931034,0.0588235294117647,-14.6506087718844,0.82815765625,0.0474466367558767,4.28150636321049,-2.45406614851489,3.68e-05,5301405,103125.74206445,0,0,0,0,0,-956.716655962073,430920820
0.139724137931034,0.0588235294117647,-13.6408069383774,0.82815765625,0.0485997855324215,3.93125664685889,-2.64853123229703,3.67999999999999e-05,5301405,103125.235681234,0,0,0,0,0,-956.548838495309,447135099
0.139724137931034,0.0588235294117647,-14.0798548091327,0.82815765625,0.0683115907345893,4.07929753292652,-2.57477221385728,3.68000000000001e-05,5301405,103125.799887033,0,0,0,0,0,-956.584634654401,31280058
0.139724137931034,0.0588235294117647,-13.610421262656,0.82815765625,0.0521305045156736,3.93634473820933,-2.71476211821063,3.68e-05,5301405,103126.071626761,0,0,0,0,0,-956.547771426012,362044638
0.139724137931034,0.0588235294117647,-12.5947788388569,0.82815765625,0.0253833563267239,3.56671012541605,-2.88512185812149,3.68e-05,5301405,103124.07008641,0,0,0,0,0,-956.407418369709,429602707
0.139724137931034,0.0588235294117647,-4.50276265183974,0.32825265625,0.760734734845666,-1.14412204301226,-3.47377741215252,3.68e-05,5301405,403125.859891452,0,0,0,0,0,-175.488010796622,62145191
0.139724137931034,0.0588235294117647,-4.49516458848819,0.32825265625,0.761806944938942,-1.14744577217215,-3.47607283438596,3.68e-05,5301405,403124.916533468,0,0,0,0,0,-175.499909462094,1043825245
0.139724137931034,0.0588235294117647,-4.50131794945096,0.32825265625,0.764240081546307,-1.14674752034075,-3.47008903759914,3.68e-05,5301405,403125.726589682,0,0,0,0,0,-175.494871606922,579858025
0.139724137931034,0.0588235294117647,-4.48822251739001,0.32825265625,0.760852955085612,-1.14439458653588,-3.48629626515584,3.67999999999999e-05,5301405,403125.231675714,0,0,0,0,0,-175.473774175623,464081615
0.139724137931034,0.0588235294117647,-4.49237271119865,0.32825265625,0.75572359618091,-1.14774729965717,-3.47245096372085,3.68e-05,5301405,403124.71265736,0,0,0,0,0,-175.474878095473,150467055
0.139724137931034,0.0588235294117647,-9.3038875985071,0.70318140625,4.64829016844623,0.844251395972271,-3.48724097561113,3.67999999999999e-05,5301405,178125.289289773,0,0,0,0,0,-255.693712856436,1035821793
0.139724137931034,0.0588235294117647,-10.0708113421807,0.70318140625,5.63905975922894,1.13749269541918,-3.70708872134225,3.68e-05,5301405,178125.23936328,0,0,0,0,0,-267.898880075664,447097323
0.139724137931034,0.0588235294117647,-8.51113469420726,0.70318140625,3.42132296636258,0.443284644733871,-3.09866704333936,3.68e-05,5301405,178123.316352511,0,0,0,0,0,-240.509652027532,439653994
