"rho","gamma","mu_EI","b_3","sigma_P","sigma_M","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.144862068965517,0.142857142857143,0.1,4.09694729420842,0.304819609375,1.71324542022003,3.42870847024258,6.25555166539224,3.68e-05,5301405,260156.429153395,53907.0278628471,0,0,0,0,0,-201.558286211594,950883621
0.144862068965517,0.142857142857143,0.1,3.27676779882999,0.554772109375,1.70198850790614,4.1944221740935,3.14127123054179,3.68e-05,5301405,185155.255939127,278905.829053975,0,0,0,0,0,-202.014600650957,291987568
0.144862068965517,0.142857142857143,0.1,3.29275183439316,0.554772109375,1.70331165804117,4.18790228447301,3.15075121826496,3.68e-05,5301405,185155.575136037,278906.476593579,0,0,0,0,0,-202.023667046309,774032523
0.144862068965517,0.142857142857143,0.1,-2.83725966514582,0.554772109375,1.19102091747548,-0.216906628635873,-1.47138605662772,3.68e-05,5301405,185156.873465508,278905.2017998,0,0,0,0,0,-190.63616385392,21117580
0.144862068965517,0.142857142857143,0.1,3.28005258018154,0.554772109375,1.70766360955895,4.18943549587163,3.16282602002899,3.68e-05,5301405,185156.755417802,278906.989840518,0,0,0,0,0,-202.024702630139,185819199
0.144862068965517,0.142857142857143,0.1,3.26108323329524,0.554772109375,1.70680774426824,4.2160880694926,3.08846716395208,3.68e-05,5301405,185156.815881775,278906.823826393,0,0,0,0,0,-202.02628537219,421564135
0.144862068965517,0.142857142857143,0.1,-13.4870424831918,0.054867109375,120.21906458432,-1.26702299911887,-6.11496617497825,3.68e-05,5301405,35156.803186666,128906.641612545,0,0,0,0,0,-416.974183657514,166331218
0.144862068965517,0.142857142857143,0.1,-13.9094144131476,0.054867109375,120.466034189788,-1.57208627835823,-6.17108753049385,3.68e-05,5301405,35157.4142294526,128907.26371959,0,0,0,0,0,-416.972102577059,86075695
0.144862068965517,0.142857142857143,0.1,-13.7551649606576,0.054867109375,119.924691536887,-1.71304168213946,-5.3100124328374,3.68000000000001e-05,5301405,35157.6555082212,128906.131809076,0,0,0,0,0,-416.975033984355,425104872
0.144862068965517,0.142857142857143,0.1,-12.9789403273161,0.054867109375,120.385897389932,-2.26683920283345,-5.93161842541598,3.68e-05,5301405,35156.8724233145,128906.498214941,0,0,0,0,0,-416.970623653145,1015918765
0.144862068965517,0.142857142857143,0.1,-13.5813838940779,0.054867109375,120.79460322902,-2.17390397619183,-6.54064581327115,3.68e-05,5301405,35156.9887040648,128908.346575847,0,0,0,0,0,-416.969612645948,871110513
0.144862068965517,0.142857142857143,0.1,-3.07879305228383,0.929700859375,0.747117235859762,-0.172840267094127,-3.02229150629907,3.68e-05,5301405,222657.824542734,241406.62458633,0,0,0,0,0,-177.441397483614,906105019
0.144862068965517,0.142857142857143,0.1,-3.07689000349356,0.929700859375,0.744459427701085,-0.191451911138428,-3.00960563357513,3.68e-05,5301405,222656.355473682,241406.032510403,0,0,0,0,0,-177.433107402373,1040316882
0.144862068965517,0.142857142857143,0.1,-3.08311054799879,0.929700859375,0.739195123905066,-0.17326782862895,-3.02229332848792,3.68e-05,5301405,222657.242805212,241404.941355279,0,0,0,0,0,-177.423060637824,396231982
0.144862068965517,0.142857142857143,0.1,-3.08384497761265,0.929700859375,0.741227010443385,-0.183741831243894,-3.02655671514644,3.68e-05,5301405,222656.377016156,241405.940311982,0,0,0,0,0,-177.41622381056,311976773
0.144862068965517,0.142857142857143,0.1,-3.07844019259299,0.929700859375,0.747764279315678,-0.18537298193247,-3.02403906786522,3.68e-05,5301405,222657.150878093,241406.458886152,0,0,0,0,0,-177.42911541041,236031295
0.144862068965517,0.142857142857143,0.1,-6.01264787823302,0.429795859375,4.67266846091061,1.1475608614239,0.405769431674914,3.67999999999999e-05,5301405,72656.7000826059,91408.1950580789,0,0,0,0,0,-259.806236636363,799596917
0.144862068965517,0.142857142857143,0.1,-7.13054163923983,0.429795859375,10.1646837520226,1.38512753877345,0.428910426599885,3.68e-05,5301405,72654.2245139829,91406.5430044348,0,0,0,0,0,-288.144982545527,76260221
0.144862068965517,0.142857142857143,0.1,-5.9143042477196,0.429795859375,5.77924593605415,0.395440012755196,-0.162349962995516,3.68e-05,5301405,72657.2426670084,91406.4452825732,0,0,0,0,0,-254.914550670409,687791010
0.144862068965517,0.142857142857143,0.1,-5.86329933879986,0.429795859375,6.59315894319133,1.16505878248414,0.334909611700074,3.68000000000001e-05,5301405,72657.7627273983,91408.4315090845,0,0,0,0,0,-263.112739140861,902562211
0.144862068965517,0.142857142857143,0.1,-6.49908312569075,0.429795859375,9.26309341040643,1.00233723235221,0.187078974938844,3.68e-05,5301405,72658.5048447987,91406.7792576475,0,0,0,0,0,-280.105065589433,917591144
0.144862068965517,0.142857142857143,0.1,-15.337632569808,0.679748359375,12.4747401913039,3.77204779800409,0.912384179443296,3.68e-05,5301405,147658.018367921,166405.668547384,0,0,0,0,0,-307.031950762863,132635614
0.144862068965517,0.142857142857143,0.1,-15.6820164282473,0.679748359375,12.8153149083132,2.55776292478745,-1.22367051355491,3.68e-05,5301405,147655.099719546,166405.950769062,0,0,0,0,0,-311.411686199705,1050974814
0.144862068965517,0.142857142857143,0.1,-15.1463901957532,0.679748359375,0.114626273889206,2.92059218720291,-0.399541819950906,3.68e-05,5301405,147658.313531588,166407.123532477,0,0,0,0,0,-945.552218753912,975922466
0.144862068965517,0.142857142857143,0.1,-15.1686056981049,0.679748359375,12.2058535713785,3.44799920185282,-0.335297261097624,3.68e-05,5301405,147656.594678558,166406.049078414,0,0,0,0,0,-308.31489315191,57390596
0.144862068965517,0.142857142857143,0.1,-14.8481658672591,0.679748359375,12.3111393778688,3.49680854350602,0.985853437473804,3.68e-05,5301405,147655.718832469,166405.946033653,0,0,0,0,0,-306.193442902794,816459745
0.144862068965517,0.142857142857143,0.1,-5.38871160729448,0.179843359375,15.2492465573963,6.22424645132541,-7.46480724203519,3.68e-05,5301405,297655.603499031,16406.5430332315,0,0,0,0,0,-316.627072534146,691925961
0.144862068965517,0.142857142857143,0.1,-5.0393201826158,0.179843359375,13.8504553333821,6.79035967717125,-7.9244472836703,3.67999999999999e-05,5301405,297656.680390272,16405.2316723881,0,0,0,0,0,-327.175688164113,429640103
0.144862068965517,0.142857142857143,0.1,-5.17256040612262,0.179843359375,12.2571705059005,4.70583059996449,-8.77114536820712,3.68e-05,5301405,297655.809052707,16408.8323070893,0,0,0,0,0,-295.198657546154,571565439
0.144862068965517,0.142857142857143,0.1,-5.59877123295847,0.179843359375,14.0844923546583,5.8288421831932,-7.15243988678268,3.68e-05,5301405,297655.958109314,16408.1521339076,0,0,0,0,0,-316.509460558021,638789822
0.144862068965517,0.142857142857143,0.1,-5.25553763632068,0.179843359375,14.4375316894205,5.75918957463572,-6.99018144392322,3.68000000000001e-05,5301405,297655.851922305,16405.4803271599,0,0,0,0,0,-314.253894950276,414288311
0.139724137931034,0.142857142857143,0.1,-2.91676151752457,0.57820515625,0.563847664962596,-0.599806913315529,-2.96195997963742,3.68e-05,5301405,14062.9134025142,60939.4397222347,0,0,0,0,0,-172.32019942907,546746178
0.139724137931034,0.142857142857143,0.1,-2.90272244679578,0.57820515625,0.583033077680611,-0.577331499853525,-2.97986894099077,3.68e-05,5301405,14062.3499429891,60939.316615812,0,0,0,0,0,-172.211028282477,1010498685
0.139724137931034,0.142857142857143,0.1,-2.88308973518115,0.57820515625,0.576409026258628,-0.589092670168245,-3.00133520971841,3.67999999999999e-05,5301405,14064.4255418425,60938.9041533935,0,0,0,0,0,-172.249918275606,959974067
0.139724137931034,0.142857142857143,0.1,-2.90235920313388,0.57820515625,0.582993541374404,-0.575760073108543,-2.98292287862748,3.68e-05,5301405,14062.3181182422,60938.9067825831,0,0,0,0,0,-172.212590231248,810050624
0.139724137931034,0.142857142857143,0.1,-2.92064601017394,0.57820515625,0.572883965699684,-0.583113804526772,-2.96800623211132,3.67999999999999e-05,5301405,14064.6199014628,60935.1811526348,0,0,0,0,0,-172.2578036666,232839170
0.139724137931034,0.142857142857143,0.1,-14.3365366485672,0.07830015625,12.9240480611709,-0.910195621204296,2.60293539267188,3.68000000000001e-05,5301405,164060.340420222,210938.655143036,0,0,0,0,0,-331.979590023924,288404520
0.139724137931034,0.142857142857143,0.1,-15.5914350310179,0.07830015625,16.6179286758673,-0.587550218682967,3.43224204131314,3.68e-05,5301405,164062.288172521,210938.201484783,0,0,0,0,0,-330.407325299686,1016236835
0.139724137931034,0.142857142857143,0.1,-15.004954308397,0.07830015625,15.6005815146779,-1.1655571724966,2.70400036587627,3.68e-05,5301405,164063.644863226,210936.995588911,0,0,0,0,0,-330.334367117306,908253171
0.139724137931034,0.142857142857143,0.1,-15.0524763734197,0.07830015625,14.5863401083232,0.304236381446393,2.87307665107866,3.68e-05,5301405,164064.469083908,210940.654878286,0,0,0,0,0,-319.708471859518,877706483
0.139724137931034,0.142857142857143,0.1,-15.2619359128683,0.07830015625,14.2252792938968,0.175277009009942,2.3597691426498,3.68e-05,5301405,164061.544316536,210938.20453179,0,0,0,0,0,-320.576928651667,58282368
0.139724137931034,0.142857142857143,0.1,-7.5282776457937,0.82815765625,10.327153586371,1.73365689681566,-0.177310426474648,3.68e-05,5301405,239062.722545399,135938.070131067,0,0,0,0,0,-289.286303653206,707525463
0.139724137931034,0.142857142857143,0.1,-7.10355686343339,0.82815765625,6.91844902440023,1.3648547506696,-0.193406654743748,3.68e-05,5301405,239061.148189183,135936.76524479,0,0,0,0,0,-267.587991395964,344211490
0.139724137931034,0.142857142857143,0.1,-7.80838449543143,0.82815765625,4.65442959661818,1.98322209954411,-2.39404011817689,3.67999999999999e-05,5301405,239062.002325705,135938.297399791,0,0,0,0,0,-258.274126002615,831828204
0.139724137931034,0.142857142857143,0.1,-8.76081241723246,0.82815765625,10.9086198893234,2.45989804636716,-0.135810682314484,3.67999999999999e-05,5301405,239064.720501978,135940.457629692,0,0,0,0,0,-293.947760674576,925064326
0.139724137931034,0.142857142857143,0.1,-8.04693027215165,0.82815765625,5.72391749247828,1.8273459314791,-1.66313329625343,3.68e-05,5301405,239064.452245144,135940.632436743,0,0,0,0,0,-264.912444440413,453843987
0.139724137931034,0.142857142857143,0.1,-1.74519201307625,0.32825265625,5.16703280943258,1.01563560694437,-7.41487074912923,3.68e-05,5301405,89060.6443065637,285937.539293143,0,0,0,0,0,-262.238967759384,167932140
0.139724137931034,0.142857142857143,0.1,-2.39910142966461,0.32825265625,1.47629203339974,0.204846204358745,-4.32868846799718,3.68e-05,5301405,89063.0751242726,285936.206352394,0,0,0,0,0,-194.508200490137,280344922
0.139724137931034,0.142857142857143,0.1,-2.49777051442425,0.32825265625,3.42173317510078,1.22836948696375,-6.15605375938089,3.68e-05,5301405,89062.071263184,285935.267124736,0,0,0,0,0,-237.038999368673,686806526
0.139724137931034,0.142857142857143,0.1,-2.87801991392147,0.32825265625,1.30918239644387,0.423621607491202,-4.01291324236213,3.68e-05,5301405,89063.3504598324,285937.730670079,0,0,0,0,0,-187.968151954065,444068307
0.139724137931034,0.142857142857143,0.1,-2.41112264320641,0.32825265625,2.95389439502436,0.982456411885077,-5.81664051926388,3.68e-05,5301405,89064.3457512054,285937.513921681,0,0,0,0,0,-229.760521315663,173172717
0.139724137931034,0.142857142857143,0.1,-10.4402293384499,0.70318140625,6.37487912411086,2.09372454081784,-1.8820829883079,3.68000000000001e-05,5301405,276560.919905959,98438.4119180802,0,0,0,0,0,-283.3157126606,971763468
0.139724137931034,0.142857142857143,0.1,-10.8278594208744,0.70318140625,6.59365815001649,1.78548233144047,-1.36501122372853,3.68e-05,5301405,276562.736225238,98440.4169460715,0,0,0,0,0,-286.183427967669,185991762
0.139724137931034,0.142857142857143,0.1,-11.242966137938,0.70318140625,6.36005839642483,1.85922094947238,-1.20175793915232,3.68e-05,5301405,276562.029066904,98438.6025162344,0,0,0,0,0,-289.627240818524,786213720
0.139724137931034,0.142857142857143,0.1,-11.7305250200584,0.70318140625,10.8995650896006,1.81258229234059,-2.30017279361366,3.68000000000001e-05,5301405,276563.045598188,98437.6300096251,0,0,0,0,0,-305.090519714368,1034111370
0.139724137931034,0.142857142857143,0.1,-12.3102481509654,0.70318140625,14.4635588256142,0.315796881624201,-1.52110586864227,3.68000000000001e-05,5301405,276562.603558591,98440.1376804771,0,0,0,0,0,-324.941381272356,373918265
0.139724137931034,0.142857142857143,0.1,2.66034352111426,0.20327640625,1.7209131709279,4.22285742586843,8.15530513475099,3.68e-05,5301405,126562.249263159,248437.603277507,0,0,0,0,0,-201.82630064936,609502015
0.139724137931034,0.142857142857143,0.1,3.76373034918125,0.20327640625,1.71541586911672,3.54478912556965,6.71046749563619,3.68e-05,5301405,126562.286448791,248439.042053127,0,0,0,0,0,-201.6777144342,545590753
0.139724137931034,0.142857142857143,0.1,2.55045012826182,0.20327640625,1.7208296798701,4.36404351645307,7.78443746761554,3.68e-05,5301405,126563.787327905,248437.060998132,0,0,0,0,0,-201.900531051074,89436364
0.139724137931034,0.142857142857143,0.1,2.59879653640275,0.20327640625,1.72037024195222,4.3192798092752,7.84471687869094,3.68e-05,5301405,126562.229837993,248437.748943446,0,0,0,0,0,-201.878577526587,594052088
0.139724137931034,0.142857142857143,0.1,2.81728764775682,0.20327640625,1.71842945138632,4.11540661375993,7.90058345200335,3.68e-05,5301405,126562.784364279,248437.147440605,0,0,0,0,0,-201.831366270636,233644841
0.139724137931034,0.142857142857143,0.1,7.44668413238349,0.95313390625,44.170088189322,-1.77362153654963,1.03640357809042,3.68e-05,5301405,51561.1626238466,23438.5434758178,0,0,0,0,0,-390.930631780593,545683893
0.139724137931034,0.142857142857143,0.1,7.92416687653548,0.95313390625,13.7845782884598,1.26549821850916,2.53747899244105,3.68e-05,5301405,51564.3732169725,23437.9445780301,0,0,0,0,0,-311.607664171219,844694425
0.139724137931034,0.142857142857143,0.1,6.99280170198561,0.95313390625,51.0521662871648,-2.21475379373078,0.0935085294282304,3.68e-05,5301405,51564.1057370319,23438.5798285733,0,0,0,0,0,-403.905977553742,16148270
0.139724137931034,0.142857142857143,0.1,6.86027590509668,0.95313390625,18.9263671100036,1.42151730055996,1.00331936851458,3.68e-05,5301405,51562.2614510495,23438.2464761518,0,0,0,0,0,-337.896223760803,644321995
0.139724137931034,0.142857142857143,0.1,7.84552572651259,0.95313390625,11.9396852582269,1.67583131395782,2.57574190139169,3.68e-05,5301405,51563.7670458849,23438.1791714364,0,0,0,0,0,-295.818850988265,557504524
0.139724137931034,0.142857142857143,0.1,-3.06791357693812,0.45322890625,0.782772207872358,-0.244889114692284,-3.03871178803655,3.68000000000001e-05,5301405,201563.237570275,173437.760901048,0,0,0,0,0,-176.799185825095,176286114
0.139724137931034,0.142857142857143,0.1,-3.06233736168501,0.45322890625,0.786091649727782,-0.2364303632505,-3.05098270851259,3.68e-05,5301405,201561.175943807,173438.398305042,0,0,0,0,0,-176.786111214646,456436156
0.139724137931034,0.142857142857143,0.1,-3.07377873804163,0.45322890625,0.782066151726512,-0.237051523223965,-3.03947356961224,3.68e-05,5301405,201563.313436201,173439.096975958,0,0,0,0,0,-176.795674879986,148495068
0.139724137931034,0.142857142857143,0.1,-3.05825493332649,0.45322890625,0.785655008791999,-0.248139035577742,-3.03972325745854,3.68e-05,5301405,201562.480990292,173439.834506251,0,0,0,0,0,-176.793753072102,406350887
0.139724137931034,0.142857142857143,0.1,-3.37504012718149,0.45322890625,1.16143603154952,0.653008382770207,-3.77137221754284,3.67999999999999e-05,5301405,201563.17293059,173435.71532981,0,0,0,0,0,-187.008221015556,1022723570
0.139724137931034,0.142857142857143,0.1,-2.61938016120343,0.14078828125,1.71148715472932,1.86622585702115,-0.663399468514926,3.67999999999999e-05,5301405,32815.581215671,154689.060738415,0,0,0,0,0,-209.962315917128,594461683
0.139724137931034,0.142857142857143,0.1,-2.88906261794081,0.14078828125,0.952571745165165,0.0297160968723995,-3.58882045630007,3.68e-05,5301405,32814.7615067483,154688.150226326,0,0,0,0,0,-178.55399860792,36654796
0.139724137931034,0.142857142857143,0.1,-2.56648678593035,0.14078828125,1.81387904281475,1.94745287199976,-0.657798581977198,3.68e-05,5301405,32812.7857646856,154686.911621285,0,0,0,0,0,-211.507348529732,220879083
0.139724137931034,0.142857142857143,0.1,-2.54773868468381,0.14078828125,1.49255716987975,1.31935946277362,-0.719727835738691,3.68e-05,5301405,32812.3720751766,154688.960020211,0,0,0,0,0,-204.365079135795,19309521
0.139724137931034,0.142857142857143,0.1,-2.65424699799963,0.14078828125,1.35862083003501,0.888201208660176,-0.761700274608695,3.68000000000001e-05,5301405,32815.0585370745,154688.549167526,0,0,0,0,0,-200.015829944967,357994007
0.139724137931034,0.142857142857143,0.1,-11.0934142811245,0.64069328125,15.1886986139522,-0.362765919848712,2.71438760270872,3.68000000000001e-05,5301405,182810.495747914,4688.44646350889,0,0,0,0,0,-314.447641113726,859767043
0.139724137931034,0.142857142857143,0.1,-10.175047384283,0.64069328125,13.112896351463,0.181626543643362,2.33137264315887,3.68e-05,5301405,182813.202396072,4688.13231007582,0,0,0,0,0,-307.214769974708,876685470
0.139724137931034,0.142857142857143,0.1,-10.7658251620576,0.64069328125,11.9245730604941,-0.915081910882541,2.17951498950125,3.67999999999999e-05,5301405,182813.76266191,4686.5604863853,0,0,0,0,0,-317.695218408779,591664984
0.139724137931034,0.142857142857143,0.1,-10.129639589435,0.64069328125,13.6514285613911,-0.150178926331124,1.87346307201083,3.68e-05,5301405,182811.917979257,4687.35249577395,0,0,0,0,0,-307.654769932978,751745172
0.139724137931034,0.142857142857143,0.1,-10.3622048623443,0.64069328125,4.73789117754716,-1.05607970998043,2.83264484800422,3.68e-05,5301405,182815.44712654,4686.40417963644,0,0,0,0,0,-345.340480342443,566591470
0.139724137931034,0.142857142857143,0.1,-15.0423867335655,0.39074078125,12.6333681935983,4.08592962937798,1.65551875640602,3.68e-05,5301405,257812.605141242,229687.090584031,0,0,0,0,0,-306.511004799833,544740050
0.139724137931034,0.142857142857143,0.1,-12.9816497092852,0.39074078125,12.3886061900306,3.63323481416652,1.14949931832298,3.68e-05,5301405,257809.367814327,229686.120716933,0,0,0,0,0,-303.751623100588,372472186
0.139724137931034,0.142857142857143,0.1,-15.5113671793375,0.39074078125,12.9626042121275,4.42799874478765,1.59058949073543,3.68e-05,5301405,257813.087198497,229687.543677907,0,0,0,0,0,-307.185540136108,481124596
0.139724137931034,0.142857142857143,0.1,-14.7570754143254,0.39074078125,12.7215410774455,4.3085511499346,0.966886652523635,3.68e-05,5301405,257811.306552019,229685.809035736,0,0,0,0,0,-306.479827478631,51826256
0.139724137931034,0.142857142857143,0.1,-13.6552293835216,0.39074078125,12.2717472940266,4.06220597072727,0.703460213769406,3.68e-05,5301405,257811.054386126,229687.77924718,0,0,0,0,0,-305.085499648699,627248283
0.139724137931034,0.142857142857143,0.1,-3.04771566857709,0.89064578125,0.615148820905395,-0.382385980222863,-3.02885767020065,3.68e-05,5301405,107812.901767759,79688.0686679287,0,0,0,0,0,-172.951174550523,337559051
0.139724137931034,0.142857142857143,0.1,-3.04135462325167,0.89064578125,0.612372443034808,-0.401487046130523,-3.0065534511426,3.68e-05,5301405,107813.918047927,79687.1290226369,0,0,0,0,0,-172.972097592533,938151397
0.139724137931034,0.142857142857143,0.1,-3.04494512935684,0.89064578125,0.60538753994738,-0.378128615293196,-3.04182128214724,3.68e-05,5301405,107812.894623447,79687.7611944156,0,0,0,0,0,-172.941055450227,404277994
0.139724137931034,0.142857142857143,0.1,-3.05034938830855,0.89064578125,0.615040564015726,-0.385183351280725,-3.02283948462713,3.68e-05,5301405,107811.712457504,79687.5626697457,0,0,0,0,0,-172.954863276247,103055025
0.139724137931034,0.142857142857143,0.1,-3.05105206286993,0.89064578125,0.617618982548036,-0.376681415048171,-3.03356794514338,3.68e-05,5301405,107813.393719408,79686.4480472823,0,0,0,0,0,-172.944292218358,131189263
0.139724137931034,0.142857142857143,0.1,-3.03825557931313,0.01581203125,0.886400858080936,-0.159385266670492,-2.94417981516997,3.68e-05,5301405,295314.428228834,267187.020011172,0,0,0,0,0,-178.933488553777,25156267
0.139724137931034,0.142857142857143,0.1,-3.03324694953452,0.01581203125,0.881150993303387,-0.165681843934754,-2.94401736494029,3.68e-05,5301405,295311.796223153,267187.233962489,0,0,0,0,0,-178.937463151861,655464053
0.139724137931034,0.142857142857143,0.1,-3.04128315199757,0.01581203125,0.882567140667939,-0.160070443024615,-2.93895838096731,3.68000000000001e-05,5301405,295311.856196212,267188.889377006,0,0,0,0,0,-178.932326423446,568322965
0.139724137931034,0.142857142857143,0.1,-3.03372461398766,0.01581203125,0.882785457950073,-0.161676418595015,-2.94876883373582,3.68e-05,5301405,295313.115101857,267185.506974001,0,0,0,0,0,-178.935798843829,662714834
0.139724137931034,0.142857142857143,0.1,-3.03468714846299,0.01581203125,0.880181343432011,-0.164541733924157,-2.94145851013738,3.68e-05,5301405,295311.325146209,267189.683602558,0,0,0,0,0,-178.940093562024,912709458
0.139724137931034,0.142857142857143,0.1,4.02746974516911,0.51571703125,1.715569591368,3.44477466679009,6.43468907796215,3.68e-05,5301405,145313.742869187,117187.107192819,0,0,0,0,0,-201.699720624095,906893044
0.139724137931034,0.142857142857143,0.1,2.27126377626963,0.51571703125,1.7267750818153,4.63449885673548,7.63416104143155,3.68e-05,5301405,145314.708659905,117186.699976944,0,0,0,0,0,-202.039015958103,631516989
0.139724137931034,0.142857142857143,0.1,4.02675587276141,0.51571703125,1.71518799696168,3.4436170981418,6.45482565948861,3.68e-05,5301405,145312.985166367,117187.431234581,0,0,0,0,0,-201.700649667574,886825401
0.139724137931034,0.142857142857143,0.1,4.03716645772896,0.51571703125,1.71310536683633,3.44732552233973,6.40979680207148,3.68e-05,5301405,145312.642540143,117188.985531994,0,0,0,0,0,-201.699796391357,341344792
0.139724137931034,0.142857142857143,0.1,2.33656846610812,0.51571703125,1.72549692153975,4.56147426829622,7.73658991831701,3.68000000000001e-05,5301405,145312.033966978,117189.905634834,0,0,0,0,0,-201.990125877095,1024335165
0.139724137931034,0.142857142857143,0.1,-0.248852033923549,0.26576453125,0.0120719264427631,-1.54049350827344,0.373029783821682,3.68e-05,5301405,70313.152370895,192188.280842735,0,0,0,0,0,-983.302112975048,376890397
0.139724137931034,0.142857142857143,0.1,0.0786154156534206,0.26576453125,0.0126669887464835,-1.76366792543503,0.318972815631418,3.68e-05,5301405,70313.8665936809,192188.045995709,0,0,0,0,0,-983.266744006134,354931936
0.139724137931034,0.142857142857143,0.1,0.34485170351278,0.26576453125,0.0177713188297472,-1.69500671975915,0.229763073303191,3.68e-05,5301405,70313.7688745093,192187.21280644,0,0,0,0,0,-983.248391380707,349521537
0.139724137931034,0.142857142857143,0.1,-0.27000555690088,0.26576453125,0.0143330005563496,-1.76782060369087,0.424177330784963,3.68e-05,5301405,70314.1212043632,192187.868075316,0,0,0,0,0,-983.295693176989,314519199
0.139724137931034,0.142857142857143,0.1,-0.0689135660266016,0.26576453125,0.0138692180007052,-1.81232889495775,0.372901418928319,3.67999999999999e-05,5301405,70313.8581914706,192187.230994719,0,0,0,0,0,-983.277393805373,829338335
0.139724137931034,0.142857142857143,0.1,-12.7233137608409,0.76566953125,11.1782003915714,4.55939559082011,-5.75316430140085,3.68e-05,5301405,220314.623090677,42185.9631228551,0,0,0,0,0,-299.266844164323,348429948
0.139724137931034,0.142857142857143,0.1,-12.9476347366484,0.76566953125,10.1937615809942,4.29180627606685,-4.97707081391286,3.68e-05,5301405,220312.464792948,42186.8498830265,0,0,0,0,0,-298.401870917088,899266250
0.139724137931034,0.142857142857143,0.1,-12.7535617368047,0.76566953125,9.57143137049808,4.51246807613461,-5.15762656075015,3.68e-05,5301405,220312.783702556,42188.1201789429,0,0,0,0,0,-296.224430263346,535785668
0.139724137931034,0.142857142857143,0.1,-14.0203672906542,0.76566953125,11.8811790325326,4.99087885042777,-5.53631188690351,3.68e-05,5301405,220310.517258414,42184.8724668132,0,0,0,0,0,-304.493763212997,30943785
0.139724137931034,0.142857142857143,0.1,-12.6887744620177,0.76566953125,10.695513156307,4.38349232215366,-5.14630799568713,3.68e-05,5301405,220312.530968323,42188.2153177253,0,0,0,0,0,-298.234791050672,725427194
0.139724137931034,0.142857142857143,0.1,-10.715308064551,0.98437796875,11.675117298209,2.97148205191015,1.17402431544046,3.68e-05,5301405,117189.287460234,107812.52937561,0,0,0,0,0,-298.713746510787,576835554
0.139724137931034,0.142857142857143,0.1,-10.2099059026814,0.98437796875,11.4801352021207,2.79985310018165,1.14496511234757,3.68e-05,5301405,117188.835261222,107813.409078524,0,0,0,0,0,-297.586829999363,469344992
0.139724137931034,0.142857142857143,0.1,-10.2338165999578,0.98437796875,11.5645299939987,2.8380323540049,1.24033627896252,3.68000000000001e-05,5301405,117187.131793002,107811.610635568,0,0,0,0,0,-297.790691427615,790891701
0.139724137931034,0.142857142857143,0.1,-11.0583966777598,0.98437796875,11.6607571745796,2.977573734462,1.10214183316321,3.68000000000001e-05,5301405,117188.161136649,107814.045524876,0,0,0,0,0,-299.271587220076,776074542
0.139724137931034,0.142857142857143,0.1,-10.9349078931738,0.98437796875,11.7178907604227,3.05602605113523,1.20086855990109,3.68e-05,5301405,117187.890569766,107812.525456584,0,0,0,0,0,-299.168845858218,5707733
0.139724137931034,0.142857142857143,0.1,-2.72702915513826,0.48447296875,1.19292362875703,-0.120276891186438,-1.47564292559714,3.68e-05,5301405,267190.002311172,257810.170517968,0,0,0,0,0,-190.438045610331,385517836
0.139724137931034,0.142857142857143,0.1,-3.06473993915286,0.48447296875,0.831542723567375,-0.157826966087067,-2.9889966490487,3.67999999999999e-05,5301405,267187.007686669,257812.307049195,0,0,0,0,0,-178.503043388825,876756101
0.139724137931034,0.142857142857143,0.1,-3.06484616202825,0.48447296875,0.832975531265158,-0.157603183873178,-2.98899681576885,3.68e-05,5301405,267186.879804778,257814.825256926,0,0,0,0,0,-178.523842313788,1039726296
0.139724137931034,0.142857142857143,0.1,-3.07241644535695,0.48447296875,0.84219387247883,-0.225966639312843,-2.88160621825195,3.68e-05,5301405,267186.912178973,257811.887164304,0,0,0,0,0,-178.678735714866,1002067723
0.139724137931034,0.142857142857143,0.1,-3.06992057566459,0.48447296875,0.82701060189024,-0.158181483893823,-2.98189202153661,3.68e-05,5301405,267188.184650328,257811.718266916,0,0,0,0,0,-178.511605301942,420596530
0.139724137931034,0.142857142857143,0.1,-3.06909677504612,0.73442546875,0.683993982942203,-0.339609958833816,-3.06244937238651,3.67999999999999e-05,5301405,192186.932262495,32812.8336080076,0,0,0,0,0,-174.725421886826,983557626
0.139724137931034,0.142857142857143,0.1,-3.07275048256328,0.73442546875,0.687365098789576,-0.332970982940368,-3.06863550870898,3.68e-05,5301405,192187.047451225,32812.4127766256,0,0,0,0,0,-174.712506820741,824567609
0.139724137931034,0.142857142857143,0.1,-3.09354740658938,0.73442546875,0.687663477252341,-0.33459554574489,-3.04190197752566,3.68e-05,5301405,192186.635045961,32814.409702924,0,0,0,0,0,-174.730526128856,696944511
0.139724137931034,0.142857142857143,0.1,-3.07411148062972,0.73442546875,0.677624691032411,-0.316779159937144,-3.08460407005753,3.68000000000001e-05,5301405,192187.116318871,32812.4555505146,0,0,0,0,0,-174.731794077247,921189892
0.139724137931034,0.142857142857143,0.1,-3.07490413338725,0.73442546875,0.693987747264745,-0.345787082648375,-3.04210275853355,3.67999999999999e-05,5301405,192186.583409149,32813.3170735527,0,0,0,0,0,-174.746122974685,757405161
0.139724137931034,0.142857142857143,0.1,-17.9100243482623,0.23452046875,114.776468595665,-0.562980993762756,-0.384463841311482,3.68e-05,5301405,42187.2137281342,182811.835627302,0,0,0,0,0,-402.795403120919,932039443
