"sigma_M","gamma","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.724165517241379,0.0588235294117647,0.994793668622872,0.17203234375,0.458677963349409,1.62672386518175,0.999053196462905,3.68e-05,5301405,159375.331675095,0,0,0,0,0,-434.65196325002,118133442
0.724165517241379,0.0588235294117647,0.472384910994391,0.17203234375,0.573378802450908,3.63491416646557,2.01984184663011,3.68e-05,5301405,159376.525973019,0,0,0,0,0,-220.617720518023,213007594
0.724165517241379,0.0588235294117647,2.21641087062452,0.17203234375,0.430898029172,0.91765656699628,1.00326292108557,3.68e-05,5301405,159375.971450797,0,0,0,0,0,-417.811726695503,604147938
0.724165517241379,0.0588235294117647,2.54053112953064,0.17203234375,0.353519120225111,0.575915973910931,0.645055146465971,3.68e-05,5301405,159376.422827313,0,0,0,0,0,-419.756985578259,1072128240
0.724165517241379,0.0588235294117647,-7.57441725574278,0.26576453125,0.914330256516208,9.06630401242639,7.86591849101039,3.68e-05,5301405,215627.389703473,0,0,0,0,0,-298.054057043774,284052115
0.724165517241379,0.0588235294117647,-8.74780314134232,0.26576453125,0.901129887876184,10.4687484951456,8.08103167210691,3.68e-05,5301405,215624.547704635,0,0,0,0,0,-321.880243703914,166564201
0.724165517241379,0.0588235294117647,-5.76255598227088,0.26576453125,0.860522555877936,9.19663421049849,9.40426916464454,3.68e-05,5301405,215624.284868771,0,0,0,0,0,-254.94499419008,381847044
0.724165517241379,0.0588235294117647,-8.95351778398142,0.26576453125,0.798714611044469,9.37169082682875,7.50369189631405,3.68e-05,5301405,215628.797642722,0,0,0,0,0,-349.09926305218,960133713
0.724165517241379,0.0588235294117647,-8.38868292035455,0.26576453125,0.8555710498754,9.85730568298458,8.16159495203112,3.68e-05,5301405,215625.580933221,0,0,0,0,0,-315.81281409855,464772524
0.724165517241379,0.0588235294117647,0.209834429566438,0.76566953125,0.632641606957134,4.35149644105554,0.815527022407794,3.68e-05,5301405,515626.379538776,0,0,0,0,0,-234.989906348204,410516646
0.724165517241379,0.0588235294117647,0.0850293300329394,0.76566953125,0.443314763982629,4.86736031578649,-0.984328164650768,3.68e-05,5301405,515625.166460703,0,0,0,0,0,-368.594858879028,854951372
0.724165517241379,0.0588235294117647,-1.79496837599157,0.76566953125,0.31588172594355,4.16368261096629,-1.39101635916658,3.68e-05,5301405,515625.260117549,0,0,0,0,0,-373.475763825599,1061810770
0.724165517241379,0.0588235294117647,0.795712537589136,0.76566953125,0.487431034456088,4.45387758832533,0.00829980897706387,3.68e-05,5301405,515624.793970832,0,0,0,0,0,-294.627375523733,758686177
0.724165517241379,0.0588235294117647,0.163185340112837,0.76566953125,0.538641608311253,3.79843243240016,2.20424103703895,3.68e-05,5301405,515624.677945636,0,0,0,0,0,-218.30504523423,694199614
0.724165517241379,0.0588235294117647,-5.71286428447631,0.51571703125,0.280129555506214,-0.480419569120998,0.479102194720118,3.68e-05,5301405,65627.812262547,0,0,0,0,0,-571.940962065854,135238720
0.724165517241379,0.0588235294117647,-5.48116361876507,0.51571703125,0.392058818882414,0.66489479812919,0.293159097977406,3.67999999999999e-05,5301405,65628.549237425,0,0,0,0,0,-534.786721111922,762023864
0.724165517241379,0.0588235294117647,-6.16600888173347,0.51571703125,0.284872240916328,0.591966177201813,0.555288421464838,3.68e-05,5301405,65624.5148315975,0,0,0,0,0,-566.922695145191,41250350
0.724165517241379,0.0588235294117647,-3.977281142446,0.51571703125,0.146492239827075,-0.410209414492985,-1.28763257303881,3.68e-05,5301405,65626.7040811825,0,0,0,0,0,-206.367424304655,647214907
0.724165517241379,0.0588235294117647,-6.37388540203494,0.51571703125,0.329037987429388,-1.30173363199485,0.68887983771022,3.68000000000001e-05,5301405,65629.1262821901,0,0,0,0,0,-568.632165618687,845738038
0.724165517241379,0.0588235294117647,7.97494227872118,0.01581203125,0.312931373533583,8.99979215431912,3.0132634537338,3.68e-05,5301405,365626.280660893,0,0,0,0,0,-274.187455259775,601383505
0.724165517241379,0.0588235294117647,8.06648471341317,0.01581203125,0.296667723096615,8.55098915038659,4.13504835512659,3.68e-05,5301405,365625.854614167,0,0,0,0,0,-272.283643217083,499448243
0.724165517241379,0.0588235294117647,7.39206672267996,0.01581203125,0.301716319326534,7.97900478033217,3.98461431413918,3.68e-05,5301405,365625.723390281,0,0,0,0,0,-272.806413720129,728462263
0.724165517241379,0.0588235294117647,6.87352825281278,0.01581203125,0.313210180728225,7.69300063865184,3.50671699289466,3.68000000000001e-05,5301405,365624.880159746,0,0,0,0,0,-274.150288911335,381282148
0.724165517241379,0.0588235294117647,7.38751798401558,0.01581203125,0.303164460897262,7.87014236557943,3.95583460987211,3.67999999999999e-05,5301405,365623.968791068,0,0,0,0,0,-272.88435987392,674116864
0.724165517241379,0.0588235294117647,-4.22976833315161,0.89064578125,0.0555170899936482,-1.31178703154544,-3.22620332479568,3.68e-05,5301405,290624.834999993,0,0,0,0,0,-170.784844595911,766943882
0.724165517241379,0.0588235294117647,-4.55102682187932,0.89064578125,0.172294830513953,-1.2206899923804,-3.46848135548153,3.67999999999999e-05,5301405,290625.65754597,0,0,0,0,0,-174.37461381692,567664517
0.724165517241379,0.0588235294117647,-4.24156296893535,0.89064578125,0.0565488093453346,-1.29577526054377,-3.23556250520942,3.68e-05,5301405,290625.836834537,0,0,0,0,0,-170.824165742674,21332922
0.724165517241379,0.0588235294117647,-4.47680929492912,0.89064578125,0.130915395898606,-1.25045749989081,-3.42537802932493,3.68e-05,5301405,290627.19374442,0,0,0,0,0,-173.322057451483,1038058455
0.724165517241379,0.0588235294117647,-4.46896136584406,0.89064578125,0.112451506046602,-1.22914133755916,-3.4180780124395,3.68e-05,5301405,290625.259199365,0,0,0,0,0,-172.851300746969,881324890
0.724165517241379,0.0588235294117647,0.459819539647756,0.39074078125,0.538467726397169,3.64793286670202,2.11053244673759,3.67999999999999e-05,5301405,590626.741018131,0,0,0,0,0,-219.838149868427,337525563
0.724165517241379,0.0588235294117647,0.408125978133913,0.39074078125,0.572888895516808,3.68094148654764,2.06132965186109,3.68e-05,5301405,590624.173819547,0,0,0,0,0,-219.840272132558,735341339
0.724165517241379,0.0588235294117647,0.49311812835352,0.39074078125,0.535235653231807,3.65986978708714,2.09581926385118,3.68e-05,5301405,590625.308763826,0,0,0,0,0,-219.87978545351,188574499
0.724165517241379,0.0588235294117647,0.43171705603018,0.39074078125,0.551768388609506,3.63793132477603,2.15341065311326,3.67999999999999e-05,5301405,590624.045932454,0,0,0,0,0,-219.840536358119,1048677901
0.724165517241379,0.0588235294117647,0.443337395795668,0.39074078125,0.544857061958325,3.66820658784421,2.07729400967751,3.68e-05,5301405,590625.963210133,0,0,0,0,0,-219.84680368269,1015315932
0.724165517241379,0.0588235294117647,-14.3270121457814,0.14078828125,0.656896564045115,7.15248515048486,-1.94018704722645,3.68000000000001e-05,5301405,140626.283573232,0,0,0,0,0,-568.549370948063,663217697
0.724165517241379,0.0588235294117647,-14.7578463986908,0.14078828125,0.722000731219267,6.99090943695499,-2.26218634837419,3.68e-05,5301405,140624.350384049,0,0,0,0,0,-574.050686992117,120380138
0.724165517241379,0.0588235294117647,-14.2495993581881,0.14078828125,0.703437046939063,6.89638136253147,-2.29698624929046,3.68000000000001e-05,5301405,140626.468225151,0,0,0,0,0,-578.829027845812,205428091
0.724165517241379,0.0588235294117647,-14.696974165276,0.14078828125,0.809210848955399,7.38549329317171,-0.39268916863623,3.68e-05,5301405,140626.194256484,0,0,0,0,0,-521.203646102483,895580248
0.724165517241379,0.0588235294117647,-14.0167671212361,0.14078828125,0.847645354237122,7.09353386287705,-1.48557427764714,3.67999999999999e-05,5301405,140626.255287934,0,0,0,0,0,-533.309487337057,21998428
0.724165517241379,0.0588235294117647,0.393412878566101,0.64069328125,0.499320142806208,3.68692564686547,2.26575800711662,3.68e-05,5301405,440623.417094119,0,0,0,0,0,-218.848655047134,345253415
0.724165517241379,0.0588235294117647,0.516989053702043,0.64069328125,0.500182646638308,3.59574446757379,2.54513873168837,3.68e-05,5301405,440625.303770759,0,0,0,0,0,-219.30717784952,31396308
0.724165517241379,0.0588235294117647,0.292626066092636,0.64069328125,0.541717505827342,3.68680820056381,2.19296779077471,3.68e-05,5301405,440627.353257442,0,0,0,0,0,-218.801097347472,418766607
0.724165517241379,0.0588235294117647,0.4018527026331,0.64069328125,0.5140751296281,3.68849432463865,2.20726397530977,3.68e-05,5301405,440622.901142827,0,0,0,0,0,-218.833907558595,128768119
0.724165517241379,0.0588235294117647,0.451042565075691,0.64069328125,0.486122298470491,3.6856443966052,2.26592669737935,3.68e-05,5301405,440625.623459984,0,0,0,0,0,-218.85421042369,120707517
0.724165517241379,0.0588235294117647,-0.692453536928921,0.07830015625,0.719050785299132,3.97091528813062,5.21131900869938,3.67999999999999e-05,5301405,253124.405623657,0,0,0,0,0,-227.898844060263,850339517
0.724165517241379,0.0588235294117647,-0.814017582321057,0.07830015625,0.78602934608381,4.02779015177563,5.15879942463972,3.68e-05,5301405,253127.337225273,0,0,0,0,0,-228.788261454781,258116520
0.724165517241379,0.0588235294117647,-0.292439703562199,0.07830015625,0.518625581757324,3.81100305080011,5.32660878733921,3.68e-05,5301405,253128.853290448,0,0,0,0,0,-226.024724961641,440867907
0.724165517241379,0.0588235294117647,-0.540610810992141,0.07830015625,0.719218661163162,3.93862985056916,4.95160223705042,3.68e-05,5301405,253125.383207264,0,0,0,0,0,-227.815068518485,822050313
0.724165517241379,0.0588235294117647,-0.700820783192449,0.07830015625,0.688196164130837,3.95145644409542,5.41456595510171,3.68e-05,5301405,253126.310712306,0,0,0,0,0,-227.623787347231,462256853
0.724165517241379,0.0588235294117647,7.16119316301921,0.57820515625,0.309755487546116,9.75701760630835,3.35906782755347,3.68e-05,5301405,553125.027038425,0,0,0,0,0,-273.265562334409,512640301
0.724165517241379,0.0588235294117647,6.22737761370606,0.57820515625,0.310148972249345,9.35105879170105,3.51002757041034,3.68e-05,5301405,553123.91265539,0,0,0,0,0,-273.521389315869,568063334
0.724165517241379,0.0588235294117647,5.17733010214007,0.57820515625,0.308787819221393,8.76975180941369,4.11839871461045,3.68000000000001e-05,5301405,553122.658803218,0,0,0,0,0,-272.940632449817,138568240
0.724165517241379,0.0588235294117647,5.68577031770124,0.57820515625,0.301744153796336,10.0154483785265,4.08295949200162,3.68e-05,5301405,553125.218526288,0,0,0,0,0,-272.465317213331,116960750
0.724165517241379,0.0588235294117647,7.39712853807702,0.57820515625,0.306460414923309,9.7795085560108,3.36296198570852,3.68e-05,5301405,553124.426365197,0,0,0,0,0,-273.159250952615,848970994
0.724165517241379,0.0588235294117647,-11.8244489631305,0.82815765625,0.905885343642966,4.7382664562019,1.52175153441223,3.68000000000001e-05,5301405,103125.649266791,0,0,0,0,0,-432.776096593158,11197642
0.724165517241379,0.0588235294117647,-12.7301576129028,0.82815765625,0.903421719590657,4.81810870622093,1.3786442181971,3.67999999999999e-05,5301405,103127.835217933,0,0,0,0,0,-434.772281990821,1056555153
0.724165517241379,0.0588235294117647,-12.4546653865601,0.82815765625,0.898158896013076,2.8280283487596,1.88813884273787,3.68000000000001e-05,5301405,103127.113316181,0,0,0,0,0,-450.905774029173,451500546
0.724165517241379,0.0588235294117647,-12.4366247781674,0.82815765625,0.899481391110251,3.37741294759843,1.2819460839195,3.68e-05,5301405,103128.246944306,0,0,0,0,0,-447.453134610049,327755086
0.724165517241379,0.0588235294117647,-12.3735015354272,0.82815765625,0.829749458483421,4.98491091453699,0.748308330304169,3.67999999999999e-05,5301405,103126.081900963,0,0,0,0,0,-450.959326079381,296523913
0.724165517241379,0.0588235294117647,-4.12121014713801,0.32825265625,0.0392664712250199,-1.27068452566936,-3.10016222499022,3.68e-05,5301405,403126.025232307,0,0,0,0,0,-169.84488603393,98216470
0.724165517241379,0.0588235294117647,-4.12606126813946,0.32825265625,0.0391085867461594,-1.27372825211433,-3.09194786543874,3.67999999999999e-05,5301405,403125.120985606,0,0,0,0,0,-169.839831896158,500866306
0.724165517241379,0.0588235294117647,-4.12406252306463,0.32825265625,0.0392937901658166,-1.27319813944885,-3.10268278805921,3.68e-05,5301405,403124.827596294,0,0,0,0,0,-169.845020035403,476072960
0.724165517241379,0.0588235294117647,-4.13194737197468,0.32825265625,0.0390376160726116,-1.27041293379211,-3.09030366882351,3.68e-05,5301405,403125.800153589,0,0,0,0,0,-169.844756979984,421598184
0.724165517241379,0.0588235294117647,-4.11308663601731,0.32825265625,0.0388708563156436,-1.28054919580168,-3.08894337983073,3.68e-05,5301405,403125.811473506,0,0,0,0,0,-169.851100651404,126654121
0.724165517241379,0.0588235294117647,-15.2743572331135,0.70318140625,0.850116087611391,3.35223689522219,-5.05531982318091,3.68e-05,5301405,178125.468034634,0,0,0,0,0,-612.236912770415,515721437
0.724165517241379,0.0588235294117647,-15.4223346666269,0.70318140625,0.655337636387611,3.10601070840953,-4.16461146731367,3.68e-05,5301405,178126.532247998,0,0,0,0,0,-682.289049141767,974451206
0.724165517241379,0.0588235294117647,-16.3101708274979,0.70318140625,0.666404711869003,3.71481453832839,-5.44610394726465,3.68e-05,5301405,178125.37422805,0,0,0,0,0,-652.952737744189,885646361
0.724165517241379,0.0588235294117648,-16.5128142346528,0.70318140625,0.882981367079759,3.29909467066196,-4.66120489116751,3.68000000000002e-05,5301405,178124.688982773,0,0,0,0,0,-610.979921179597,57131780
0.724165517241379,0.0588235294117647,-15.0743808490894,0.70318140625,0.692811261477329,3.89570372474065,-4.29847752168701,3.67999999999999e-05,5301405,178124.542703561,0,0,0,0,0,-706.888604821018,148842018
0.724165517241379,0.0588235294117647,-4.10123472433836,0.20327640625,0.175157549348285,-2.2676085385544,-0.823717940142241,3.68e-05,5301405,478126.638510243,0,0,0,0,0,-655.246856413394,952100525
0.724165517241379,0.0588235294117647,-4.90132843754935,0.20327640625,0.310856730641541,-1.60392020979103,-0.879840412318295,3.68e-05,5301405,478124.935511176,0,0,0,0,0,-532.490674775489,665597376
0.724165517241379,0.0588235294117647,-4.44342148506007,0.20327640625,0.107964617876314,-1.13390854766209,-3.36049250313816,3.68e-05,5301405,478125.709881118,0,0,0,0,0,-175.07045705646,747196474
0.724165517241379,0.0588235294117647,-4.74270694103388,0.20327640625,0.328269859429104,-1.07749945824618,-0.761141454811714,3.67999999999999e-05,5301405,478125.570868769,0,0,0,0,0,-545.450209561237,854894359
0.724165517241379,0.0588235294117647,-4.37097491694771,0.20327640625,0.0757809428984983,-1.11751389890024,-3.29227261910624,3.68e-05,5301405,478125.764655032,0,0,0,0,0,-172.785443832388,475379847
0.724165517241379,0.0588235294117647,-8.42072613761997,0.45322890625,0.826155747524256,0.19705049198685,-1.80674984777157,3.67999999999999e-05,5301405,28127.0620800742,0,0,0,0,0,-412.012296269056,949765479
0.724165517241379,0.0588235294117647,-7.6009004517106,0.45322890625,0.821616564715434,-0.848198546481163,-1.24746127380007,3.68000000000001e-05,5301405,28125.4850085331,0,0,0,0,0,-281.911946745871,703952806
0.724165517241379,0.0588235294117647,-8.39811350217149,0.45322890625,0.742196266303434,-0.652134399495298,-0.984729179570301,3.67999999999999e-05,5301405,28125.3126339692,0,0,0,0,0,-349.237236674096,1017105176
0.724165517241379,0.0588235294117647,-7.97447093936597,0.45322890625,0.799305123736399,-0.379294003460386,-1.28021993871024,3.68e-05,5301405,28123.1446362964,0,0,0,0,0,-324.315829333677,948229686
0.724165517241379,0.0588235294117647,-8.77186320283338,0.45322890625,0.783154636313128,-0.419322745719159,-1.08563241132847,3.68e-05,5301405,28124.8284499856,0,0,0,0,0,-382.897600164108,763158863
0.724165517241379,0.0588235294117647,0.133727823945822,0.95313390625,0.519817861803363,3.91954065927123,2.15931974193129,3.68000000000001e-05,5301405,328125.567907795,0,0,0,0,0,-217.710012600391,1016586625
0.724165517241379,0.0588235294117647,0.439841581709614,0.95313390625,0.449608635048665,3.62579968502106,2.44537997352026,3.68e-05,5301405,328126.541877667,0,0,0,0,0,-217.855096882348,878980774
0.724165517241379,0.0588235294117647,0.447624930321076,0.95313390625,0.434298347193057,3.67602468704934,2.45007453995493,3.68e-05,5301405,328126.167918527,0,0,0,0,0,-217.602397898828,521021859
0.724165517241379,0.0588235294117647,0.389710345345842,0.95313390625,0.528481363290347,3.69189154856237,2.28165436462352,3.68000000000001e-05,5301405,328127.353169569,0,0,0,0,0,-217.278062220066,813278096
0.724165517241379,0.0588235294117647,0.440132298917159,0.95313390625,0.462603804555562,3.70501362115752,2.40973708178229,3.68e-05,5301405,328126.376654027,0,0,0,0,0,-217.467081537773,278863212
0.724165517241379,0.0588235294117647,-8.30193224339336,0.445417890625,0.291060567119721,-1.14303445351325,0.519014662910132,3.68e-05,5301405,145312.996712686,0,0,0,0,0,-433.417609496283,511071891
0.724165517241379,0.0588235294117647,-8.59576440008358,0.445417890625,0.493204352397022,0.316826756542484,0.0206370311678038,3.67999999999999e-05,5301405,145314.900874984,0,0,0,0,0,-468.786828639071,708407851
0.724165517241379,0.0588235294117647,-8.60230600728467,0.445417890625,0.0951999680548831,-1.23651834522199,1.43666464873039,3.67999999999999e-05,5301405,145312.470560655,0,0,0,0,0,-740.575015031431,323624904
0.724165517241379,0.0588235294117647,-7.99036485546082,0.445417890625,0.271662242944288,-1.11966743672689,1.01307447001785,3.68000000000001e-05,5301405,145315.161209575,0,0,0,0,0,-483.808035968776,119341223
0.724165517241379,0.0588235294117647,-8.31335673768345,0.445417890625,0.184015018215875,-0.160651441131325,1.24338527647811,3.68e-05,5301405,145312.902320997,0,0,0,0,0,-639.375699115802,783390706
0.724165517241379,0.0588235294117647,0.458202248158518,0.945322890625,0.476306513436832,3.79256968281065,2.15776471734571,3.67999999999999e-05,5301405,445312.347495355,0,0,0,0,0,-217.558853820258,899893938
0.724165517241379,0.0588235294117647,0.225120965858007,0.945322890625,0.526125636338657,3.79711605085111,2.16776215087765,3.68e-05,5301405,445311.877567099,0,0,0,0,0,-217.412955072688,174308463
0.724165517241379,0.0588235294117647,2.37538046515627,0.945322890625,0.533338770360864,3.5642522247629,1.35701110379865,3.68e-05,5301405,445308.85170803,0,0,0,0,0,-242.570441291301,207623689
0.724165517241379,0.0588235294117647,0.371533558625341,0.945322890625,0.50018019279644,3.77531468403623,2.12911450061156,3.68e-05,5301405,445312.627273094,0,0,0,0,0,-217.127886053566,969509637
0.724165517241379,0.0588235294117647,0.390631757432568,0.945322890625,0.477628479326085,3.68546993056007,2.45552143026672,3.68e-05,5301405,445313.794092204,0,0,0,0,0,-217.559785303947,552204308
0.724165517241379,0.0588235294117647,-13.1961449454657,0.695370390625,0.87147913640077,7.02054355451903,1.66949166706362,3.68e-05,5301405,295313.098438131,0,0,0,0,0,-479.158980760396,351616413
0.724165517241379,0.0588235294117647,-13.2265065480418,0.695370390625,0.88423635887158,5.80048901308114,0.813890201771066,3.68e-05,5301405,295313.291503771,0,0,0,0,0,-454.906727498297,481313028
0.724165517241379,0.0588235294117647,-13.7623041670498,0.695370390625,0.802824489643102,6.72151784780195,1.42976828503474,3.67999999999999e-05,5301405,295312.696963093,0,0,0,0,0,-481.832004391258,14367260
0.724165517241379,0.0588235294117647,-13.1474089886362,0.695370390625,0.844496081014387,8.15247037541001,1.14988071943676,3.67999999999999e-05,5301405,295312.594718003,0,0,0,0,0,-471.950023120546,876904872
0.724165517241379,0.0588235294117647,-13.173851589263,0.695370390625,0.863461200256791,6.71756993670024,1.62220379856436,3.68e-05,5301405,295312.717570337,0,0,0,0,0,-478.8055413417,555247256
0.724165517241379,0.0588235294117647,-4.21056123128628,0.195465390625,0.0521227967527291,-1.1173150200684,-3.06991240165741,3.68e-05,5301405,595311.200525872,0,0,0,0,0,-172.849392017884,634716225
0.724165517241379,0.0588235294117647,-4.23969845785248,0.195465390625,0.055185482399721,-1.09982624025015,-3.10186421762629,3.68000000000001e-05,5301405,595312.017539178,0,0,0,0,0,-172.864603595903,246961691
0.724165517241379,0.0588235294117647,-4.21484451274419,0.195465390625,0.052760946987026,-1.11373864374673,-3.07462029832416,3.68000000000001e-05,5301405,595314.77923555,0,0,0,0,0,-172.852831368802,1014407282
0.724165517241379,0.0588235294117647,-4.22410319967164,0.195465390625,0.0539091576936697,-1.10876769379672,-3.09365161503894,3.68e-05,5301405,595313.156375082,0,0,0,0,0,-172.85097720037,124206933
0.724165517241379,0.0588235294117647,-4.24005517833804,0.195465390625,0.0544959589980708,-1.09727619483447,-3.09908786255104,3.68e-05,5301405,595313.156929056,0,0,0,0,0,-172.851450669325,1068618196
0.724165517241379,0.0588235294117647,-16.1318941216622,0.820346640625,0.00133277267782321,6.01577279194183,-4.60371063524488,3.67999999999999e-05,5301405,70313.9156817601,0,0,0,0,0,-955.93914806949,55779378
0.724165517241379,0.0588235294117647,-17.0854061140852,0.820346640625,0.00459633626082717,6.44330382841985,-4.44334554713021,3.67999999999999e-05,5301405,70315.4695771136,0,0,0,0,0,-958.069822209605,325802832
0.724165517241379,0.0588235294117647,-17.3839029474304,0.820346640625,0.00146291031801036,6.41939669070815,-4.42655853641072,3.67999999999999e-05,5301405,70313.258550401,0,0,0,0,0,-956.067785264692,841602210
0.724165517241379,0.0588235294117647,-17.4609371121335,0.820346640625,0.00708162208428999,6.30742403356224,-5.42284779452643,3.67999999999999e-05,5301405,70312.4605390135,0,0,0,0,0,-958.961636537346,632583214
0.724165517241379,0.0588235294117647,-16.9524758482557,0.820346640625,0.00916324960029066,6.20746292888685,-5.19364680167794,3.67999999999999e-05,5301405,70313.0634498169,0,0,0,0,0,-959.176048779849,20152062
0.724165517241379,0.0588235294117647,0.150885018034018,0.320441640625,0.755733608609918,3.7013938015179,1.96123518795265,3.68e-05,5301405,370312.739078806,0,0,0,0,0,-221.291585062688,334150311
0.724165517241379,0.0588235294117647,0.176597683544982,0.320441640625,0.754952828203328,3.73237943154059,1.90525024725761,3.68e-05,5301405,370313.223580373,0,0,0,0,0,-221.138399797734,347133379
0.724165517241379,0.0588235294117647,-1.09254322281867,0.320441640625,0.793730651267191,1.86501098458278,1.91844208786604,3.68e-05,5301405,370312.406467702,0,0,0,0,0,-453.756816736019,622295531
0.724165517241379,0.0588235294117647,-0.752129552422282,0.320441640625,0.828008178595207,0.974276988825861,2.30299409935194,3.68e-05,5301405,370310.751935039,0,0,0,0,0,-448.584737975581,133827265
0.724165517241379,0.0588235294117647,0.296588687106155,0.320441640625,0.709296289357754,3.66608574042309,2.08807351210901,3.68e-05,5301405,370312.749545153,0,0,0,0,0,-221.009037493732,232294274
0.724165517241379,0.0588235294117647,-6.11003561136164,0.070489140625,0.75711117273026,-0.72260733538944,-3.35225192346437,3.67999999999999e-05,5301405,220313.673391634,0,0,0,0,0,-189.756063292873,507753087
0.724165517241379,0.0588235294117647,-5.37243220132948,0.070489140625,0.584095500094093,-1.03563810744431,-3.30400879063399,3.68e-05,5301405,220313.980281286,0,0,0,0,0,-182.588880047113,978513513
0.724165517241379,0.0588235294117647,-8.03285113067458,0.070489140625,0.85591374717309,-0.879255533624182,-1.65967008423485,3.68e-05,5301405,220312.946810321,0,0,0,0,0,-239.259419378646,1032047410
0.724165517241379,0.0588235294117647,-5.21205588144815,0.070489140625,0.81212112748929,-0.993315002923239,-3.55347207043551,3.68e-05,5301405,220312.04466909,0,0,0,0,0,-182.098119832918,828972040
0.724165517241379,0.0588235294117647,-5.65884824910793,0.070489140625,0.714689440376844,-0.842548035473741,-3.42931773810555,3.68e-05,5301405,220313.234332438,0,0,0,0,0,-184.571154366329,710425230
0.724165517241379,0.0588235294117647,0.386601161088569,0.570394140625,0.530207021061856,3.68665646453994,2.14877048113533,3.67999999999999e-05,5301405,520312.905770861,0,0,0,0,0,-219.100458967227,234282184
0.724165517241379,0.0588235294117647,0.383214606171105,0.570394140625,0.515613436665198,3.65627526021695,2.17403815793169,3.68e-05,5301405,520312.384228106,0,0,0,0,0,-219.155958734265,544751997
0.724165517241379,0.0588235294117647,0.466278352897931,0.570394140625,0.512153836223324,3.68987583066182,2.16659061602757,3.68e-05,5301405,520312.168280027,0,0,0,0,0,-219.113939605238,786711719
0.724165517241379,0.0588235294117647,0.30432321699248,0.570394140625,0.555430923795726,3.68659056874732,2.11967567120803,3.68e-05,5301405,520312.242455207,0,0,0,0,0,-219.21044973794,767465436
0.724165517241379,0.0588235294117647,0.444387973972526,0.570394140625,0.533816840433611,3.68011519005126,2.18193953803046,3.68000000000001e-05,5301405,520310.700019023,0,0,0,0,0,-219.155826999357,882548219
0.758644827586207,0.0588235294117647,-10.1515651053521,0.60944921875,0.784927289788237,4.35530992927254,1.19141660863343,3.67999999999999e-05,5301405,346873.793382889,0,0,0,0,0,-438.151621618093,964651816
0.758644827586207,0.0588235294117647,-9.65998249708811,0.60944921875,0.88012982017469,4.6378653138453,0.968698564438289,3.68e-05,5301405,346875.488770789,0,0,0,0,0,-412.82111754454,45688883
0.758644827586207,0.0588235294117647,-9.94498613084678,0.60944921875,0.854094932182023,4.19752866934052,0.894885849166789,3.68e-05,5301405,346874.786454467,0,0,0,0,0,-419.784913743433,15034319
0.758644827586207,0.0588235294117647,-9.71564526042999,0.60944921875,0.886239994237673,3.67012925512888,0.933996027699041,3.68e-05,5301405,346875.120274989,0,0,0,0,0,-405.70983733853,166467619
0.758644827586207,0.0588235294117647,-10.4134164789463,0.60944921875,0.920880686471033,4.19249351548982,0.993533538156414,3.68000000000001e-05,5301405,346876.722349782,0,0,0,0,0,-426.82441575379,600328878
0.758644827586207,0.0588235294117647,-4.3506680150108,0.10954421875,0.545392091554342,-1.39455125623447,-3.6063855598573,3.68e-05,5301405,46876.3402442686,0,0,0,0,0,-173.907527652242,1034302140
0.758644827586207,0.0588235294117647,-4.43347539468611,0.10954421875,0.663772997134703,-1.35228160604505,-3.61316850449019,3.68e-05,5301405,46876.1678067074,0,0,0,0,0,-173.926615983777,164258925
0.758644827586207,0.0588235294117647,-4.3706412239258,0.10954421875,0.58857206852366,-1.36750065000461,-3.62485523039974,3.68e-05,5301405,46877.3659057776,0,0,0,0,0,-173.848632921891,1031426653
0.758644827586207,0.0588235294117647,-0.198652353763763,0.10954421875,0.484317113651278,-1.02231059881934,-6.01233421356485,3.67999999999999e-05,5301405,46877.1547776899,0,0,0,0,0,-657.123269289993,89299783
0.758644827586207,0.0588235294117647,-4.34020544161067,0.10954421875,0.558837388788946,-1.401702508854,-3.60464377060196,3.68e-05,5301405,46875.6724393149,0,0,0,0,0,-173.831243168676,498671210
0.758644827586207,0.0588235294117648,-16.9367380410548,0.35949671875,0.264846410021382,0.864910727649863,3.10655318907222,3.68000000000001e-05,5301405,496875.575244056,0,0,0,0,0,-764.080226471461,345442381
0.758644827586207,0.0588235294117647,-17.9176083989451,0.35949671875,0.141326146893714,1.88662413776054,3.35165795733735,3.68000000000001e-05,5301405,496874.193686923,0,0,0,0,0,-775.567962198432,1026941653
0.758644827586207,0.0588235294117647,-17.2440558503603,0.35949671875,0.231018930548287,3.56910849532789,2.90207311688657,3.68e-05,5301405,496877.744469758,0,0,0,0,0,-757.41053704307,92019788
0.758644827586207,0.0588235294117647,-17.3169968660724,0.35949671875,0.157589585410841,2.28731263110528,3.9947735896308,3.68e-05,5301405,496874.972474588,0,0,0,0,0,-751.58498135954,289704242
0.758644827586207,0.0588235294117647,-16.9524472943324,0.35949671875,0.144696944409972,2.27586529099539,2.82170266349392,3.68000000000001e-05,5301405,496873.027604317,0,0,0,0,0,-801.507266800741,669655604
0.758644827586207,0.0588235294117647,-3.81737505410062,0.85940171875,0.919802158286596,8.62352287869888,2.76415467831842,3.67999999999999e-05,5301405,196875.207499037,0,0,0,0,0,-307.914100738927,399277449
