"b_1","gamma","b_3","sigma_P","sigma_M","rho","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
-4,0.0588235294117647,-16.6250741157614,0.35949671875,9.3405548156952,0.856863019689319,2.86758113617001,3.68e-05,5301405,496877.020335944,0,0,0,0,0,-309.295873370292,815770151
-4,0.0588235294117647,-3.37002724648041,0.85940171875,2.93372550280741,0.107355543365636,-1.01020107359176,3.68e-05,5301405,196876.419611865,0,0,0,0,0,-253.63918174733,200179515
-4,0.0588235294117647,-3.04951683423612,0.85940171875,3.39715498940503,0.132229614208947,-1.15819695547133,3.67999999999999e-05,5301405,196876.429549951,0,0,0,0,0,-253.246255408072,912288689
-4,0.0588235294117647,-3.0552653317733,0.85940171875,3.7536951961442,0.158542612661258,-1.29954335727164,3.67999999999999e-05,5301405,196873.439629571,0,0,0,0,0,-251.470926081804,887647603
-4,0.0588235294117647,-3.49784047480929,0.85940171875,6.65380082467305,0.175906634762899,-0.845041172041561,3.68000000000001e-05,5301405,196876.111429204,0,0,0,0,0,-274.306380794936,11394483
-4,0.0588235294117647,-2.89578044230235,0.85940171875,3.47158226769604,0.118502873469839,-1.81428197866769,3.68e-05,5301405,196875.376101982,0,0,0,0,0,-242.76715066043,355637082
-4,0.0588235294117647,-13.0908097441227,0.23452046875,8.4267113402592,0.800980126023823,1.55876400068027,3.68e-05,5301405,421871.885324197,0,0,0,0,0,-303.770056313609,305228678
-4,0.0588235294117647,-12.9523414186525,0.23452046875,14.4113184211099,0.83226598636394,0.624263256529723,3.68e-05,5301405,421875.22890812,0,0,0,0,0,-316.542386271333,1055561160
-4,0.0588235294117647,-13.4747040610684,0.23452046875,18.3723568187436,0.84834525918924,-0.396271620576475,3.68e-05,5301405,421873.727961446,0,0,0,0,0,-333.688105660908,389191722
-4,0.0588235294117647,-13.1496269467832,0.23452046875,15.4655821476177,0.818521370578261,0.266569788660587,3.68e-05,5301405,421877.009787745,0,0,0,0,0,-322.286222145785,82592059
-4,0.0588235294117647,-11.8103311090967,0.23452046875,10.6974769454985,0.778032939495441,0.910486520538616,3.68e-05,5301405,421875.369304317,0,0,0,0,0,-306.837914980061,637187396
-4,0.0588235294117647,-2.7649179465156,0.73442546875,29.9937302508906,0.510385308481716,3.51096188690611,3.68e-05,5301405,121877.32369058,0,0,0,0,0,-366.221387621094,766100624
-4,0.0588235294117647,-1.68363479882267,0.73442546875,28.3415982879981,0.642861603226548,3.1997060047346,3.68e-05,5301405,121874.738485711,0,0,0,0,0,-361.550642520628,926028978
-4,0.0588235294117647,-2.15332365826364,0.73442546875,22.7515896333455,0.666663387797121,4.50342432371857,3.68e-05,5301405,121876.046049295,0,0,0,0,0,-349.351320039345,841456781
-4,0.0588235294117647,-2.16231286240951,0.73442546875,38.8478111075125,0.459231844001619,1.79639867126078,3.68e-05,5301405,121875.518411999,0,0,0,0,0,-380.631765973199,412251246
-4,0.0588235294117647,-1.72722209970497,0.73442546875,24.9503905834619,0.679094568253142,3.56697437828687,3.68000000000001e-05,5301405,121875.525664146,0,0,0,0,0,-357.636741198265,215746687
-4,0.0588235294117647,-7.44950305972242,0.98437796875,24.8327983168175,0.840935723973027,-4.52259691332955,3.68000000000001e-05,5301405,571876.509293293,0,0,0,0,0,-359.347667627008,420340597
-4,0.0588235294117647,-6.16138920408262,0.98437796875,20.2765761456878,0.832257068093068,-4.07196829624502,3.68e-05,5301405,571877.365397942,0,0,0,0,0,-348.60891251221,1029905737
-4,0.0588235294117647,-7.28418308072233,0.98437796875,22.0822971213096,0.814820495888516,-4.16261612232477,3.68e-05,5301405,571873.878129063,0,0,0,0,0,-355.459994390972,4866377
-4,0.0588235294117647,-7.33224804491771,0.98437796875,30.0897632145202,0.797491870877961,-6.148539105346,3.68e-05,5301405,571873.698038317,0,0,0,0,0,-373.070705462506,1047085085
-4,0.0588235294117647,-7.97177129545622,0.98437796875,24.11256946678,0.840728601752161,-4.34860171420334,3.68e-05,5301405,571875.950221986,0,0,0,0,0,-359.045742518474,611799594
-4,0.0588235294117647,4.03856685291461,0.48447296875,32.1054331694245,0.794568788693377,-1.33880615000979,3.68e-05,5301405,271874.281853337,0,0,0,0,0,-374.562833590504,907299458
-4,0.0588235294117647,4.95398780378128,0.48447296875,28.385129058366,0.519893303423216,-1.58425493492604,3.68e-05,5301405,271876.41166628,0,0,0,0,0,-386.967351721228,672534308
-4,0.0588235294117647,3.62695172488533,0.48447296875,28.2275791886934,0.791482394979457,-0.508966918182319,3.68e-05,5301405,271875.385258595,0,0,0,0,0,-371.170292758792,10525376
-4,0.0588235294117647,4.80012190656447,0.48447296875,30.2117054182228,0.721740844947402,-1.4233010088918,3.68e-05,5301405,271874.606113999,0,0,0,0,0,-375.624823153291,937887428
-4,0.0588235294117647,4.78600739767207,0.48447296875,6.13737511687208,0.482548895753386,0.223204076152794,3.68e-05,5301405,271875.439038243,0,0,0,0,0,-399.665828521664,89827373
-4,0.0588235294117647,-16.2438458987646,0.79691359375,0.0440759720040994,0.106428806963228,-1.48680972268395,3.68e-05,5301405,384375.319235585,0,0,0,0,0,-986.475946989367,417803237
-4,0.0588235294117647,-16.0815701410683,0.79691359375,0.0428086831017409,0.111424087320479,-1.60700954903109,3.68e-05,5301405,384374.761275667,0,0,0,0,0,-986.464679441154,166635015
-4,0.0588235294117647,-16.3576625301328,0.79691359375,0.042162914562273,0.125316048697043,-1.68351368991699,3.68000000000001e-05,5301405,384375.589089413,0,0,0,0,0,-986.465652288884,725233868
-4,0.0588235294117647,-16.3455750216017,0.79691359375,0.0466529109739154,0.114061203675732,-1.5635666313901,3.68e-05,5301405,384375.39246095,0,0,0,0,0,-986.469912894773,81601459
-4,0.0588235294117647,-15.8351433960537,0.79691359375,0.0461827932538364,0.114993085104094,-1.71751218714669,3.67999999999999e-05,5301405,384375.79570926,0,0,0,0,0,-986.462340581929,309805972
-4,0.0588235294117647,-2.31930957399504,0.29700859375,1.96717441961829,0.870119033484454,-2.75562024203814,3.68e-05,5301405,84375.5628414105,0,0,0,0,0,-214.847324004105,686869420
-4,0.0588235294117647,-2.17628838118278,0.29700859375,1.98407604955816,0.866825012352964,-2.94845971865679,3.68e-05,5301405,84375.3608344766,0,0,0,0,0,-214.880121016072,534006901
-4,0.0588235294117647,-2.30106468269043,0.29700859375,1.97915473244241,0.864141384204104,-2.78630804589318,3.68e-05,5301405,84374.8167648065,0,0,0,0,0,-214.840934280267,344094558
-4,0.0588235294117647,-2.17642251704786,0.29700859375,1.98708438821854,0.808037852621864,-2.94076443403009,3.68000000000001e-05,5301405,84378.0522023338,0,0,0,0,0,-215.611739321796,648220784
-4,0.0588235294117647,-2.30012365238957,0.29700859375,1.98213953054473,0.905186754527379,-2.79044443148262,3.68e-05,5301405,84376.4393996098,0,0,0,0,0,-214.433239373129,886485047
-4,0.0588235294117647,-10.4397177386,0.04705609375,11.3001282684537,0.726584391248288,0.554773088774032,3.68e-05,5301405,534375.255301537,0,0,0,0,0,-311.742497170789,274189175
-4,0.0588235294117647,-10.1432631820312,0.04705609375,11.1789962506092,0.763672568592715,0.606359911473568,3.68e-05,5301405,534375.10358685,0,0,0,0,0,-311.822879012565,817224836
-4,0.0588235294117647,-11.2529829328835,0.04705609375,9.19365775258255,0.717689026150535,0.975292986856551,3.68e-05,5301405,534375.306610924,0,0,0,0,0,-311.979821781193,757342190
-4,0.0588235294117647,-11.2511178625682,0.04705609375,9.31549411509517,0.778027988468398,0.718831515822543,3.68e-05,5301405,534376.407915893,0,0,0,0,0,-310.038622168486,153392497
-4,0.0588235294117647,-9.68103442744422,0.04705609375,9.94360026344517,0.790431007194215,0.473487774610645,3.68e-05,5301405,534376.183668103,0,0,0,0,0,-310.113116466066,909808131
-4,0.0588235294117647,-2.17237768427989,0.54696109375,2.33606994806982,0.754948147168993,-2.91476112061997,3.68000000000001e-05,5301405,234375.170284039,0,0,0,0,0,-226.448697868268,911705086
-4,0.0588235294117647,0.0328886015673481,0.54696109375,19.5941394920779,0.852732827756565,-4.80188814005827,3.68e-05,5301405,234374.536486603,0,0,0,0,0,-330.678732618096,410154480
-4,0.0588235294117647,-1.89960044187176,0.54696109375,2.26097951053733,0.75893962658552,-2.93606325758517,3.68e-05,5301405,234377.819867534,0,0,0,0,0,-224.841963510095,366657179
-4,0.0588235294117647,-2.01719998022091,0.54696109375,2.19059470573957,0.785625422747852,-3.10259176406468,3.68e-05,5301405,234375.252590754,0,0,0,0,0,-226.10292059558,81555152
-4,0.0588235294117647,-2.21755444647687,0.54696109375,2.37383464615387,0.685064317143761,-2.79830055298456,3.68e-05,5301405,234375.032085451,0,0,0,0,0,-227.594520997936,697116648
-4,0.0588235294117647,-7.41307939491167,0.42198484375,0.0128100839657331,0.068840122444907,-3.29134030004925,3.67999999999999e-05,5301405,309375.735598271,0,0,0,0,0,-985.734728744806,100195766
-4,0.0588235294117647,-7.49122720754087,0.42198484375,0.0135610733145341,0.0713391985846022,-3.31365751482876,3.68e-05,5301405,309375.227537857,0,0,0,0,0,-985.74406379265,183825545
-4,0.0588235294117647,-7.49245414112707,0.42198484375,0.00975684480182474,0.0653674927605956,-3.1958316384591,3.68e-05,5301405,309375.052390642,0,0,0,0,0,-985.740123343117,709292084
-4,0.0588235294117647,-7.58319561752583,0.42198484375,0.0111430971800281,0.0673147477391849,-3.20275752847801,3.68e-05,5301405,309374.994536699,0,0,0,0,0,-985.741167364675,29801196
-4,0.0588235294117647,-7.34573460417718,0.42198484375,0.0091276870341051,0.0657415269726703,-3.245183326327,3.68e-05,5301405,309375.613673535,0,0,0,0,0,-985.737331890669,1067474129
-4,0.0588235294117647,9.37453775304292,0.92188984375,2.23090156494493,0.788086867011648,9.16647197136852,3.68e-05,5301405,9374.85542492683,0,0,0,0,0,-270.126996460994,51521913
-4,0.0588235294117647,8.51189362521928,0.92188984375,2.32970289402566,0.788927047390665,8.47413708057969,3.68e-05,5301405,9374.78043194874,0,0,0,0,0,-276.762946898089,901213181
-4,0.0588235294117647,8.77343313779928,0.92188984375,5.74335495462616,0.705840136380943,7.41983779134404,3.68e-05,5301405,9376.26286770979,0,0,0,0,0,-289.522135066623,548573336
-4,0.0588235294117647,8.44158370477956,0.92188984375,2.37984100506678,0.812136791012372,8.69084750239468,3.68e-05,5301405,9376.59167739719,0,0,0,0,0,-275.596658280918,803237315
-4,0.0588235294117647,8.08252490136116,0.92188984375,4.34155932554239,0.857284460804307,9.63303187142594,3.68e-05,5301405,9376.363872946,0,0,0,0,0,-265.549538745056,645911571
-4,0.0588235294117647,-12.0400877602755,0.67193734375,24.258539521544,0.891858036739475,-2.72086090162563,3.68000000000001e-05,5301405,459376.578195433,0,0,0,0,0,-356.357027985724,142350528
-4,0.0588235294117647,-10.7882072870466,0.67193734375,13.5572910800327,0.886296896160523,-0.241603793003573,3.68e-05,5301405,459375.487270566,0,0,0,0,0,-316.190003855612,691898098
-4,0.0588235294117647,-11.7989925907271,0.67193734375,17.864259342064,0.864795085029527,-1.11868587293335,3.68e-05,5301405,459374.839773592,0,0,0,0,0,-335.234289030922,427357197
-4,0.0588235294117647,-11.9577037585991,0.67193734375,19.985341536181,0.846897217198881,-1.61541816621275,3.68000000000001e-05,5301405,459376.166205657,0,0,0,0,0,-343.242009606747,572835316
-4,0.0588235294117647,-11.5611820606784,0.67193734375,19.5618760185591,0.858915469039447,-2.26933219450511,3.67999999999999e-05,5301405,459376.020806362,0,0,0,0,0,-349.942579219683,964515118
-4,0.0588235294117647,0.425029379767939,0.17203234375,24.2124764868292,0.738143808126216,2.70195123537208,3.67999999999999e-05,5301405,159375.57373249,0,0,0,0,0,-358.81142442692,447218635
-4,0.0588235294117647,-0.196503237010196,0.17203234375,24.1826481731749,0.712933419505925,3.34578354951394,3.67999999999999e-05,5301405,159376.27464874,0,0,0,0,0,-353.633537534147,714420349
-4,0.0588235294117647,0.525428715023045,0.17203234375,26.879434109218,0.833541530740677,2.20097087105861,3.67999999999999e-05,5301405,159377.549657674,0,0,0,0,0,-359.19150538006,904932697
-4,0.0588235294117647,-0.0897957772795711,0.17203234375,23.9396501351694,0.686998307916146,4.09300383492182,3.68e-05,5301405,159377.041651473,0,0,0,0,0,-349.168588099469,881493877
-4,0.0588235294117647,-0.732953776757813,0.17203234375,24.8177865597286,0.695821882392491,3.47010745677692,3.68000000000001e-05,5301405,159375.663313941,0,0,0,0,0,-355.668747007921,478035366
-4,0.0588235294117647,-11.959124503089,0.26576453125,35.4872988756445,0.257252939438966,6.79660013843341,3.68e-05,5301405,215626.121521124,0,0,0,0,0,-369.990982545971,495537529
-4,0.0588235294117647,-12.1224831114149,0.26576453125,45.2826937900996,0.104843392094745,7.02537205706728,3.68e-05,5301405,215625.462467609,0,0,0,0,0,-382.495924499014,64973841
-4,0.0588235294117647,-11.6642651600842,0.26576453125,38.7394004419293,0.172908780024387,7.5045088858317,3.67999999999999e-05,5301405,215624.393530466,0,0,0,0,0,-370.61922528659,129482288
-4,0.0588235294117647,-12.7959480111594,0.26576453125,25.4599892630486,0.0781648695763899,1.72380288867871,3.67999999999999e-05,5301405,215624.115878702,0,0,0,0,0,-340.771140543568,565598066
-4,0.0588235294117647,-10.7411578958639,0.26576453125,45.6859871884617,0.0862233185686417,6.94591847485873,3.68e-05,5301405,215624.366473921,0,0,0,0,0,-383.709442283716,314818663
-4,0.0588235294117647,-2.11478579724334,0.76566953125,2.93669656239004,0.508421425338307,-2.51878742822455,3.68000000000001e-05,5301405,515624.165034473,0,0,0,0,0,-251.280135065667,2286921
-4,0.0588235294117647,-2.12134337776706,0.76566953125,2.98248430344085,0.478346930722732,-2.85276994288847,3.68e-05,5301405,515624.994543347,0,0,0,0,0,-247.045190393829,848508790
-4,0.0588235294117647,-1.75909789570302,0.76566953125,3.17774761951343,0.238927523156555,-2.95763835885255,3.68e-05,5301405,515624.506848247,0,0,0,0,0,-263.702049288739,1002454300
-4,0.0588235294117647,-1.68555530188901,0.76566953125,2.53412306456407,0.728532629404715,-3.26117045050934,3.67999999999999e-05,5301405,515624.86174601,0,0,0,0,0,-238.561005154164,197249691
-4,0.0588235294117647,-2.06864086382959,0.76566953125,2.71514499881372,0.639424674584288,-2.51771107725874,3.68e-05,5301405,515624.173393849,0,0,0,0,0,-244.786427865861,92191477
-4,0.0588235294117647,-4.94935809548479,0.51571703125,2.98592038588141,0.551308641345483,-0.479231262758245,3.68000000000001e-05,5301405,65626.4459548272,0,0,0,0,0,-245.359571467006,751835799
-4,0.0588235294117647,-5.1930689741449,0.51571703125,2.95871894877994,0.734380902869817,-0.513007798717322,3.68e-05,5301405,65627.3716868667,0,0,0,0,0,-243.679557375723,466288389
-4,0.0588235294117647,-5.66280597628767,0.51571703125,3.31386839679198,0.776598916263683,-0.0893657117743572,3.68e-05,5301405,65624.7113708292,0,0,0,0,0,-250.147534431369,793611572
-4,0.0588235294117647,-6.45411868009767,0.51571703125,4.3672725760654,0.610558601271608,0.278049605791139,3.68e-05,5301405,65627.3796032057,0,0,0,0,0,-261.158144816624,886823938
-4,0.0588235294117647,-6.28068542289496,0.51571703125,3.50018044905307,0.766360745945781,0.116097863664743,3.68e-05,5301405,65626.8978040143,0,0,0,0,0,-249.916408695701,851795919
-4,0.0588235294117647,6.24497519284582,0.01581203125,48.7038982720626,0.459633081406914,-4.09912901354065,3.68000000000001e-05,5301405,365625.322166297,0,0,0,0,0,-393.89285509094,261671601
-4,0.0588235294117647,5.80734061593345,0.01581203125,24.0871454554944,0.253608971227775,-5.33212840686099,3.68e-05,5301405,365624.244816609,0,0,0,0,0,-429.986127404729,532985620
-4,0.0588235294117647,6.57776713748543,0.01581203125,19.2808510991401,0.529869790546104,-4.37985962998993,3.68e-05,5301405,365626.525502444,0,0,0,0,0,-413.168905709665,517071598
-4,0.0588235294117647,6.14171992769459,0.01581203125,28.4013201478528,0.449284387072141,-5.63519848828398,3.68e-05,5301405,365626.625426478,0,0,0,0,0,-409.054154677387,312588911
-4,0.0588235294117647,7.48273149778536,0.01581203125,15.3273239219426,0.294978168485464,-4.15274293481761,3.68e-05,5301405,365625.861744717,0,0,0,0,0,-427.338813755397,150843111
-4,0.0588235294117647,-6.83996703835647,0.89064578125,9.52345984850692,0.789623255057907,-1.00680140631196,3.68e-05,5301405,290624.37435864,0,0,0,0,0,-296.097239179666,841821430
-4,0.0588235294117647,-8.03580891958073,0.89064578125,19.1747779755037,0.849396228453498,-2.68786064430756,3.67999999999999e-05,5301405,290625.042175007,0,0,0,0,0,-339.268309962013,409415212
-4,0.0588235294117647,-7.34229236526626,0.89064578125,16.1249859806417,0.870465564525147,-2.48125188151304,3.67999999999999e-05,5301405,290625.675280571,0,0,0,0,0,-331.456104395744,430744936
-4,0.0588235294117647,-7.00192121210323,0.89064578125,16.6433593762466,0.736286213341941,-2.48702135923401,3.68e-05,5301405,290627.225325577,0,0,0,0,0,-332.218835056568,627224325
-4,0.0588235294117647,-7.59177535265583,0.89064578125,20.0191326197732,0.825450307949136,-3.57892915084864,3.68e-05,5301405,290625.590612399,0,0,0,0,0,-349.286638862389,222641263
-4,0.0588235294117647,3.44371497732876,0.39074078125,5.74192692525782,0.72310542035701,2.4956000722555,3.68e-05,5301405,590624.404045957,0,0,0,0,0,-376.18717044313,159179359
-4,0.0588235294117647,4.60807332923627,0.39074078125,2.48606288003616,0.521010462390958,1.0084333618331,3.67999999999999e-05,5301405,590624.050951152,0,0,0,0,0,-408.058420554673,1062425041
-4,0.0588235294117647,3.31420872586183,0.39074078125,36.1066349262572,0.518688271478041,0.337161586338097,3.68e-05,5301405,590624.146781374,0,0,0,0,0,-377.056722359304,368043596
-4,0.0588235294117647,3.85342398770614,0.39074078125,22.6240432352626,0.809975383199332,1.48792136443202,3.67999999999999e-05,5301405,590626.340482563,0,0,0,0,0,-355.185721110646,502222598
-4,0.0588235294117647,2.54012805297332,0.39074078125,31.0255882890097,0.59462975009009,0.81787448575692,3.68e-05,5301405,590624.89601694,0,0,0,0,0,-372.343113203065,986005230
-4,0.0588235294117647,-14.0554851322413,0.14078828125,13.3791806516984,0.58566293003781,1.39455811068014,3.68e-05,5301405,140623.572421737,0,0,0,0,0,-313.205165090819,592175097
-4,0.0588235294117647,-13.112915413554,0.14078828125,7.49437824542736,0.660357609044951,1.83702191341603,3.68e-05,5301405,140626.147310055,0,0,0,0,0,-292.516188414676,575957614
-4,0.0588235294117647,-13.6968427750484,0.14078828125,12.3345948226721,0.597461300246747,1.34899515467047,3.68000000000001e-05,5301405,140626.200775331,0,0,0,0,0,-309.942080901885,921026017
-4,0.0588235294117647,-13.8021829086695,0.14078828125,10.4413190832273,0.40271167524176,1.98086670153305,3.68e-05,5301405,140626.104528129,0,0,0,0,0,-307.451980165717,616550277
-4,0.0588235294117647,-13.5269961906227,0.14078828125,8.84906575431451,0.696225246749685,1.78103396057694,3.68000000000001e-05,5301405,140626.435357796,0,0,0,0,0,-295.480300717329,394538175
-4,0.0588235294117647,-2.28637754189477,0.64069328125,22.1848921207479,0.66633485051233,4.94502347602907,3.68e-05,5301405,440627.620461532,0,0,0,0,0,-346.290513405178,371804948
-4,0.0588235294117647,-1.36041720883496,0.64069328125,14.6945540337526,0.640763016297435,5.68223118231173,3.67999999999999e-05,5301405,440623.261622084,0,0,0,0,0,-342.950534272578,814804610
-4,0.0588235294117647,-2.76644712617748,0.64069328125,23.3232920622984,0.577845593108101,5.3376107343904,3.68000000000001e-05,5301405,440624.39804088,0,0,0,0,0,-347.624803195409,255561832
-4,0.0588235294117647,-2.70643553945419,0.64069328125,19.9218034406712,0.616268287688538,5.19960236577452,3.68e-05,5301405,440624.857690206,0,0,0,0,0,-347.380874835164,287831271
-4,0.0588235294117647,-2.77650132209762,0.64069328125,18.8028818469105,0.68742984956425,5.14570845684379,3.68e-05,5301405,440627.111717451,0,0,0,0,0,-346.505600340643,535515708
-4,0.0588235294117647,-7.89597514838485,0.07830015625,6.84567305326612,0.828907597926512,-0.0171494851172077,3.68e-05,5301405,253125.076995353,0,0,0,0,0,-289.532489085385,592538630
-4,0.0588235294117647,-6.51262137970359,0.07830015625,5.79395770521954,0.854278332250379,-0.4821325610265,3.68e-05,5301405,253125.495341632,0,0,0,0,0,-286.11561469926,13308652
-4,0.0588235294117647,-9.21755342371161,0.07830015625,6.1694634679749,0.733949734919012,0.438362509624298,3.68e-05,5301405,253127.178669809,0,0,0,0,0,-293.79384966003,853100236
-4,0.0588235294117647,-8.46119597333089,0.07830015625,6.25890208313599,0.794738691085518,0.228895638600405,3.68000000000001e-05,5301405,253125.443356996,0,0,0,0,0,-291.990431988718,934113303
-4,0.0588235294117647,-7.75004409741513,0.07830015625,5.62540714786067,0.859133970466587,-0.197553603748615,3.68e-05,5301405,253124.035493514,0,0,0,0,0,-287.984194566847,211521744
-4,0.0588235294117647,4.46507232950146,0.57820515625,77.916656707973,0.200253155595718,-4.72801128869481,3.68e-05,5301405,553124.218754665,0,0,0,0,0,-409.512322828084,927186645
-4,0.0588235294117647,3.06933391054539,0.57820515625,48.0990890295256,0.565603362273505,-4.40589853668785,3.68e-05,5301405,553126.076393116,0,0,0,0,0,-391.007029105309,855330099
-4,0.0588235294117647,2.98517389270998,0.57820515625,57.3169343856075,0.411245417103736,-5.47371074163516,3.68e-05,5301405,553125.712526941,0,0,0,0,0,-397.219350532891,470089993
-4,0.0588235294117647,3.95495635289472,0.57820515625,52.4339966553408,0.476864557970922,-3.82992514060166,3.68e-05,5301405,553125.042038599,0,0,0,0,0,-394.407230501051,665740547
-4,0.0588235294117647,4.54142125261936,0.57820515625,53.5165717810478,0.500531096521934,-5.23882336198952,3.68e-05,5301405,553123.851888811,0,0,0,0,0,-394.994997435761,279665400
-4,0.0588235294117647,-13.8011101200991,0.82815765625,0.0360048838401287,0.169070927710064,-1.1369871795844,3.68e-05,5301405,103125.74111097,0,0,0,0,0,-986.543797924341,982414094
-4,0.0588235294117647,-13.675587517857,0.82815765625,0.0214123798575522,0.182265857923769,-1.27287106676245,3.68e-05,5301405,103125.95123655,0,0,0,0,0,-986.51584477703,1028879941
-4,0.0588235294117647,-13.7380430948318,0.82815765625,0.0316765011157822,0.18407099775653,-1.26509679475141,3.68e-05,5301405,103126.084047581,0,0,0,0,0,-986.528228653329,971830519
-4,0.0588235294117647,-13.7101223814015,0.82815765625,0.0349228670811254,0.193036646845799,-1.32703463175199,3.68e-05,5301405,103125.613316685,0,0,0,0,0,-986.527376832922,477514521
-4,0.0588235294117647,-13.7487357694643,0.82815765625,0.0201328407044488,0.193611124548997,-1.3240560812676,3.68e-05,5301405,103125.661431197,0,0,0,0,0,-986.515445040791,426092689
-4,0.0588235294117647,-1.80274003016695,0.32825265625,2.84557397784464,0.949752898324485,-3.50355898201478,3.67999999999999e-05,5301405,403125.474482029,0,0,0,0,0,-241.588075257965,354655814
-4,0.0588235294117647,-1.82426833567529,0.32825265625,3.03216036284562,0.949361186674023,-3.56242646135258,3.68e-05,5301405,403126.977804133,0,0,0,0,0,-241.082897804527,632134787
-4,0.0588235294117647,-1.86144335810577,0.32825265625,2.99552314272796,0.959926902552794,-3.50656912980717,3.67999999999999e-05,5301405,403127.846414271,0,0,0,0,0,-240.899666077684,677543654
-4,0.0588235294117647,-1.81413088417064,0.32825265625,3.05439382558775,0.930603162924043,-3.53781785077626,3.68000000000001e-05,5301405,403124.073981867,0,0,0,0,0,-241.54334144199,820833303
-4,0.0588235294117647,-1.81543791165912,0.32825265625,2.98609372057322,0.912640192029945,-3.52912484650269,3.68e-05,5301405,403125.708575311,0,0,0,0,0,-241.916045538206,1052618895
-4,0.0588235294117647,-15.5979461693223,0.70318140625,31.2759913730069,0.833321765742452,-3.84489660956346,3.68e-05,5301405,178124.543887171,0,0,0,0,0,-377.83909614765,120992741
-4,0.0588235294117647,-15.8712702559859,0.70318140625,30.9193898883133,0.617967920867874,-2.41409104957203,3.68e-05,5301405,178124.452054813,0,0,0,0,0,-371.403186932442,188930318
-4,0.0588235294117647,-15.0752397672355,0.70318140625,35.7234661459091,0.74562670160857,-4.38339225981037,3.68e-05,5301405,178124.280106465,0,0,0,0,0,-382.206740399724,23140314
-4,0.0588235294117647,-15.714288422493,0.70318140625,23.5840083957923,0.834987162324808,-0.948927467360848,3.68e-05,5301405,178129.581864049,0,0,0,0,0,-351.594350690351,538291341
-4,0.0588235294117647,-15.6149038878585,0.70318140625,24.395222407316,0.837017015341555,-1.45752574880816,3.68e-05,5301405,178126.141404503,0,0,0,0,0,-357.032136674183,732636691
-4,0.0588235294117647,-5.37825397237133,0.20327640625,6.85493900853766,0.835331837639932,-1.19425274363321,3.68e-05,5301405,478124.969536529,0,0,0,0,0,-296.097329298203,139589810
-4,0.0588235294117647,-1.88967551521485,0.20327640625,3.7184245734104,0.849859143435486,-3.48025792567349,3.68e-05,5301405,478123.819684232,0,0,0,0,0,-250.906793865659,531488803
